مدخل,هدف
"هل الجملة التالية معقولة؟ ""مايكل كونفورتو ارتكب مخالفة لمدة ثلاث ثوان.""",no
"هل الجملة التالية معقولة؟ ""جاكوب فرانا اصطدم بهومير"".",no
"هل الجملة التالية معقولة؟ ""سجل توم ويلسون ركلة جزاء"".",no
"هل الجملة التالية معقولة؟ ""تجاوز ألكسندر باركوف القرص.""",نعم
"هل الجملة التالية معقولة؟ ""مالك بيسلي ارتكب انتهاكًا لمدة ثلاث ثوانٍ"".",نعم
"هل الجملة التالية معقولة؟ ""ألقى درايموند جرين هبوطًا"".",no
"هل الجملة التالية معقولة؟ ""ألقى T.Y. هيلتون الهبوط في جولة قسم الاتحاد الآسيوي.""",نعم
"هل الجملة التالية معقولة؟ ""روبرت وودز حول أول أسفل.""",نعم
"هل الجملة التالية معقولة؟ ""جوليان إيدلمان تلمس الكرة"".",نعم
"هل الجملة التالية معقولة؟ ""نيمار سدد ضربة خلفية في كأس ستانلي"".",no
"هل الجملة التالية معقولة؟ ""سجل جوناثان مارشيسولت في مباراة القوة في كأس ستانلي.""",نعم
"هل الجملة التالية معقولة؟ ""فريد فانفليت سجل ركلة حرة في نهائي دوري أبطال أوروبا.""",no
"هل الجملة التالية معقولة؟ ""سانتي كازورلا نادى على الشاشة"".",no
"هل الجملة التالية معقولة؟ ""اشتعلت إدينسون كافاني تمريرة الشاشة.""",no
"هل الجملة التالية معقولة؟ ""اشتعلت DJ Chark تلاشي الكتف الخلفي في جولة قسم NFC.""",نعم
"هل الجملة التالية معقولة؟ ""بيتر تشيك خربت المؤشر الثلاثة.""",no
"هل الجملة التالية معقولة؟ ""دعا مايكل بورتر جونيور للشاشة"".",نعم
"هل الجملة التالية معقولة؟ ""ألقى روبرت ليفاندوفسكي هبوطًا"".",no
"هل الجملة التالية معقولة؟ ""أطلق فيليب ريفرز صلاة البرد"".",نعم
"هل الجملة التالية معقولة؟ ""درو بريس ذهبت إليه في المركز الرابع.""",نعم
"هل الجملة التالية معقولة؟ ""كيفن ديورانت ضرب هوميروس.""",no
"هل الجملة التالية معقولة؟ ""سانتي كازورلا حصل على بطاقة حمراء في نهائي دوري أبطال أوروبا.""",نعم
"هل الجملة التالية معقولة؟ ""ضرب رايان تانيهيل ثلاثية"".",no
"هل الجملة التالية معقولة؟ ""حصل جليبر توريس على ضربة قاعدية"".",نعم
"هل الجملة التالية معقولة؟ ""كوهي ليونارد أخذت قفزة تحول.""",نعم
"هل الجملة التالية معقولة؟ ""براندن كوكس ذهب لها في المركز الرابع.""",نعم
"هل الجملة التالية معقولة؟ ""كلينت كابيلا دخلت منطقة النهاية.""",no
"هل الجملة التالية معقولة؟ ""شاهد خافيير زانيتي الملعب يمر في سلسلة بطولة الدوري الوطني.""",no
"هل الجملة التالية معقولة؟ ""ألقى واين روني هبوطًا في Superbowl.""",no
"هل الجملة التالية معقولة؟ ""ضرب تايلر بويد تمرير الشاشة في جولة تقسيم NFC.""",نعم
"هل الجملة التالية معقولة؟ ""مروان فيلايني سجل في الوقت الإضافي"".",نعم
"هل الجملة التالية معقولة؟ ""كان جواو موتينيو في المركز الثالث"".",no
"هل الجملة التالية معقولة؟ ""ارتكب فنسنت كومباني انتهاكًا لمدة ثلاث ثوانٍ"".",no
"هل الجملة التالية معقولة؟ ""قتل Tuukka Rask بوويربلاي.""",نعم
"هل الجملة التالية معقولة؟ ""سدد خوان سوتو من وراء القوس"".",no
هل الجملة التالية معقولة؟ وسجل جوردان بينينجتون في الشوط الثالث.,نعم
"هل الجملة التالية معقولة؟ ""مالكوم بروجدون قاد إلى المنطقة المحظورة في نهائيات المؤتمر الشرقي.""",نعم
"هل الجملة التالية معقولة؟ ""دخل ديدييه دروغبا إلى منطقة النهاية"".",no
"هل الجملة التالية معقولة؟ ""أطلق مايك هوفمان تسديدة نصف الملعب في نهائيات المؤتمر الغربي.""",no
"هل الجملة التالية معقولة؟ ""ضرب بيدرو الجانب"".",no
"هل الجملة التالية معقولة؟ ""حصل فرناندو تاتيس جونيور على بطاقة حمراء"".",no
"هل الجملة التالية معقولة؟ ""سدد إيفاندر كين التمريرة المائلة في جولة قسم الاتحاد الآسيوي.""",no
"هل الجملة التالية معقولة؟ ""أطلق إيغور شيستيركين ملكة البرد.""",no
"هل الجملة التالية معقولة؟ ""جيريت كول ارتكب كرة يد في كأس أوروبا"".",no
"هل الجملة التالية معقولة؟ ""فيليب ريفرز قاد في المنطقة المحظورة.""",no
"هل الجملة التالية معقولة؟ ""نورمان باول ارتكب خطأ منع.""",نعم
هل الجملة التالية معقولة؟ كان ناظم قدري في المنزل ».,no
"هل الجملة التالية معقولة؟ ""الجنيه الاسترليني شيبرد تحول أول أسفل.""",نعم
"هل الجملة التالية معقولة؟ ""سجل ماريو جوميز ركلة ركنية عكسية.""",no
"هل الجملة التالية معقولة؟ ""أندريس إنييستا أجرى العطاء والانطلاق.""",نعم
"هل الجملة التالية معقولة؟ ""تم تمييز درو بريس في المسرحية.""",نعم
"هل الجملة التالية معقولة؟ ""سجل راميريس هدفًا بضربة رأس"".",نعم
"هل الجملة التالية معقولة؟ ""لويس روبرت خرج في المركز الثاني"".",نعم
"هل الجملة التالية معقولة؟ ""أطلق ماثيو ستافورد صلاة البرد.""",نعم
"هل الجملة التالية معقولة؟ ""رسم تي واي هيلتون علمًا على المسرحية.""",نعم
"هل الجملة التالية معقولة؟ ""كورتلاند سوتون ضرب الثلاثي.""",no
"هل الجملة التالية معقولة؟ ""مارك ستون قضى بعض الوقت في منطقة الجزاء في كأس ستانلي.""",نعم
"هل الجملة التالية معقولة؟ ""Dejounte Murray اتخذ الخطوة الجانبية الثالثة"".",نعم
"هل الجملة التالية معقولة؟ ""مايك تروت أوروبي صعد إلى السلة.""",no
"هل الجملة التالية معقولة؟ ""جوش ألين ضرب تمريرة الشاشة.""",نعم
"هل الجملة التالية معقولة؟ ""يايا توريه سجل ركلة حرة"".",نعم
"هل الجملة التالية معقولة؟ ""شون كوتورييه مارادونا كان المدافع"".",no
"هل الجملة التالية معقولة؟ ""ميتشل مارنر ضرب المدافع.""",no
"هل الجملة التالية معقولة؟ ""كالفين ريدلي تزلج خلف الشبكة.""",no
"هل الجملة التالية معقولة؟ ""ربح ووكر بوهلر رحلة إلى منطقة الجزاء"".",no
"هل الجملة التالية معقولة؟ ""كارلوس تيفيز تزلج إلى الوراء.""",no
"هل الجملة التالية معقولة؟ ""تم استدعاء بن سيمونز من أجل هدف الهدف.""",نعم
"هل الجملة التالية معقولة؟ ""فقد مارفن جونز السيطرة على القرص"".",no
"هل الجملة التالية معقولة؟ ""براد هاند ضرب طريق العجلة.""",no
"هل الجملة التالية معقولة؟ ""الكسندر باركوف خربت المؤشر الثلاثة.""",no
"هل الجملة التالية معقولة؟ ""اشتعلت جوش ألين تمريرة الشاشة.""",نعم
"هل الجملة التالية معقولة؟ ""ألقى كونور ماكدويد هبوطًا في جولة فرقة NFC.""",no
"هل الجملة التالية معقولة؟ ""أماري كوبر سجل ركلة جزاء"".",no
"هل الجملة التالية معقولة؟ ""ماريو بالوتيلي سدد بقدمه اليسرى في نهائي دوري أبطال أوروبا"".",نعم
"هل الجملة التالية معقولة؟ ""قتل ويليان بوويربلاي"".",no
"هل الجملة التالية معقولة؟ ""تولى كندريك نان المسؤولية.""",نعم
"هل الجملة التالية معقولة؟ ""كوبر كوب سجل في الشوط الثالث في كأس ستانلي"".",no
"هل الجملة التالية معقولة؟ ""اجتاز شون كوتورييه القرص في كأس ستانلي.""",نعم
"هل الجملة التالية معقولة؟ ""الجنيه الاسترليني شيبرد ضرب هوميروس.""",no
"هل الجملة التالية معقولة؟ ""تم استدعاء يسوع لوزاردو للقطع"".",no
"هل الجملة التالية معقولة؟ ""كينان ألين رسم العلم على المسرحية في بطولة NFC.""",نعم
"هل الجملة التالية معقولة؟ ""مشى جمال موراي على الكرة الرابعة"".",no
"هل الجملة التالية معقولة؟ ""توني كروس أجرى العطاء والانطلاق.""",نعم
"هل الجملة التالية معقولة؟ ""اشتعلت ميتشل تروبيسكي تمريرة الشاشة.""",نعم
"هل الجملة التالية معقولة؟ ""سيرجيو بوسكيتس حصل على القاعدة.""",no
"هل الجملة التالية معقولة؟ ""دومانتاس سابونيس حصل على خمسة ياردات في بطولة الاتحاد الآسيوي"".",no
"هل الجملة التالية معقولة؟ ""دي آرون فوكس سجل ركلة دراجة"".",no
"هل الجملة التالية معقولة؟ ""جيمس هاردن أطلق النار من خارج الثمانية عشر.""",no
"هل الجملة التالية معقولة؟ ""باتريك كين سدد بضربة خلفية في كأس ستانلي.""",نعم
"هل الجملة التالية معقولة؟ ""مالكولم بروجدون يورو قفز إلى السلة في بطولة الدوري الاميركي للمحترفين.""",نعم
"هل الجملة التالية معقولة؟ ""تجاوز جيمس كارينشاك الخط الأزرق"".",no
"هل الجملة التالية معقولة؟ ""اكتسب جو بورو خمس ياردات.""",نعم
"هل الجملة التالية معقولة؟ ""ستيفن ستامكوس سدد التمريرة المائلة"".",no
"هل الجملة التالية معقولة؟ ""دخل جون كارلسون منطقة الهجوم في كأس ستانلي"".",نعم
"هل الجملة التالية معقولة؟ ""باتريس بيرجيرون حول السقوط الأول.""",no
"هل الجملة التالية معقولة؟ ""لوك فويت كان بالخارج في البداية.""",نعم
"هل الجملة التالية معقولة؟ ""تيمو ماير ضرب المدافع في كأس الاتحاد الإنجليزي.""",no
"هل الجملة التالية معقولة؟ ""كان ماكس شيرزر بأمان في البداية.""",نعم
"هل الجملة التالية معقولة؟ ""إيدن هازارد ضرب الخافق الجرس.""",no
"هل الجملة التالية معقولة؟ ""نيل بيونك أطلق النار من خط الست ياردات.""",no
"هل الجملة التالية معقولة؟ ""نيك كاستيلانوس ضرب طريق العجلة.""",no
"هل الجملة التالية معقولة؟ ""كان توم برادي بأمان في البداية.""",no
"هل الجملة التالية معقولة؟ ""لم يسدد سيرجيو راموس سوى الشباك"".",no
"هل الجملة التالية معقولة؟ ""خيري توماس غير اتجاهه في الملعب الخلفي في بطولة NFC.""",no
"هل الجملة التالية معقولة؟ ""ليون Draisaitl على الأرض في القاعدة الثانية في سلسلة بطولة الدوري الوطني.""",no
"هل الجملة التالية معقولة؟ ""سجل باستيان شفاينشتايجر في الوقت بدل الضائع.""",نعم
"هل الجملة التالية معقولة؟ ""آرون نولا حوّل النزول الأول"".",no
"هل الجملة التالية معقولة؟ ""Ketel Marte دخلت منطقة النهاية.""",no
"هل الجملة التالية معقولة؟ ""ترافيس كونيكني فعل مارادونا على المدافع.""",no
"هل الجملة التالية معقولة؟ ""تزلج بيير لوك دوبوا إلى الوراء.""",نعم
"هل الجملة التالية معقولة؟ ""رايان أورايلي أطلق رصاصة.""",نعم
"هل الجملة التالية معقولة؟ ""حصل ميرو هيسكانن على رحلة إلى منطقة الجزاء"".",نعم
"هل الجملة التالية معقولة؟ ""أنخيل دي ماريا سجل في الوقت الإضافي.""",نعم
"هل الجملة التالية معقولة؟ ""سام دارنولد سجل في مباراة القوة في كأس ستانلي.""",no
"هل الجملة التالية معقولة؟ ""سجل جليبر توريس ركلة دراجة"".",no
"هل الجملة التالية معقولة؟ ""سجل تايلر جلاسنو ركلة جزاء.""",no
"هل الجملة التالية معقولة؟ ""تم استدعاء DeVante Parker للتثليج.""",no
"هل الجملة التالية معقولة؟ ""تم استدعاء جيسون تاتوم من أجل هدف الهدف.""",نعم
"هل الجملة التالية معقولة؟ ""اشتعلت كارسون وينتز تمريرة الشاشة.""",نعم
"هل الجملة التالية معقولة؟ ""تلمس برايس هاربر الكرة"".",no
"هل الجملة التالية معقولة؟ ""كينان ألين تغلب على الجرس في نهائيات المؤتمر الغربي"".",no
"هل الجملة التالية معقولة؟ ""مارسيل أوزونا سجل هدفا.""",no
"هل الجملة التالية معقولة؟ ""براندون وودروف وضع الشاشة الصلبة في نهائيات المؤتمر الشرقي.""",no
"هل الجملة التالية معقولة؟ ""فاز جوناس فالانسيوناس على الجرس.""",نعم
"هل الجملة التالية معقولة؟ ""نيرلنس نويل كان في المنزل"".",no
"هل الجملة التالية معقولة؟ ""حصل باولينيو على ركلة غير مباشرة في كأس الاتحاد الإنجليزي.""",نعم
"هل الجملة التالية معقولة؟ ""كلاس يان هونتيلار أطلق النار على القرص.""",no
"هل الجملة التالية معقولة؟ ""ديفيد باسترناك تزلج إلى الوراء"".",نعم
"هل الجملة التالية معقولة؟ ""اشتعلت Joe Burrow كتف الظهر يتلاشى في Superbowl.""",نعم
"هل الجملة التالية معقولة؟ ""سيرجيو أجويرو مارادونا كان المدافع"".",نعم
"هل الجملة التالية معقولة؟ ""جيريت كول ضبط الشاشة الصلبة.""",no
"هل الجملة التالية معقولة؟ ""CJ McCollum أطلق النار من خط الست ياردات.""",no
"هل الجملة التالية معقولة؟ ""كايل تاكر أخذ تسديدة بقدمه اليسرى.""",no
"هل الجملة التالية معقولة؟ ""تزلج جاكوب فرانا للخلف.""",نعم
"هل الجملة التالية معقولة؟ ""تم تمييز Deshaun Watson في المسرحية.""",نعم
"هل الجملة التالية معقولة؟ ""شاهد تايلر جلاسنو الملعب يمر.""",نعم
"هل الجملة التالية معقولة؟ ""خوان سوتو تولى الكرة الأربعة"".",نعم
"هل الجملة التالية معقولة؟ ""انتوني ديفيس تغلب على الجرس.""",نعم
"هل الجملة التالية معقولة؟ ""كاريس ليفيرت سجل رمية ركنية عكسية.""",نعم
"هل الجملة التالية معقولة؟ ""أخذ أندريه سفيتشنيكوف الكرة الأربعة.""",no
"هل الجملة التالية معقولة؟ ""وصلت Trae Young إلى منطقة النهاية.""",no
"هل الجملة التالية معقولة؟ ""ناثان ماكينون طوب المؤشر الثلاثة في نهائيات المؤتمر الشرقي.""",no
"هل الجملة التالية معقولة؟ ""سجل AJ Green في الشوط الثالث"".",no
"هل الجملة التالية معقولة؟ ""إلياس ليندهولم التقط الصورة.""",no
"هل الجملة التالية معقولة؟ ""فريد فانفليت تجاوز عفريت.""",no
"هل الجملة التالية معقولة؟ ""قام فريدريك أندرسن بتحويل السقوط الأول.""",no
"هل الجملة التالية معقولة؟ ""خافيير ماسكيرانو سدد بقدمه اليسرى"".",نعم
"هل الجملة التالية معقولة؟ ""ضرب مايك تراوت هوميروس.""",نعم
"هل الجملة التالية معقولة؟ ""بيت ألونسو حقق ثلاثية في بطولة العالم.""",نعم
"هل الجملة التالية معقولة؟ ""تزلج أنتوني ريزو للخلف في كأس ستانلي"".",no
"هل الجملة التالية معقولة؟ ""مشى فرانسيسكو ليندور على الكرة الرابعة.""",نعم
"هل الجملة التالية معقولة؟ ""كلاس يان هونتيلار سجل ركلة ركنية سهلة"".",no
"هل الجملة التالية معقولة؟ ""Stefon Diggs ضرب التمريرة المائلة.""",نعم
"هل الجملة التالية معقولة؟ ""دييجو فورلان فعل مارادونا على المدافع.""",نعم
"هل الجملة التالية معقولة؟ ""جورج سبرينغر ارتكب خطأ منع.""",no
"هل الجملة التالية معقولة؟ ""تجاوز آريين روبن الخط الأزرق في كأس ستانلي.""",no
"هل الجملة التالية معقولة؟ ""ميتشل روبنسون أوقف التسديدة.""",نعم
"هل الجملة التالية معقولة؟ ""أطلق غابرييل لاندسكوج صرخة اليأس"".",no
"هل الجملة التالية معقولة؟ ""فنسنت كومباني سجل ركلة دراجة.""",نعم
"هل الجملة التالية معقولة؟ ""ماثيو برزال نادى على الشاشة"".",no
"هل الجملة التالية معقولة؟ ""اشتعلت Kailer Yamamoto الكتف الخلفي يتلاشى.""",no
"هل الجملة التالية معقولة؟ ""سدد باتريس بيرجيرون ضربة بضربة خلفية.""",نعم
"هل الجملة التالية معقولة؟ ""ضرب كولين سيكستون الخافق الجرس"".",نعم
"هل الجملة التالية معقولة؟ ""ستيفان الشعراوي أطلق النار بقدمه اليسرى"".",نعم
"هل الجملة التالية معقولة؟ ""فقد نيك فولس السيطرة على القرص.""",no
"هل الجملة التالية معقولة؟ ""قتل رايان نوجنت هوبكنز القوة.""",نعم
"هل الجملة التالية معقولة؟ ""كايل كونور أوروست قفز إلى السلة في نهائيات المؤتمر الغربي"".",no
"هل الجملة التالية معقولة؟ ""لوكا مودريتش ذهب في كأس الاتحاد الإنجليزي"".",نعم
"هل الجملة التالية معقولة؟ ""داني ألفيس التقط الصورة.""",no
"هل الجملة التالية معقولة؟ ""سجل راسل ويستبروك في لعبة القوة.""",no
"هل الجملة التالية معقولة؟ ""مارك ستون ضرب ثلاثية"".",no
"هل الجملة التالية معقولة؟ ""أطلق Teuvo Teravainen النار"".",نعم
"هل الجملة التالية معقولة؟ ""ذهب جون براون لذلك في المركز الرابع في بطولة NFC.""",نعم
"هل الجملة التالية معقولة؟ ""فاز كوادو أسامواه على ساعة التسديد في نهائيات المؤتمر الشرقي"".",no
"هل الجملة التالية معقولة؟ ""صعد كايل تاكر على القاعدة الأولى.""",نعم
"هل الجملة التالية معقولة؟ ""نيمار قدم مارادونا على المدافع في نصف نهائي دوري أبطال أوروبا"".",نعم
"هل الجملة التالية معقولة؟ ""اتخذ Mookie Betts الخطوة الجانبية الثالثة.""",no
"هل الجملة التالية معقولة؟ ""كان سوني جراي في المركز الثاني"".",نعم
"هل الجملة التالية معقولة؟ ""خوان سوتو قام بخطوة مزدوجة.""",no
"هل الجملة التالية معقولة؟ ""سجل خوان ماتا ركلة دراجة في نهائي دوري أبطال أوروبا.""",نعم
"هل الجملة التالية معقولة؟ ""ديلان لاركن مشى على الكرة الرابعة.""",no
"هل الجملة التالية معقولة؟ ""أخذ براندون لوي تسديدة بقدمه اليسرى.""",no
"هل الجملة التالية معقولة؟ ""سجل كاريس ليفيرت كرة عكسية.""",نعم
"هل الجملة التالية معقولة؟ ""حصل إيمانويل ساندرز على ضربة قاعدية"".",no
"هل الجملة التالية معقولة؟ ""قتل روبرت وودز القوة.""",no
"هل الجملة التالية معقولة؟ ""جوناثان مارشيسولت ذهب خمسة ثقوب.""",نعم
"هل الجملة التالية معقولة؟ ""تريستان جاري غمس الكرة.""",no
"هل الجملة التالية معقولة؟ ""واين روني شاهد الملعب وهو يمر.""",no
"هل الجملة التالية معقولة؟ ""مايكل توماس أخذ الصورة.""",نعم
"هل الجملة التالية معقولة؟ ""سدد ديشاون واتسون ركلة ركنية.""",no
"هل الجملة التالية معقولة؟ ""سجل موكي بيتس في لعبة القوة"".",no
"هل الجملة التالية معقولة؟ ""ضرب Tuukka Rask ثنائية"".",no
"هل الجملة التالية معقولة؟ ""توني كروس سجل في نصف نهائي دوري أبطال أوروبا.""",نعم
"هل الجملة التالية معقولة؟ ""مايك وليامز تخبطت في الكرة في سوبر بول.""",نعم
"هل الجملة التالية معقولة؟ ""كسب ألين روبنسون خمسة ياردات.""",نعم
"هل الجملة التالية معقولة؟ ""سجل ماريو جوميز ركلة ركنية عكسية.""",no
"هل الجملة التالية معقولة؟ ""اشتعلت خوان ماتا تمريرة الشاشة.""",no
"هل الجملة التالية معقولة؟ ""Jamison Crowder رسم العلم على المسرحية.""",نعم
"هل الجملة التالية معقولة؟ ""سجل مايك ويليامز ركلة دراجة في كأس الاتحاد الإنجليزي"".",no
"هل الجملة التالية معقولة؟ ""كان بيتر تشيك بأمان في البداية.""",no
"هل الجملة التالية معقولة؟ ""أخذ جيسون تاتوم خطوة جانبية ثلاثية في بطولة الدوري الاميركي للمحترفين.""",نعم
"هل الجملة التالية معقولة؟ ""توماس مولر ضرب ثلاثية"".",no
"هل الجملة التالية معقولة؟ ""عمل جيمس كارينشاك في العد الكامل.""",نعم
"هل الجملة التالية معقولة؟ ""جيري جودي قتل powerplay.""",no
"هل الجملة التالية معقولة؟ ""ستيفن كاري سجل رمية الكرة العكسية.""",نعم
"هل الجملة التالية معقولة؟ ""ميكال بريدجز سجل طاحونة دونك"".",نعم
"هل الجملة التالية معقولة؟ ""سجل ريان فيتزباتريك هبوطًا.""",نعم
"هل الجملة التالية معقولة؟ ""جايلين براون ارتكبت انتهاكًا لثلاث ثوانٍ"".",نعم
"هل الجملة التالية معقولة؟ ""اشتعلت كينتا مايدا تمريرة الشاشة"".",no
"هل الجملة التالية معقولة؟ ""تجاوز كريس جودوين الخط الأزرق في كأس ستانلي.""",no
"هل الجملة التالية معقولة؟ ""جاستن هربرت مارادونا كان المدافع"".",no
"هل الجملة التالية معقولة؟ ""ضرب بليك سنيل أغنية واحدة"".",نعم
"هل الجملة التالية معقولة؟ ""داريوس سلايتون نفد الحدود في بطولة الاتحاد الآسيوي.""",نعم
"هل الجملة التالية معقولة؟ ""حصل نيكلاس باكستروم على رحلة إلى منطقة الجزاء.""",نعم
"هل الجملة التالية معقولة؟ ""بيبي حول أول أسفل.""",no
"هل الجملة التالية معقولة؟ ""ألقى كينتا مايدا إلى القاعدة الأولى في سلسلة بطولة الدوري الأمريكي"".",نعم
"هل الجملة التالية معقولة؟ ""اصطدم رايان أورايلي بمسار العجلة"".",no
"هل الجملة التالية معقولة؟ ""مارسيل أوزونا ضرب في مسرحية مزدوجة.""",نعم
