مدخل,هدف
لدي ثلاجة وكرسي وثلاثة أسرة وأربعة أفران ميكروويف وفرن وطاولة. كم عدد الأشياء التي أمتلكها؟,11
لدي ثلاثة ملفوف وجزرة وسيقان كرفس وبصل. كم عدد الخضروات لدي؟,7
لدي طاولة وثلاث سيارات. كم عدد الأشياء التي أمتلكها؟,4
لدي دب ، وثعبان ، وأرنب ، وميكروويف ، وماعز ، وثلاث قطط. كم عدد الحيوانات لدي؟,8
لدي ميكروويف وسرير وأريكة. كم عدد الأشياء التي أمتلكها؟,3
لدي كرسي ومحمصة وميكروويف. كم عدد الأشياء التي أمتلكها؟,3
لدي برتقالة وجزرة ورأس بروكلي وثلاثة كرنب وساق كرفس وقرنبيط ورأس خس وبطاطا. كم عدد الخضروات لدي؟,9
لدي أكورديون ، وثلاثة ماعز ، وبقرتان ، وخنزير ، وأرنب ، وثعبان ، وبوق. كم عدد الحيوانات لدي؟,8
لدي ثلاثة سيقان من الكرفس ، وبطة ، وبطاطا ، ورأس من البروكلي ، وأربعة خنازير ، وثوم. كم عدد الخضروات لدي؟,6
لدي أكورديون وكلارينيت وثلاث طبول. كم عدد الآلات الموسيقية لدي؟,5
لدي خوخ وتوت ونكتارين. كم عدد الفاكهة لدي؟,3
لدي بطاطس ، وخمس سيقان كرفس ، وبطاطا ، وثوم ، ورأسان من الخس ، وملفوف ، ورأس من البروكلي. كم عدد الخضروات لدي؟,12
لدي كلارينيت ، وترومبون ، وخمسة أبواق ، وبيانو. كم عدد الآلات الموسيقية لدي؟,9
لدي حمار وماعز وبقرة. كم عدد الحيوانات لدي؟,3
لدي فلوت وترومبون. كم عدد الآلات الموسيقية لدي؟,2
لدي حبة برقوق وموز وتفاحة وثلاثة حبات عنب وبرتقال وخوخ وبلاك بيري واثنان من الفراولة. كم عدد الفاكهة لدي؟,11
لدي بقرتان وسمكة ودجاجة وثعبان وفئران. كم عدد الحيوانات لدي؟,7
لدي ترومبون وكمان وأكورديون وطبل وبوق وخمس آلات بيانو وفلوت وكلارينيت. كم عدد الآلات الموسيقية لدي؟,12
لدي كلارينيت ، وأكورديون ، وملفوف ، ومزامير ، وبيانو ، وطبل ، وترومبون ، ورأس خس ، واثنين من آلات الكمان. كم عدد الآلات الموسيقية لدي؟,9
لدي فرن وسرير وثلاثة أرائك وسيارة ومصباح وميكروويف وأربع طاولات ومحمصة وموقد وكرسي. كم عدد الأشياء التي أمتلكها؟,15
لدي رأس من البروكلي ، وجزر ، وبطاطس ، وبطاطا ، وقرنبيط. كم عدد الخضروات لدي؟,5
لدي بطاطس وجزران وقرنبيط وبصل وثلاثة ثوم ورأسان من البروكلي. كم عدد الخضروات لدي؟,10
لدي ماعز وسمكة وبيانو وكمان وترومبون ودجاجة وأربعة كلارينيت وطبل وأكورديون. كم عدد الآلات الموسيقية لدي؟,9
لدي موقد وسرير وخمس سيارات وأريكة ومحمصة وثلاجتان وكرسي ومصباح. كم عدد الأشياء التي أمتلكها؟,13
لدي دجاجة ، وحلزون ، وثلاثة كلاب ، وثعبان ، وماعز. كم عدد الحيوانات لدي؟,7
لدي محمصة وسرير وموقد وسيارة وميكروويف ومصباح وطاولة. كم عدد الأشياء التي أمتلكها؟,7
لدي مصباح وأريكتان وثلاجتان وفرنان وسرير. كم عدد الأشياء التي أمتلكها؟,8
لديّ طبلة ، وثلاثة مزامير ، وبوق ، وبيانو ، وترومبون. كم عدد الآلات الموسيقية لدي؟,7
لدي حبتان عنب وخوخ. كم عدد الفاكهة لدي؟,3
لدي ترومبون وكلارينيت وطبل. كم عدد الآلات الموسيقية لدي؟,3
لدي خنزير وحمار. كم عدد الحيوانات لدي؟,2
لدي أريكة وفرن وأربع محمصات وسيارة ومصباح وخمس طاولات وكرسي وموقد وسرير. كم عدد الأشياء التي أمتلكها؟,16
لدي ميكروويف وسرير. كم عدد الأشياء التي أمتلكها؟,2
لدي دب وفأر وموزة وثعبان. كم عدد الحيوانات لدي؟,3
لدي ثلاثة آلات ترومبون ، وطبل ، وبوق ، وكلارينيت ، وفلوت ، وبيانو ، وعازفتان كمان. كم عدد الآلات الموسيقية لدي؟,10
لدي خوخ ، وبرتقال ، وتفاحة ، وتوت ، وعنب ، وبلاك بيري ، وبرقوق ، وفراولة. كم عدد الفاكهة لدي؟,8
لدي بيانو واثنين من الأكورديون وكمان وفلوت وطبل. كم عدد الآلات الموسيقية لدي؟,6
لدي توت ، عنب ، فراولة ، برقوق ، وموز. كم عدد الفاكهة لدي؟,5
لديّ يام وجزر ورأس خس وبطاطس وأربع ثوم ورأس من البروكلي. كم عدد الخضروات لدي؟,9
لدي كرسي واثنين من أجهزة الميكروويف. كم عدد الأشياء التي أمتلكها؟,3
لدي سيارة وكرسي وثلاث محمصات وأربعة مواقد وثلاجتان وسرير وأربعة أفران. كم عدد الأشياء التي أمتلكها؟,16
لدي برتقالة ، وبرقوق ، ونكتارين ، وعنب ، وموزة. كم عدد الفاكهة لدي؟,6
لدي ثوم ، وبصل ، وبطاطا ، وقرنبيط ، وملفوف ، ورأس بروكلي ، وبطاطس ، ورأس خس. كم عدد الخضروات لدي؟,10
لدي سيارة ، وتفاحتان ، وموزة ، وثلاثة نكتارين ، وطاولة ، وبرتقالة ، وثلاجة ، وتوت. كم عدد الفاكهة لدي؟,8
لدي عنب ، فراولة ، برتقالة ، ثمرتان ، أربعة تفاحات ، برقوق ، ونكتارين. كم عدد الفاكهة لدي؟,11
لدي طبلة وكمان وثلاثة ترومبون ومزامير وبيانو وأكورديون. كم عدد الآلات الموسيقية لدي؟,9
لدي قطة وسمكة. كم عدد الحيوانات لدي؟,2
لدي رأس من البروكلي ، وبطاطا. كم عدد الخضروات لدي؟,2
لدي سيارة وموقد وكرسيان وميكروويف ومصباح ومحمصة وسرير. كم عدد الأشياء التي أمتلكها؟,8
لدي أريكة وسرير وسيارة وثلاجة وطاولتين وفرن ومحمصة وكرسي. كم عدد الأشياء التي أمتلكها؟,9
لدي رأس من البروكلي وملفوف. كم عدد الخضروات لدي؟,2
لدي أربعة حلزون وبقرة. كم عدد الحيوانات لدي؟,5
لدي حبة برقوق ، وموز ، ونكتارين ، وفراولة ، وبلاك بيري ، واثنين من البرتقال ، وتوت ، وخوخ. كم عدد الفاكهة لدي؟,9
لدي موزة ونكتارين وتوت وتفاح وخوخ. كم عدد الفاكهة لدي؟,5
لدي تفاحة ، برقوق ، توت أسود ، توت ، ثلاث فراولة ، وموز. كم عدد الفاكهة لدي؟,8
لدي بوق وبيانو وناي وثعبان وثلاثة أكورديون وكمان وطبل وكلارينيت وترومبون. كم عدد الآلات الموسيقية لدي؟,10
لدي طاولة وفراولة وثلاث نكتارين. كم عدد الفاكهة لدي؟,4
لدي بصل وجزر وبطاطس وبطاطا وثلاثة رؤوس خس واثنان من القرنبيط وثوم وملفوف. كم عدد الخضروات لدي؟,11
لدي ثلاث بطاطس ، وجزر ، وثعبان ، وبطاطا ، وقرنبيط ، وساق من الكرفس ، وثوم. كم عدد الخضروات لدي؟,8
لدي موزة وتوت وفراولة وخوخ وبلاك بيري وعنب. كم عدد الفاكهة لدي؟,6
لدي ترومبون ، وفلوت ، ونكتارين ، وكمان ، وفراولة ، وخوخ ، وعنب. كم عدد الفاكهة لدي؟,5
لدي ثلاثة رؤوس من البروكلي ، وقرنبيطان ، وبطاطا ورأس خس. كم عدد الخضروات لدي؟,7
لدي رأس خس ، وبطاطا ، وملفوف ، وساق كرفس ، وثلاثة رؤوس من البروكلي ، وثوم ، وبصل ، وجزر ، وقرنبيط ، وبطاطس. كم عدد الخضروات لدي؟,13
لديّ برتقالة وتوت وفراولة وتفاحة وبلاك بيري ونكتارين وخوخ وموز وبرقوق. كم عدد الفاكهة لدي؟,9
لدي ملفوف وأربعة سيقان كرفس وثومان وثلاثة جزر وبطاطا وقرنبيط ورأس خس ورأسان من البروكلي وميكروويف وبصل. كم عدد الخضروات لدي؟,16
لدي فرن وتفاحة وثلاث موزات وطاولة وعنبان. كم عدد الفاكهة لدي؟,6
لدي رأس خس ، ساق كرفس ، بطاطا ، قرنبيط ، جزر ، بصلتان ، بطاطس ، وثلاثة كرنب. كم عدد الخضروات لدي؟,13
لدي محمصة وطاولة وثلاجة. كم عدد الأشياء التي أمتلكها؟,3
لدي كرسيان ومحمصة وفرن وطاولة وأريكة. كم عدد الأشياء التي أمتلكها؟,6
لدي ترومبون ، وثلاثة كلارينيت ، وأكورديون ، وكمانين ، وفلوت ، وطبل ، وبوق ، وبيانو. كم عدد الآلات الموسيقية لدي؟,11
لدي ثوم وبصل. كم عدد الخضروات لدي؟,2
لدي عنب وموز وبلاك بيري. كم عدد الفاكهة لدي؟,3
لدي ثلاث ثعابين ، قطة ، دب ، ماعزان ، دجاجة ، حمار ، سيارة ، وسمكة. كم عدد الحيوانات لدي؟,10
لدي سمكة ، وثعبان ، ورأس خس ، وفأر ، وأربعة دببة ، وأرنب ، وخنزير ، وثلاثة ماعز ، وبقرة ، واثنين من الحلزون. كم عدد الحيوانات لدي؟,15
لدي بطاطس ، وجزرة ، وبصلتان ، وقرنبيط ، وبرقوق ، ورأس خس ، وخمسة أعواد كرفس ، وبطاطا. كم عدد الخضروات لدي؟,12
لدي فرن وسرير ومصباح وكرسي وثلاجة وميكروويف ومحمصة. كم عدد الأشياء التي أمتلكها؟,7
لدي سمكتان وأربع قطط ودجاجتان وفأر وماعز. كم عدد الحيوانات لدي؟,10
لدي محمصة وسرير وسيارة وثلاجة. كم عدد الأشياء التي أمتلكها؟,4
لدي فأر ، ضفدع ، حلزونان ، رأس خس ، بصل ، ماعز ، قطة ، سمكة ، بقرة ، خنزير ، أربع بطات ، وأرنب. كم عدد الحيوانات لدي؟,14
لدي حمار ، وحلزون ، وخنزير ، ودجاجة ، وسمكة ، وفأر ، وقطة. كم عدد الحيوانات لدي؟,7
لدي ثوم ، وملفوف ، وبطاطا ، وجزرة ، وساق من الكرفس. كم عدد الخضروات لدي؟,5
لدي ميكروويف وكرسي. كم عدد الأشياء التي أمتلكها؟,2
لدي ثلاث حلزون ، ثعبان ، حمار ، وأرنب. كم عدد الحيوانات لدي؟,6
لدي كمان وطبل وناي وبوق وكلارينيت. كم عدد الآلات الموسيقية لدي؟,6
لدي أريكة ، وسيارة ، وموقد ، وكرسي ، وفرن ، ومحمصة ، وسرير ، ومصباحان ، وثلاجة. كم عدد الأشياء التي أمتلكها؟,10
لدي أربعة أرائك وميكروويف وطاولة وكرسي وثلاجة وأربعة مواقد ومصباح وسيارة وفرن ومحمصة. كم عدد الأشياء التي أمتلكها؟,16
لدي عنب وتفاحة وموز. كم عدد الفاكهة لدي؟,3
لدي اثنين من التوت الأسود ، وعنب. كم عدد الفاكهة لدي؟,3
لدي بقرتان ، حلزون ، سمكة ، فأر ، ثعبان ، وضفدع. كم عدد الحيوانات لدي؟,7
لدي سيقان من الكرفس وجزرة ورأس خس وبصل. كم عدد الخضروات لدي؟,5
لدي بصلة وبطاطا وملفوف وكرسي وساق كرفس ورأس بروكلي وقرنبيط وسيارة وبطاطس وثلاجة. كم عدد الخضروات لدي؟,7
لدي جزرة ورأس بروكلي. كم عدد الخضروات لدي؟,2
لدي كلب ودجاجة وأربع قواقع. كم عدد الحيوانات لدي؟,6
لدي بقرة وكلبان وفأر وحمار وحلزون وثعبان وقطة وخنزير ودب وثلاثة أرانب. كم عدد الحيوانات لدي؟,13
لديّ طبلة ، وأربعة آلات بيانو ، واثنين من أكورديون ، وجزرة ، وساق من الكرفس ، وثلاثة مزامير ، وقرنبيط ، وكمان ، وكلارينيت ، وترومبون ، وبوقان. كم عدد الآلات الموسيقية لدي؟,15
لدي كلارينيت وبوق وطبل وبيانو وأكورديون. كم عدد الآلات الموسيقية لدي؟,5
لدي موقد وطاولتان وثلاث محمصات وثلاجة ومصباح وميكروويف وثلاثة كراسي وسرير وسيارة وأريكة. كم عدد الأشياء التي أمتلكها؟,15
لدي أربع قرنبيط ، ثوم ، ملفوف ، بطاطس ، رأس بروكلي ، ثلاث بطاطا ، رأس خس ، بصل ، وجزر. كم عدد الخضروات لدي؟,14
لدي حلزون وكرسي وبطة وقطة ومحمصة وسمكة ودجاجة وفرنان وبقرة وفئران وأرنب. كم عدد الحيوانات لدي؟,9
لدي توت ، برقوق ، فراولة ، عنب ، موزة ، بلاك بيري ، وتفاحة. كم عدد الفاكهة لدي؟,7
لدي تفاحة ، واثنان من التوت الأسود. كم عدد الفاكهة لدي؟,3
لدي رأس خس وثلاثة رؤوس من البروكلي وجزرة. كم عدد الخضروات لدي؟,5
لدي كمان ، بيانو ، طبلة ، مزماران ، ترومبون ، أكورديون ، بوق ، عنزة ، وكلارينيت. كم عدد الآلات الموسيقية لدي؟,10
لدي مصباحان ، واثنين من أفران الميكروويف. كم عدد الأشياء التي أمتلكها؟,4
لدي عنب ، وبرقوق ، واثنان من التوت الأسود ، وتوت العليق ، وموزة. كم عدد الفاكهة لدي؟,6
لدي بطاطا ، ساق كرفس ، بطاطس ، ملفوف ، قرنبيط ، بصل ، رأس خس ، رأس قرنبيط ، جزر ، وثوم. كم عدد الخضروات لدي؟,11
لدي محمصة وموقد ومصباح وطاولة. كم عدد الأشياء التي أمتلكها؟,4
لدي موقد وميكروويف وأريكة ومصباح وكرسي وفرن وثلاجة وثلاثة أسرة. كم عدد الأشياء التي أمتلكها؟,10
لدي رأسان من البروكلي ، وملفوف ، ورأس خس ، وبطاطا ، وبصل ، وساق من الكرفس ، وبطاطس ، وأربعة ثوم ، وقرنبيط. كم عدد الخضروات لدي؟,13
لدي كلب وفأر ومحمصة وطاولة. كم عدد الحيوانات لدي؟,2
لدي حلزون ، وكلب ، وثلاث قطط ، وسمكة ، ودجاجتان ، وحمار ، وأربعة أرانب ، وبقرة ، وثعبان ، وبطة. كم عدد الحيوانات لدي؟,17
لدي ثلاثة مزامير ، وترومبون ، واثنين من البيانو ، وأكورديون ، وبوق. كم عدد الآلات الموسيقية لدي؟,8
