مدخل,هدف
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يبيع حامل فواكه خمس فواكه: كيوي ، إجاص ، خوخ ، إسكدن ، وتفاح. الكوات أغلى من الكيوي. الكمثرى أغلى من الخوخ. التفاح أغلى من إسكدنيا. التفاح أرخص من الخوخ.
خيارات:
(أ) الكيوي هو ثاني أرخص
(ب) الكمثرى هي ثاني أرخص
(ج) الدراق هو ثاني أرخص
(د) اسكواش هي ثاني أرخص
(هـ) التفاح هو ثاني أرخص",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يبيع كشك فواكه خمس فواكه: برتقال ، شمام ، خوخ ، إسكدن ، وكيوي. الخوخ أغلى من البرتقال. الكنتالوب أغلى من الخوخ. الكيوي هو ثالث أغلى ثمناً. اسكواش هي ثاني أرخص.
خيارات:
(أ) البرتقال أغلى ثمناً
(ب) الكنتالوب هو الأغلى
(ج) الخوخ هو الأغلى
(د) اسكواش هي الأغلى
(هـ) الكيوي أغلى ثمنا",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يوجد على الرف خمسة كتب: كتاب بني ، وكتاب أصفر ، وكتاب برتقالي ، وكتاب أخضر ، وكتاب رمادي. الكتاب الأخضر على يسار الكتاب الرمادي. الكتاب البني هو الثالث من اليسار. الكتاب الرمادي هو الثاني من اليمين. الكتاب الأصفر على يسار الكتاب الأخضر.
خيارات:
(أ) الكتاب البني هو الثالث من اليسار
(ب) الكتاب الأصفر هو الثالث من اليسار
(ج) والكتاب البرتقالي هو الثالث من اليسار
(د) الكتاب الأخضر هو الثالث من اليسار
(هـ) الكتاب الرمادي هو الثالث من اليسار",(أ)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: Ada و Eli و Amy و Joe و Mel. انتهى Ada فوق Eli. أنهت ايمي أسفل ميل. احتلت آدا المركز الثاني. انتهى ميل أسفل إيلي.
خيارات:
(أ) احتلت آدا المركز الأول
(ب) إيلي حصل على المركز الأول
(ج) إيمي احتلت المركز الأول
(د) احتل جو المركز الأول
(E) حصل ميل على المركز الأول",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يبيع كشك فواكه خمس فواكه: بطيخ ، برتقال ، إسكدنيا ، برقوق ، وكيوي. الخوخ أرخص من الكيوي. الخوخ أغلى من البطيخ. الكوات أغلى من الكيوي. البرتقال أغلى ثمناً.
خيارات:
(أ) البطيخ أرخص
(ب) البرتقال أرخص
(ج) الكوات هي الأرخص
(د) الخوخ أرخص
(هـ) الكيوي أرخص",(أ)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يوجد على الرف خمسة كتب: كتاب أصفر ، وكتاب رمادي ، وكتاب أحمر ، وكتاب أسود ، وكتاب أبيض. الكتاب الرمادي على يسار الكتاب الأصفر. الكتاب الأبيض على يسار الكتاب الأحمر. الكتاب الأسود على يمين الكتاب الأحمر. الكتاب الأسود على يسار الكتاب الرمادي.
خيارات:
(أ) الكتاب الأصفر هو أقصى اليمين
(ب) الكتاب الرمادي هو أقصى اليمين
(ج) الكتاب الأحمر هو أقصى اليمين
(د) الكتاب الأسود هو أقصى اليمين
(هـ) الكتاب الأبيض هو أقصى اليمين",(أ)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في معرض السيارات العتيقة ، هناك خمس سيارات: هاتشباك ، وسيارة مكشوفة ، وجرار ، وشاحنة ، وسيارة ليموزين. الجرار أحدث من هاتشباك. الليموزين هي ثاني أحدث سيارة. الشاحنة أقدم من هاتشباك. السيارة القابلة للتحويل هي ثاني أقدمها.
خيارات:
(أ) هاتشباك هي ثاني أقدم
(ب) السيارة القابلة للتحويل هي ثاني أقدمها
(ج) الجرار هو ثاني أقدم الجرار
(د) الشاحنة هي الأقدم
(هـ) الليموزين هي ثاني أقدم سيارة",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. على الغصن خمسة طيور: سمَّان ، بومة ، غراب ، صقر ، وروبن. البومة في أقصى اليسار. روبن على يسار الغراب. السمان هو أقصى اليمين. الغراب هو الثالث من اليسار.
خيارات:
(أ) السمان هو الثاني من اليمين
(ب) البومة هي الثانية من اليمين
(ج) الغراب هو الثاني من جهة اليمين
(د) الصقر هو الثاني من اليمين
(ه) روبن هو الثاني من اليمين",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: ميل ودان وإيمي وجو وحواء. أنهت ايمي أسفل دان. انتهى ميل أولاً. انتهى جو فوق دان. انتهت Eve في النهاية.
خيارات:
(A) احتل ميل المركز الأول
(ب) احتل دان المركز الأول
(ج) إيمي احتلت المركز الأول
(د) احتل جو المركز الأول
(هـ) احتلت حواء المركز الأول",(أ)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: روب ، إيمي ، جو ، إيف ، ودان. انتهى روب أسفل دان. احتل جو المركز الثاني. انتهى جو فوق حواء. انتهت حواء فوق دان.
خيارات:
(أ) احتل روب المركز الثاني
(ب) احتلت ايمي المركز الثاني
(C) حل جو في المركز الثاني
(د) احتلت حواء المركز الثاني
(ه) حل دان في المركز الثاني",(ج)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يبيع كشك الفاكهة خمس فواكه: البطيخ والتفاح والمانجو والكمثرى والشمام. البطيخ أغلى من الكنتالوب. المانجو أقل تكلفة من الكمثرى. التفاح هو ثاني أرخص. البطيخ أرخص من المانجو.
خيارات:
(ا) البطيخ هو ثاني أرخص
(ب) التفاح هو ثاني أرخص
(ج) المانجو هي ثاني أرخص
(د) الكمثرى هي ثاني أرخص
(ه) الكنتالوب هو ثاني أرخص",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في معرض السيارات العتيقة ، هناك خمس سيارات: شاحنة ، وعربة ستيشن ، ودراجة نارية ، وسيارة مكشوفة ، وهاتشباك. الشاحنة القابلة للتحويل أحدث من الشاحنة. عربة المحطة أحدث من هاتشباك. السيارة القابلة للتحويل أقدم من هاتشباك. عربة المحطة هي ثاني أحدث عربة.
خيارات:
(أ) الشاحنة هي الأحدث
(ب) عربة المحطة هي الأحدث
(ج) الدراجة النارية هي الأحدث
(د) السيارة القابلة للتحويل هي الأحدث
(ه) هاتشباك هي الأحدث",(ج)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: آنا وروب وإيمي ودان وجو. انتهى روب أسفل دان. انتهى جو أسفل آنا. انتهى جو فوق إيمي. انتهى دان أسفل ايمي.
خيارات:
(أ) أنهت آنا آخر مرة
(ب) أنهى روب آخر مرة
(ج) ايمي أنهت في الماضي
(د) أنهى دان آخر مرة
(ه) أنهى جو آخر مرة",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في معرض السيارات العتيقة ، هناك خمس سيارات: حافلة ، وشاحنة ، ودراجة نارية ، وسيارة سيدان ، وهاتشباك. السيارة هي ثاني أقدم سيارة. هاتشباك أحدث من الدراجة النارية. الدراجة النارية أحدث من السيارة السيدان. هاتشباك أقدم من الشاحنة.
خيارات:
(أ) الحافلة هي الأقدم
(ب) الشاحنة هي الأقدم
(ج) الدراجة النارية هي الأقدم
(د) السيارة هي الأقدم
(ه) هاتشباك هي الأقدم",(أ)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يوجد على الرف خمسة كتب: كتاب أصفر ، وكتاب بني ، وكتاب رمادي ، وكتاب أسود ، وكتاب بنفسجي. الكتاب الأصفر على يمين الكتاب الأرجواني. الكتاب الأسود على يسار الكتاب الأرجواني. الكتاب الأسود هو الثالث من اليسار. الكتاب البني هو أقصى اليسار.
خيارات:
(أ) الكتاب الأصفر هو الثالث من اليسار
(ب) الكتاب البني هو الثالث من اليسار
(ج) الكتاب الرمادي هو الثالث من اليسار
(د) الكتاب الأسود هو الثالث من اليسار
(هـ) الكتاب الأرجواني هو الثالث من اليسار",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يبيع كشك فواكه خمس فواكه: بطيخ ، إسكدنيا ، إجاص ، برقوق ، وتفاح. الكمثرى هي ثاني أرخص. الكوات أغلى من الكمثرى. البرقوق هو ثاني أغلى. البطيخ هو الأغلى.
خيارات:
(أ) البطيخ هو ثالث أغلى
(ب) اسكواش هي ثالث أغلى
(ج) الكمثرى هي ثالث أغلى
(د) الخوخ هو ثالث أغلى
(هـ) التفاح هو ثالث أغلى",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: إيمي ، ميل ، روب ، جو ، وآدا. احتل جو المركز الثاني. انتهى جو تحت ايمي. انتهى ميل من المركز الثاني إلى الأخير. انتهى آدا في الماضي.
خيارات:
(أ) أنهت ايمي آخر مرة
(ب) انتهى ميل أخيرًا
(ج) أنهى روب آخر مرة
(D) أنهى جو آخر مرة
(هـ) أنهى آدا في المركز الأخير",(و)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: جو ، وحواء ، وميا ، وروب ، ودان. انتهى جو دون دان. حصل ميا على المركز الأول. انتهى دان أسفل روب. انتهت Eve فوق روب.
خيارات:
(أ) حل جو في المركز الثاني قبل الأخير
(ب) أنهت حواء المركز الثاني قبل الأخير
(C) حصل Mya على المركز الثاني قبل الأخير
(د) حصل روب على المركز الثاني قبل الأخير
(هـ) حل دان في المركز الثاني قبل الأخير",(و)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: إيمي ، ميل ، روب ، جو ، وآدا. احتل جو المركز الثاني. انتهى جو تحت ايمي. انتهى ميل من المركز الثاني إلى الأخير. انتهى آدا في الماضي.
خيارات:
(أ) إيمي احتلت المركز الأول
(ب) حصل ميل على المركز الأول
(C) حصل روب على المركز الأول
(د) احتل جو المركز الأول
(هـ) احتلت آدا المركز الأول",(أ)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: ميل ودان وإيمي وجو وحواء. أنهت ايمي أسفل دان. انتهى ميل أولاً. انتهى جو فوق دان. انتهت Eve في النهاية.
خيارات:
(A) احتل ميل المركز الثاني
(ب) حل دان في المركز الثاني
(ج) إيمي احتلت المركز الثاني
(د) حل جو في المركز الثاني
(هـ) أنهت حواء المركز الثاني",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. على فرع ، هناك خمسة طيور: السمان ، الطائر الطنان ، القيق الأزرق ، الصقر ، وروبن. روبن هو الثاني من اليسار. السمان هو أقصى اليسار. القيق الأزرق على يسار الطائر الطنان. الصقر هو الثالث من اليسار.
خيارات:
(أ) السمان هو أقصى اليمين
(ب) الطائر الطنان هو أقصى اليمين
(ج) القيق الأزرق هو أقصى اليمين
(د) الصقر هو أقصى اليمين
(ه) روبن هو أقصى اليمين",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. على الغصن خمسة طيور: سمَّان ، بومة ، غراب ، صقر ، وروبن. البومة في أقصى اليسار. روبن على يسار الغراب. السمان هو أقصى اليمين. الغراب هو الثالث من اليسار.
خيارات:
(ا) السمان هو الثالث من اليسار
(ب) البومة هي الثالثة من اليسار
(ج) الغراب هو الثالث من اليسار
(د) الصقر هو الثالث من اليسار
(ه) روبن هو الثالث من اليسار",(ج)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: دان ، وميل ، وآنا ، وإيلي ، وروب. انتهى روب فوق ميل. احتل ميل المركز الثاني. أنهت أنا فوق إيلي. انتهى دان أخيرًا.
خيارات:
(أ) حل دان في المركز الثاني قبل الأخير
(ب) أنهى ميل المركز الثاني إلى الأخير
(ج) أنهت آنا المركز الثاني قبل الأخير
(د) إيلي أنهى المركز الثاني قبل الأخير
(هـ) أنهى روب المركز الثاني قبل الأخير",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يوجد على الرف خمسة كتب: كتاب رمادي ، وكتاب أحمر ، وكتاب أصفر ، وكتاب أزرق ، وكتاب برتقالي. الكتاب الرمادي على يمين الكتاب الأصفر. الكتاب البرتقالي على يمين الكتاب الأحمر. الكتاب الأزرق هو أقصى اليمين. الكتاب الرمادي على يسار الكتاب الأحمر.
خيارات:
(أ) الكتاب الرمادي هو الثاني من اليسار
(ب) الكتاب الأحمر هو الثاني من اليسار
(ج) الكتاب الأصفر هو الثاني من اليسار
(د) الكتاب الأزرق هو الثاني من اليسار
(هـ) الكتاب البرتقالي هو الثاني من اليسار",(أ)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في إحدى بطولات الجولف ، كان هناك خمسة لاعبي غولف: حواء ، وإيلي ، وجو ، وروب ، وميا. انتهى روب فوق ميا. أنهت Eve المركز الأول. انتهى جو فوق إيلي. انتهى جو أسفل ميا.
خيارات:
(أ) أنهت حواء المركز الثاني قبل الأخير
(ب) إيلي أنهى المركز الثاني قبل الأخير
(C) حل جو في المركز الثاني قبل الأخير
(د) حصل روب على المركز الثاني قبل الأخير
(E) حصل Mya على المركز الثاني قبل الأخير",(ج)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يوجد على الرف خمسة كتب: كتاب أخضر ، وكتاب أزرق ، وكتاب بني ، وكتاب رمادي ، وكتاب أحمر. الكتاب الأخضر على يسار الكتاب البني. الكتاب الرمادي على يسار الكتاب الأزرق. الكتاب الأخضر على يمين الكتاب الأزرق. الكتاب الأحمر هو أقصى اليسار.
خيارات:
(أ) الكتاب الأخضر هو الثاني من اليسار
(ب) الكتاب الأزرق هو الثاني من اليسار
(ج) والكتاب البني هو الثاني من اليسار
(د) الكتاب الرمادي هو الثاني من اليسار
(هـ) الكتاب الأحمر هو الثاني من اليسار",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يبيع كشك الفاكهة خمس فواكه: الكمثرى والمانجو والكيوي والبرتقال والخوخ. الخوخ أغلى من المانجو. البرتقال أغلى من الكيوي. الكمثرى هي الأغلى. المانجو أغلى من البرتقال.
خيارات:
(أ) الكمثرى أرخص
(ب) المانجو أرخص
(ج) الكيوي أرخص
(د) البرتقال أرخص
(هـ) الخوخ أرخص",(ج)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يوجد على الرف خمسة كتب: كتاب أسود ، وكتاب بنفسجي ، وكتاب أصفر ، وكتاب برتقالي ، وكتاب أحمر. الكتاب الأصفر هو أقصى اليمين. الكتاب الأسود على يسار الكتاب البرتقالي. الكتاب البرتقالي على يسار الكتاب الأرجواني. الكتاب الأسود هو الثاني من اليسار.
خيارات:
(أ) الكتاب الأسود هو الثاني من اليمين
(ب) الكتاب الأرجواني هو الثاني من اليمين
(ج) الكتاب الأصفر هو الثاني من اليمين
(د) الكتاب البرتقالي هو الثاني من اليمين
(هـ) الكتاب الأحمر هو الثاني من اليمين",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: جو ، وحواء ، وميا ، وروب ، ودان. انتهى جو دون دان. حصل ميا على المركز الأول. انتهى دان أسفل روب. انتهت Eve فوق روب.
خيارات:
(أ) حل جو في المركز الثالث
(ب) احتلت حواء المركز الثالث
(ج) حصل ميا على المركز الثالث
(د) حصل روب على المركز الثالث
(ه) حل دان في المركز الثالث",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. على فرع ، هناك خمسة طيور: بومة ، كاردينال ، روبن ، طائر طنان ، وغراب. الطائر الطنان على يسار البومة. الطائر الطنان على يمين الكاردينال. الغراب على يسار روبن. البومة على يسار الغراب.
خيارات:
(ا) البومة هي الثانية من اليسار
(ب) الكاردينال هو الثاني من اليسار
(ج) روبن هو الثاني من اليسار
(د) الطائر الطنان هو الثاني من اليسار
(هـ) الغراب هو الثاني من اليسار",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في معرض السيارات العتيقة ، هناك خمس سيارات: هاتشباك ، وسيارة مكشوفة ، وجرار ، وشاحنة ، وسيارة ليموزين. الجرار أحدث من هاتشباك. الليموزين هي ثاني أحدث سيارة. الشاحنة أقدم من هاتشباك. السيارة القابلة للتحويل هي ثاني أقدمها.
خيارات:
(أ) هاتشباك هي الأقدم
(ب) السيارة القابلة للتحويل هي الأقدم
(ج) الجرار هو الأقدم
(د) الشاحنة هي الأقدم
(هـ) الليموزين هو الأقدم",(د)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. في بطولة الجولف ، كان هناك خمسة لاعبي غولف: Ada و Eli و Amy و Joe و Mel. انتهى Ada فوق Eli. أنهت ايمي أسفل ميل. احتلت آدا المركز الثاني. انتهى ميل أسفل إيلي.
خيارات:
(أ) احتلت آدا المركز الثالث
(ب) إيلي حصل على المركز الثالث
(ج) إيمي احتلت المركز الثالث
(د) حل جو في المركز الثالث
(E) حل ميل في المركز الثالث",(ب)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. على فرع ، هناك خمسة طيور: بومة ، كاردينال ، روبن ، طائر طنان ، وغراب. الطائر الطنان على يسار البومة. الطائر الطنان على يمين الكاردينال. الغراب على يسار روبن. البومة على يسار الغراب.
خيارات:
(أ) البومة هي أقصى اليمين
(ب) الكاردينال هو أقصى اليمين
(ج) روبن هو أقصى اليمين
(د) الطائر الطنان هو أقصى اليمين
(هـ) الغراب هو أقصى اليمين",(ج)
"تصف كل من الفقرات التالية مجموعة من خمسة عناصر مرتبة بترتيب ثابت. البيانات متسقة منطقيًا داخل كل فقرة. يوجد على الغصن خمسة طيور: بومة وغراب وغراب وروبن وكاردينال. الغراب على يمين البومة. الغراب هو الثاني من اليسار. روبن على يسار الغراب. روبن هو الثاني من اليمين.
خيارات:
(أ) البومة هي الثالثة من اليسار
(ب) الغراب هو الثالث من اليسار
(ج) الغراب هو الثالث من اليسار
(د) روبن هو الثالث من اليسار
(هـ) الكاردينال هو الثالث من اليسار",(و)
