مدخل,هدف
"اليوم ، ذهبت سارة إلى متجر الملابس. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت سارة في التاسعة صباحًا.
رأى ويليام سارة تشتري دراجة من متجر الدراجات من الساعة 9 صباحًا حتى 12 ظهرًا.
رأت إميلي سارة تنتظر في المطار من الساعة 12 ظهرًا حتى 1 ظهرًا.
رأت جينيفر سارة تلتقط صوراً بالقرب من برج إيفل من الساعة 2 مساءً إلى 5 مساءً.
رأى جيسون سارة تقود سيارتها إلى الحديقة المائية من الساعة 5 مساءً حتى 6 مساءً.
تم إغلاق متجر الملابس بعد الساعة 6 مساءً.
في أي وقت كانت سارة تذهب إلى متجر الملابس؟
خيارات:
(أ) من 1 مساءً إلى 2 مساءً
(ب) من 5 مساءً إلى 6 مساءً
(ج) من الساعة 9 صباحًا حتى الساعة 12 ظهرًا
(د) من ١٢ ظهرًا إلى ١ ظهرًا",(أ)
"اليوم ، ذهب ريتشارد إلى فصل الفيزياء. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظ ريتشارد في السابعة صباحًا.
رأى ديفيد ريتشارد يقرأ في المكتبة من الساعة 10 صباحًا حتى 11 صباحًا.
رأت سامانثا ريتشارد جالسًا على سطح أحد المنازل من الساعة 11 صباحًا حتى 2 ظهرًا.
رأت آشلي ريتشارد يعمل في المكتب من الساعة 2 مساءً حتى 4 مساءً.
رأت هانا أن ريتشارد يصلح جهاز الكمبيوتر في المتجر الإلكتروني من الساعة 4 مساءً حتى 8 مساءً.
تم إغلاق فصل الفيزياء بعد الساعة 8 مساءً.
ما بين الأوقات التي كان يمكن لريتشارد أن يذهب فيها إلى فصل الفيزياء؟
خيارات:
(أ) من السابعة صباحًا حتى العاشرة صباحًا
(ب) من 2 مساءً إلى 4 مساءً
(ج) من 11 صباحًا إلى 2 مساءً
(د) من 4 مساءً إلى 8 مساءً",(أ)
"اليوم ، ذهبت هانا إلى الحديقة. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت هانا في الساعة 11 صباحًا.
رأى مايكل هانا وهي تتناول القهوة في المقهى من الساعة 11 صباحًا حتى 3 مساءً.
رأى جيمس هانا تشتري الملابس في المركز التجاري من الساعة 3 مساءً حتى 4 مساءً.
رأت هانا أن هانا تمشي في الحديقة من الساعة 6 مساءً حتى 8 مساءً.
رأت ليزا هانا جالسة على سطح من الساعة 8 مساءً حتى 9 مساءً.
رأت تيفاني هانا تنتظر في محطة القطار من الساعة 9 مساءً حتى 10 مساءً.
تم إغلاق الحديقة بعد الساعة 10 مساءً.
بين أي وقت يمكن أن تذهب هانا إلى الحديقة؟
خيارات:
(أ) من 4 مساءً إلى 6 مساءً
(ب) من 6 مساءً إلى 8 مساءً
(ج) من 8 مساءً إلى 9 مساءً
(د) من 3 مساءً إلى 4 مساءً",(أ)
"اليوم ، ذهبت بيتي إلى المعرض الفني. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت بيتي في الساعة 8 صباحًا.
رأت إليزابيث أن بيتي تشتري الغداء في مطعم ديلي من الساعة الثامنة صباحًا حتى العاشرة صباحًا.
شاهدت تيفاني بيتي وهي تصلح جهاز الكمبيوتر الخاص بها في المتجر الإلكتروني من الساعة 10 صباحًا حتى 1 ظهرًا.
شاهدت سوزان بيتي تلتقط صورًا بالقرب من برج إيفل من الساعة 1 مساءً إلى 2 مساءً.
رأت بيتي أن بيتي تحضر القهوة في المقهى من الساعة 7 مساءً حتى 10 مساءً.
تم إغلاق المعرض الفني بعد الساعة 10 مساءً.
ما بين الأوقات التي كان من الممكن أن تذهب بيتي فيها إلى المعرض الفني؟
خيارات:
(أ) من 2 مساءً إلى 7 مساءً
(ب) من 7 مساءً إلى 10 مساءً
(ج) من الساعة 8 صباحًا حتى الساعة 10 صباحًا
(د) من 1 مساءً إلى 2 مساءً",(أ)
"اليوم ، ذهبت ليزلي إلى متجر الملابس. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت ليزلي في الخامسة صباحًا.
رأى ريتشارد ليزلي تشتري هاتفًا من متجر الإلكترونيات من الخامسة صباحًا إلى السابعة صباحًا.
رأى جيسون ليزلي تنتظر في المطار من الساعة 11 صباحًا حتى 6 مساءً.
رأى ديفيد ليزلي تحضر الفصل في المدرسة من 6 مساءً إلى 10 مساءً.
تم إغلاق متجر الملابس بعد الساعة 10 مساءً.
ما بين الأوقات التي كان من الممكن أن تذهب ليزلي إلى متجر الملابس؟
خيارات:
(أ) من 11 صباحًا إلى 6 مساءً
(ب) من 5 صباحًا إلى 7 صباحًا
(ج) من 7 صباحًا إلى 11 صباحًا
(د) من 6 مساءً إلى 10 مساءً",(ج)
"اليوم ، ذهب شون إلى قاعة الأوركسترا. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظ شون في الخامسة صباحًا.
رأت سارة أن شون يصلح جهاز الكمبيوتر في المتجر الإلكتروني من الخامسة صباحًا إلى السادسة صباحًا.
رأت آشلي شون يشتري الملابس في المركز التجاري من الساعة 6 صباحًا حتى 7 صباحًا.
رأت جيسيكا شون جالسًا على سطح من الساعة 7 صباحًا حتى 9 صباحًا.
رأى ستيفن شون يسير باتجاه تمثال الحرية من الساعة 5 مساءً إلى 8 مساءً.
رأى مايكل شون يقرأ في المكتبة من الساعة 8 مساءً حتى 9 مساءً.
تم إغلاق قاعة الأوركسترا بعد الساعة 9 مساءً.
بين أي وقت كان يمكن أن يذهب شون إلى قاعة الأوركسترا؟
خيارات:
(أ) من 9 صباحًا إلى 5 مساءً
(ب) من 5 صباحًا إلى 6 صباحًا
(ج) من 6 صباحًا إلى 7 صباحًا
(د) من 8 مساءً إلى 9 مساءً",(أ)
"اليوم ، ذهبت جيسيكا إلى ملعب كرة السلة. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت جيسيكا في الخامسة صباحًا.
رأى مايكل أن جيسيكا تشتري الملابس في المركز التجاري من الساعة 5 صباحًا حتى 6 صباحًا.
رأى ستيفن أن جيسيكا تشتري دراجة من متجر الدراجات من الساعة 6 صباحًا حتى 7 صباحًا.
رأى شون جيسيكا تنتظر في محطة القطار من الساعة 7 صباحًا حتى 2 مساءً.
شاهدت إليزابيث جيسيكا تلتقط صورًا بالقرب من برج إيفل من الساعة 2 مساءً حتى 6 مساءً.
شاهدت سارة جيسيكا تسير نحو تمثال الحرية من الساعة 6 مساءً حتى 9 مساءً.
تم إغلاق ملعب كرة السلة بعد الساعة 10 مساءً.
في أي وقت كان يمكن لجيسيكا الذهاب إلى ملعب كرة السلة؟
خيارات:
(أ) من 6 مساءً إلى 9 مساءً
(ب) من 5 صباحًا إلى 6 صباحًا
(ج) من 9 مساءً إلى 10 مساءً
(د) من 2 مساءً إلى 6 مساءً",(ج)
"اليوم ، ذهبت جيسيكا إلى الشاطئ. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت جيسيكا في الخامسة صباحًا.
رأت إميلي جيسيكا وهي تتمدد في استوديو لليوغا من الخامسة صباحًا حتى الثامنة صباحًا.
رأى توماس جيسيكا تلتقط صورًا بالقرب من برج إيفل من الساعة الثامنة صباحًا حتى التاسعة صباحًا.
رأى ريتشارد جيسيكا تُصلح جهاز الكمبيوتر في المتجر الإلكتروني من الساعة 12 ظهرًا حتى الساعة 3 مساءً.
شاهدت كيمبرلي جيسيكا وهي تشاهد فيلمًا في المسرح من الساعة 3 مساءً حتى 7 مساءً.
شاهدت سارة جيسيكا تقود سيارتها إلى الحديقة المائية من الساعة 7 مساءً حتى الساعة 10 مساءً.
تم إغلاق الشاطئ بعد الساعة 10 مساءً.
بين أي وقت يمكن أن تذهب جيسيكا إلى الشاطئ؟
خيارات:
(أ) من 8 صباحًا إلى 9 صباحًا
(ب) من 12 ظهرًا إلى 3 مساءً
(ج) من الساعة 9 صباحًا حتى الساعة 12 ظهرًا
(د) من 5 صباحًا إلى 8 صباحًا",(ج)
"اليوم ، ذهبت ليزا إلى ملعب كرة القدم. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت ليزا في السادسة صباحًا.
رأت إميلي ليزا تنتظر في المطار من الساعة الثامنة صباحًا حتى العاشرة صباحًا.
رأى ديفيد ليزا تحضر الفصل في المدرسة من الساعة 10 صباحًا حتى 1 ظهرًا.
رأت ليندا أن ليزا تُصلح جهاز الكمبيوتر الخاص بها في المتجر الإلكتروني من الساعة الواحدة ظهرًا حتى الثالثة مساءً.
رأت هانا ليزا وهي تحضر القهوة في المقهى من الثالثة مساءً حتى الثامنة مساءً.
رأى ويليام ليزا تشتري الملابس في المركز التجاري من الساعة 8 مساءً إلى 10 مساءً.
تم إغلاق ملعب كرة القدم بعد الساعة 10 مساءً.
بين أي وقت يمكن أن تذهب ليزا إلى ملعب كرة القدم؟
خيارات:
(أ) من 1 مساءً إلى 3 مساءً
(ب) من 6 صباحًا إلى 8 صباحًا
(ج) من 10 صباحًا إلى 1 مساءً
(د) من 8 مساءً إلى 10 مساءً",(ب)
"اليوم ، ذهبت أشلي إلى المكتبة. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت أشلي في الخامسة صباحًا.
رأى جيسون آشلي وهي تشتري الغداء في مطعم ديلي من الساعة 11 صباحًا حتى 1 ظهرًا.
رأت إميلي آشلي يقود سيارته إلى الحديقة المائية من الساعة 1 مساءً إلى 3 مساءً.
شاهدت كيمبرلي آشلي وهي تتمدد في استوديو لليوغا من الساعة 3 مساءً حتى 6 مساءً.
تم إغلاق المكتبة بعد الساعة 6 مساءً.
بين أي وقت كان يمكن أن يذهب آشلي إلى المكتبة؟
خيارات:
(أ) من 1 مساءً إلى 3 مساءً
(ب) من 11 صباحًا إلى 1 مساءً
(ج) من 3 مساءً إلى 6 مساءً
(د) من 5 صباحًا إلى 11 صباحًا",(د)
"اليوم ، ذهبت تيفاني إلى السوق. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت تيفاني في السادسة صباحًا.
رأت سارة تيفاني تقرأ في المكتبة من الساعة 6 صباحًا حتى 9 صباحًا.
شاهدت بيتي تيفاني تقود سيارتها إلى الحديقة المائية من الساعة 9 صباحًا حتى 10 صباحًا.
رأت ليندا أن تيفاني تشتري هاتفًا من متجر الإلكترونيات من الساعة 12 ظهرًا حتى 6 مساءً.
شاهدت ماري تيفاني وهي تعمل في صالة الألعاب الرياضية من الساعة 6 مساءً حتى الساعة 10 مساءً.
تم إغلاق السوق بعد الساعة 10 مساءً.
بين أي وقت كان يمكن أن تذهب تيفاني إلى السوق؟
خيارات:
(أ) من 6 صباحًا إلى 9 صباحًا
(ب) من 10 صباحًا إلى 12 مساءً
(ج) من 6 مساءً إلى 10 مساءً
(د) من 12 م إلى 6 م",(ب)
"اليوم ، ذهبت بيتي إلى المكتبة. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت بيتي في الساعة 8 صباحًا.
رأت نانسي بيتي تنتظر في المطار من الساعة الثامنة صباحًا حتى العاشرة صباحًا.
رأت تيفاني أن بيتي تتمدد في استوديو لليوغا من الساعة 10 صباحًا حتى 2 مساءً.
رأى جيمس بيتي تقرأ في المكتبة من الساعة 2 مساءً حتى 4 مساءً.
رأى ستيفن بيتي تشتري دراجة من متجر الدراجات من الساعة 4 مساءً إلى 5 مساءً.
شاهدت ماري بيتي تلتقط صورًا بالقرب من برج بيزا المائل من الساعة 5 مساءً إلى 6 مساءً.
تم إغلاق المكتبة بعد الساعة 8 مساءً.
بين أي وقت يمكن أن تذهب بيتي إلى المكتبة؟
خيارات:
(أ) من 2 مساءً إلى 4 مساءً
(ب) من 10 صباحًا إلى 2 مساءً
(ج) من الساعة 8 صباحًا حتى الساعة 10 صباحًا
(د) من 6 مساءً إلى 8 مساءً",(د)
"اليوم ، ذهبت ليندا إلى الشاطئ. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت ليندا في الساعة 10 صباحًا.
رأت إليزابيث ليندا تنتظر في محطة القطار من الساعة 10 صباحًا حتى الساعة 12 ظهرًا.
رأى ديفيد ليندا تعمل في المكتب من 2 مساءً إلى 4 مساءً.
رأت سارة ليندا تنتظر في المطار من الساعة 4 مساءً حتى 5 مساءً.
شاهدت أشلي ليندا تحضر الفصل في المدرسة من الساعة 5 مساءً حتى 9 مساءً.
شاهدت بيتي ليندا تمشي في الحديقة من الساعة 9 مساءً حتى الساعة 10 مساءً.
تم إغلاق الشاطئ بعد الساعة 10 مساءً.
بين أي وقت يمكن أن تذهب ليندا إلى الشاطئ؟
خيارات:
(أ) من 12 ظهرًا إلى 2 مساءً
(ب) من 10 صباحًا إلى 12 مساءً
(ج) من 2 مساءً إلى 4 مساءً
(د) من 4 مساءً إلى 5 مساءً",(أ)
"اليوم ، ذهب ويليام إلى استوديو الفن. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظ ويليام في السادسة صباحًا.
رأى ويليام ويليام وهو يتدرب في صالة الألعاب الرياضية من الساعة 6 صباحًا حتى 7 صباحًا.
رأى شون ويليام يلتقط صورًا بالقرب من برج إيفل من الساعة 9 صباحًا حتى 12 ظهرًا.
رأت سوزان ويليام يعمل في المكتب من الساعة 12 ظهرًا حتى الساعة 8 مساءً.
رأت نانسي ويليام وهو يشتري دراجة من متجر الدراجات من الساعة 8 مساءً إلى 10 مساءً.
تم إغلاق الاستوديو الفني بعد الساعة 10 مساءً.
بين أي وقت كان يمكن أن يذهب ويليام إلى استوديو الفن؟
خيارات:
(أ) من 8 مساءً إلى 10 مساءً
(ب) من الساعة 9 صباحًا حتى الساعة 12 ظهرًا
(ج) من 6 صباحًا إلى 7 صباحًا
(د) من 7 صباحًا إلى 9 صباحًا",(د)
"اليوم ، ذهب أندرو إلى استوديو الفن. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظ أندرو في الثامنة صباحًا.
رأى ريتشارد أندرو يشتري هاتفًا من متجر الإلكترونيات من الساعة الثامنة صباحًا حتى العاشرة صباحًا.
رأت سامانثا أندرو يُصلح جهاز الكمبيوتر في المتجر الإلكتروني من الساعة 10 صباحًا حتى 2 مساءً.
رأى مايكل أندرو يقرأ في المكتبة من الثالثة مساءً حتى الرابعة مساءً.
شاهدت سارة أندرو يشتري الغداء في مطعم ديلي من الساعة 4 مساءً حتى 6 مساءً.
تم إغلاق الاستوديو الفني بعد الساعة 6 مساءً.
بين أي وقت كان يمكن أن يذهب أندرو إلى استوديو الفن؟
خيارات:
(أ) من 8 صباحًا إلى 10 صباحًا
(ب) من 2 مساءً إلى 3 مساءً
(ج) من 4 مساءً إلى 6 مساءً
(د) من 3 مساءً إلى 4 مساءً",(ب)
"اليوم ، ذهب شون إلى ملعب كرة السلة. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظ شون في الخامسة صباحًا.
رأى جيمس شون يشاهد فيلمًا في المسرح من الساعة 5 صباحًا حتى 6 صباحًا.
رأى ديفيد شون يشتري ملفات تعريف الارتباط في أحد المخابز من الساعة 6 صباحًا حتى 7 صباحًا.
رأت سارة أن شون يتدرب في صالة الألعاب الرياضية من الساعة 7 صباحًا حتى 9 صباحًا.
رأى ويليام شون يحضر الفصل في المدرسة من 11 صباحًا إلى 2 مساءً.
رأى ريتشارد شون يلتقط صورًا بالقرب من برج بيزا المائل من الساعة 2 مساءً إلى 4 مساءً.
تم إغلاق ملعب كرة السلة بعد الساعة 4 مساءً.
بين أي وقت كان يمكن أن يذهب شون إلى ملعب كرة السلة؟
خيارات:
(أ) من 9 صباحًا إلى 11 صباحًا
(ب) من 2 مساءً إلى 4 مساءً
(ج) من 6 صباحًا إلى 7 صباحًا
(د) من 11 صباحًا إلى 2 مساءً",(أ)
"اليوم ذهب ديفيد إلى محطة الوقود. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظ ديفيد في السابعة صباحًا.
رأى مايكل ديفيد ينتظر في محطة القطار من الساعة 7 صباحًا حتى الساعة 12 ظهرًا.
رأى توماس ديفيد جالسًا على سطح من الساعة 12 ظهرًا حتى 2 ظهرًا.
رأت تيفاني ديفيد وهو يتناول القهوة في المقهى من الساعة 2 مساءً حتى 3 مساءً.
رأى جيمس ديفيد يصلح جهاز الكمبيوتر في المتجر الإلكتروني من الساعة 3 مساءً حتى 5 مساءً.
رأى مارك ديفيد يقرأ في المكتبة من الساعة 5 مساءً حتى 6 مساءً.
تم إغلاق محطة الوقود بعد الساعة 8 مساءً.
بين أي وقت كان يمكن أن يذهب ديفيد إلى محطة الوقود؟
خيارات:
(أ) من 2 مساءً إلى 3 مساءً
(ب) من 6 مساءً إلى 8 مساءً
(ج) من 5 مساءً إلى 6 مساءً
(د) من الساعة 7 صباحًا حتى الساعة 12 ظهرًا",(ب)
"اليوم ، ذهبت سامانثا إلى المخبز. بين أي وقت يمكن أن يذهبوا؟
نحن نعرف ذلك:
استيقظت سامانثا في الخامسة صباحًا.
رأت سارة أن سامانثا تشتري هاتفًا من متجر الإلكترونيات من الخامسة صباحًا إلى السادسة صباحًا.
رأى ريتشارد سامانثا تنتظر في المطار من الساعة 6 صباحًا حتى الساعة 12 ظهرًا.
رأى جون سامانثا تشتري الملابس في المركز التجاري من الساعة 12 ظهرًا حتى 2 ظهرًا.
رأى أنتوني سامانثا جالسة على سطح من 2 ظهرًا إلى 3 مساءً.
تم إغلاق المخبز بعد الساعة 9 مساءً.
بين أي وقت يمكن أن تذهب سامانثا إلى المخبز؟
خيارات:
(أ) من 6 صباحًا إلى 12 ظهرًا
(ب) من 2 مساءً إلى 3 مساءً
(ج) من 5 صباحًا إلى 6 صباحًا
(د) من 3 مساءً إلى 9 مساءً",(د)
