Eingang,Ziel
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Wollmispeln, Wassermelonen und Melonen. Die Wassermelonen sind die zweitteuersten. Die Wollmispeln sind teurer als die Melonen.
Optionen:
(A) Die Wollmispeln sind am teuersten
(B) Die Wassermelonen sind die teuersten
(C) Die Melonen sind die teuersten",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Mangos, Wassermelonen und Kiwis. Die Wassermelonen sind günstiger als die Kiwis. Die Kiwis sind die zweitteuersten.
Optionen:
(A) Die Mangos sind die teuersten
(B) Die Wassermelonen sind die teuersten
(C) Die Kiwis sind die teuersten",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen drei Bücher: ein blaues Buch, ein orangefarbenes Buch und ein rotes Buch. Das blaue Buch befindet sich ganz rechts. Das orangefarbene Buch befindet sich ganz links.
Optionen:
(A) Das blaue Buch befindet sich ganz rechts
(B) Das orangefarbene Buch befindet sich ganz rechts
(C) Das rote Buch befindet sich ganz rechts",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Ada, Mel und Mya. Mya landete hinter Ada. Mel landete vor Ada.
Optionen:
(A) Ada ist als Letzte fertig geworden
(B) Mel war Letzter
(C) Mya ist als Letzte fertig geworden",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Mel, Ada und Ana. Mel war Letzter. Ana wurde Zweite.
Optionen:
(A) Mel war als Letzte fertig
(B) Ada ist als Letzte fertig geworden
(C) Ana ist als Letzte fertig geworden",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Pflaumen, Äpfel und Wollmispeln. Am günstigsten sind die Wollmispeln. Die Pflaumen sind günstiger als die Äpfel.
Optionen:
(A) Die Pflaumen sind am billigsten
(B) Die Äpfel sind am billigsten
(C) Die Wollmispeln sind am billigsten",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen drei Bücher: ein schwarzes Buch, ein orangefarbenes Buch und ein blaues Buch. Das blaue Buch befindet sich rechts vom orangefarbenen Buch. Das orangefarbene Buch befindet sich rechts vom schwarzen Buch.
Optionen:
(A) Das schwarze Buch ist das zweite von links
(B) Das orangefarbene Buch ist das zweite von links
(C) Das blaue Buch ist das zweite von links",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einer Oldtimer-Show gibt es drei Fahrzeuge: ein Cabrio, ein Motorrad und einen Lastwagen. Das Motorrad ist neuer als das Cabrio. Das Cabrio ist neuer als der LKW.
Optionen:
(A) Das Cabrio ist das älteste
(B) Das Motorrad ist das älteste
(C) Der LKW ist der älteste",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Äpfel, Pfirsiche und Mangos. Die Mangos sind günstiger als die Pfirsiche. Die Äpfel sind günstiger als die Mangos.
Optionen:
(A) Die Äpfel sind am billigsten
(B) Die Pfirsiche sind am billigsten
(C) Die Mangos sind am billigsten",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Eve, Joe und Amy. Eve landete unterhalb von Amy. Eve landete vor Joe.
Optionen:
(A) Eve war als Erste fertig
(B) Joe war Erster
(C) Amy war als Erste fertig",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Eli, Mya und Eve. Eva endete unter Eli. Eve kam über Mya ins Ziel.
Optionen:
(A) Eli wurde Zweiter
(B) Mya wurde Zweite
(C) Eve wurde Zweite",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Pfirsiche, Birnen und Mangos. Die Mangos sind günstiger als die Pfirsiche. Die Mangos sind teurer als die Birnen.
Optionen:
(A) Die Pfirsiche sind die teuersten
(B) Die Birnen sind am teuersten
(C) Die Mangos sind die teuersten",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es drei Fahrzeuge: ein Fließheck, ein Cabrio und einen Traktor. Das Cabrio ist älter als der Traktor. Das Fließheck ist das zweitneueste.
Optionen:
(A) Das Fließheck ist das älteste
(B) Das Cabrio ist das älteste
(C) Der Traktor ist der älteste",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen drei Vögel: ein Kolibri, ein Blauhäher und ein Rabe. Der Blauhäher befindet sich rechts vom Kolibri. Der Rabe ist der zweite von links.
Optionen:
(A) Der Kolibri ist ganz rechts
(B) Der Blauhäher ist ganz rechts
(C) Der Rabe ist ganz rechts",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal stehen drei Bücher: ein lila Buch, ein rotes Buch und ein gelbes Buch. Das violette Buch befindet sich rechts vom gelben Buch. Das gelbe Buch befindet sich rechts vom roten Buch.
Optionen:
(A) Das violette Buch befindet sich ganz rechts
(B) Das rote Buch befindet sich ganz rechts
(C) Das gelbe Buch befindet sich ganz rechts",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Wassermelonen, Äpfel und Mangos. Die Äpfel sind günstiger als die Mangos. Die Mangos sind günstiger als die Wassermelonen.
Optionen:
(A) Die Wassermelonen sind die zweitteuersten
(B) Die Äpfel sind die zweitteuersten
(C) Die Mangos sind die zweitteuersten",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Amy, Dan und Mel. Mel landete vor Amy. Dan landete unterhalb von Amy.
Optionen:
(A) Amy war als Erste fertig
(B) Dan war Erster
(C) Mel war als Erster fertig",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es drei Fahrzeuge: ein Motorrad, einen Bus und einen Traktor. Das Motorrad ist das älteste. Der Bus ist neuer als der Traktor.
Optionen:
(A) Das Motorrad ist das zweitneueste
(B) Der Bus ist der zweitneueste
(C) Der Traktor ist der zweitneueste",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen drei Bücher: ein rotes Buch, ein blaues Buch und ein orangefarbenes Buch. Das rote Buch befindet sich links vom orangefarbenen Buch. Das orangefarbene Buch ist das zweite von links.
Optionen:
(A) Das rote Buch ist das zweite von links
(B) Das blaue Buch ist das zweite von links
(C) Das orangefarbene Buch ist das zweite von links",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es drei Fahrzeuge: ein Motorrad, einen Minivan und einen Traktor. Der Minivan ist älter als der Traktor. Der Minivan ist der zweitneueste.
Optionen:
(A) Das Motorrad ist das neueste
(B) Der Minivan ist der neueste
(C) Der Traktor ist der neueste",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einer Oldtimer-Show gibt es drei Fahrzeuge: einen Bus, eine Limousine und einen Lastwagen. Der LKW ist älter als der Bus. Der Bus ist älter als die Limousine.
Optionen:
(A) Der Bus ist der zweitneueste
(B) Die Limousine ist die zweitneueste
(C) Der LKW ist der zweitneueste",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Wollmispeln, Mangos und Äpfel. Die Mangos sind teurer als die Äpfel. Die Wollmispeln sind teurer als die Mangos.
Optionen:
(A) Die Wollmispeln sind am teuersten
(B) Die Mangos sind die teuersten
(C) Die Äpfel sind am teuersten",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen drei Vögel: ein Blauhäher, eine Wachtel und ein Falke. Der Falke steht rechts vom Blauhäher. Der Blauhäher befindet sich rechts von der Wachtel.
Optionen:
(A) Der Blauhäher ist ganz rechts
(B) Die Wachtel ist ganz rechts
(C) Der Falke ist ganz rechts",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen drei Vögel: ein Habicht, eine Krähe und ein Rabe. Der Rabe steht rechts vom Falken. Die Krähe ist ganz rechts.
Optionen:
(A) Der Falke ist der zweite von links
(B) Die Krähe ist die zweite von links
(C) Der Rabe ist der zweite von links",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen drei Bücher: ein braunes Buch, ein gelbes Buch und ein orangefarbenes Buch. Das gelbe Buch befindet sich ganz links. Das orangefarbene Buch befindet sich rechts vom braunen Buch.
Optionen:
(A) Das braune Buch befindet sich ganz links
(B) Das gelbe Buch befindet sich ganz links
(C) Das orangefarbene Buch befindet sich ganz links",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Wollmispeln, Mangos und Äpfel. Die Mangos sind teurer als die Äpfel. Die Wollmispeln sind teurer als die Mangos.
Optionen:
(A) Die Wollmispeln sind die zweitteuersten
(B) Die Mangos sind die zweitteuersten
(C) Die Äpfel sind die zweitteuersten",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Melonen, Orangen und Wassermelonen. Am teuersten sind die Orangen. Die Melonen sind teurer als die Wassermelonen.
Optionen:
(A) Die Melonen sind am billigsten
(B) Die Orangen sind am billigsten
(C) Die Wassermelonen sind am billigsten",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Äpfel, Pfirsiche und Wollmispeln. Die Wollmispeln sind günstiger als die Äpfel. Die Pfirsiche sind teurer als die Äpfel.
Optionen:
(A) Die Äpfel sind am teuersten
(B) Die Pfirsiche sind am teuersten
(C) Die Wollmispeln sind am teuersten",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen drei Vögel: eine Eule, eine Krähe und ein Kardinal. Die Krähe steht links von der Eule. Die Eule ist die zweite von links.
Optionen:
(A) Die Eule ist die zweite von links
(B) Die Krähe ist die zweite von links
(C) Der Kardinal ist der Zweite von links",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Orangen, Mangos und Pflaumen. Die Pflaumen sind günstiger als die Mangos. Die Orangen sind günstiger als die Pflaumen.
Optionen:
(A) Die Orangen sind die zweitteuersten
(B) Die Mangos sind die zweitteuersten
(C) Die Pflaumen sind die zweitteuersten",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen drei Vögel: eine Wachtel, eine Eule und ein Kolibri. Die Wachtel befindet sich links von der Eule. Die Eule befindet sich links vom Kolibri.
Optionen:
(A) Die Wachtel ist die zweite von links
(B) Die Eule ist die zweite von links
(C) Der Kolibri ist der zweite von links",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Orangen, Wassermelonen und Birnen. Die Orangen sind die zweitteuersten. Die Birnen sind teurer als die Wassermelonen.
Optionen:
(A) Die Orangen sind am teuersten
(B) Die Wassermelonen sind die teuersten
(C) Die Birnen sind die teuersten",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Ana, Mel und Ada. Ada landete vor Ana. Mel landete vor Ana.
Optionen:
(A) Ana war als Erste fertig
(B) Mel war als Erster fertig
(C) Ada war als Erste fertig",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es drei Fahrzeuge: eine Limousine, einen Traktor und einen Bus. Die Limousine ist älter als der Traktor. Der Bus ist älter als die Limousine.
Optionen:
(A) Die Limousine ist die zweitneueste
(B) Der Traktor ist der zweitneueste
(C) Der Bus ist der zweitneueste",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal stehen drei Bücher: ein grünes Buch, ein braunes Buch und ein orangefarbenes Buch. Das braune Buch befindet sich links vom orangefarbenen Buch. Das grüne Buch befindet sich links vom braunen Buch.
Optionen:
(A) Das grüne Buch ist das zweite von links
(B) Das braune Buch ist das zweite von links
(C) Das orangefarbene Buch ist das zweite von links",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen drei Bücher: ein orangefarbenes Buch, ein blaues Buch und ein gelbes Buch. Das orangefarbene Buch befindet sich links vom blauen Buch. Das gelbe Buch befindet sich rechts vom blauen Buch.
Optionen:
(A) Das orangefarbene Buch befindet sich ganz links
(B) Das blaue Buch befindet sich ganz links
(C) Das gelbe Buch befindet sich ganz links",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Orangen, Mangos und Pflaumen. Die Pflaumen sind günstiger als die Mangos. Die Orangen sind günstiger als die Pflaumen.
Optionen:
(A) Die Orangen sind am billigsten
(B) Die Mangos sind am billigsten
(C) Die Pflaumen sind am billigsten",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal stehen drei Bücher: ein graues Buch, ein lila Buch und ein rotes Buch. Das violette Buch befindet sich links vom roten Buch. Das graue Buch befindet sich links vom violetten Buch.
Optionen:
(A) Das graue Buch befindet sich ganz rechts
(B) Das violette Buch befindet sich ganz rechts
(C) Das rote Buch befindet sich ganz rechts",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es drei Fahrzeuge: ein Motorrad, einen Minivan und einen Traktor. Der Minivan ist älter als der Traktor. Der Minivan ist der zweitneueste.
Optionen:
(A) Das Motorrad ist das älteste
(B) Der Minivan ist der älteste
(C) Der Traktor ist der älteste",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen drei Vögel: ein Blauhäher, ein Kardinal und eine Wachtel. Der Kardinal steht rechts von der Wachtel. Die Wachtel befindet sich rechts vom Blauhäher.
Optionen:
(A) Der Blauhäher ist ganz rechts
(B) Der Kardinal steht ganz rechts
(C) Die Wachtel ist ganz rechts",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Amy, Eli und Eve. Eve landete vor Amy. Eli landete vor Amy.
Optionen:
(A) Amy wurde Zweite
(B) Eli wurde Zweiter
(C) Eve wurde Zweite",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen drei Golfer teil: Joe, Dan und Eve. Eve landete vor Dan. Dan landete vor Joe.
Optionen:
(A) Joe war als Erster fertig
(B) Dan war Erster
(C) Eve war als Erste fertig",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen drei Vögel: ein Blauhäher, eine Wachtel und ein Falke. Der Falke steht rechts vom Blauhäher. Der Blauhäher befindet sich rechts von der Wachtel.
Optionen:
(A) Der Blauhäher ist ganz links
(B) Die Wachtel ist ganz links
(C) Der Falke ist ganz links",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft drei Früchte: Wassermelonen, Äpfel und Mangos. Die Äpfel sind günstiger als die Mangos. Die Mangos sind günstiger als die Wassermelonen.
Optionen:
(A) Die Wassermelonen sind am billigsten
(B) Die Äpfel sind am billigsten
(C) Die Mangos sind am billigsten",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von drei Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es drei Fahrzeuge: ein Motorrad, einen Bus und einen Traktor. Das Motorrad ist das älteste. Der Bus ist neuer als der Traktor.
Optionen:
(A) Das Motorrad ist das neueste
(B) Der Bus ist der neueste
(C) Der Traktor ist der neueste",(B)
