Eingang,Ziel
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Obststand werden sieben Früchte verkauft: Mangos, Wassermelonen, Pfirsiche, Kiwis, Orangen, Melonen und Pflaumen. Die Wassermelonen sind am günstigsten. Die Pfirsiche sind teurer als die Mangos. Die Melonen sind die zweitteuersten. Die Orangen sind teurer als die Melonen. Die Pfirsiche sind günstiger als die Pflaumen. Die Kiwis sind die drittgünstigsten.
Optionen:
(A) Die Mangos sind die drittteuersten
(B) Die Wassermelonen sind die drittteuersten
(C) Die Pfirsiche sind die drittteuersten
(D) Die Kiwis sind die drittteuersten
(E) Die Orangen sind die drittteuersten
(F) Die Melonen sind die drittteuersten
(G) Die Pflaumen sind die drittteuersten",(G)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen sieben Bücher: ein braunes Buch, ein weißes Buch, ein schwarzes Buch, ein gelbes Buch, ein orangefarbenes Buch, ein blaues Buch und ein grünes Buch. Das gelbe Buch befindet sich ganz rechts. Das blaue Buch befindet sich links vom orangefarbenen Buch. Das grüne Buch befindet sich rechts vom weißen Buch. Das blaue Buch befindet sich rechts vom grünen Buch. Das schwarze Buch ist das vierte von links. Das braune Buch ist das dritte von rechts.
Optionen:
(A) Das braune Buch ist das vierte von links
(B) Das Weißbuch ist das vierte von links
(C) Das schwarze Buch ist das vierte von links
(D) Das gelbe Buch ist das vierte von links
(E) Das orangefarbene Buch ist das vierte von links
(F) Das blaue Buch ist das vierte von links
(G) Das grüne Buch ist das vierte von links",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen sieben Golfer teil: Joe, Dan, Ana, Mel, Ada, Eve und Amy. Eve landete vor Amy. Dan wurde Zweiter. Ada landete vor Ana. Ana wurde Drittletzte. Mel war Letzter. Amy wurde Dritte.
Optionen:
(A) Joe war Letzter
(B) Dan wurde Letzter
(C) Ana ist als Letzte fertig geworden
(D) Mel war Letzter
(E) Ada ist als Letzte fertig geworden
(F) Eve ist als Letzte fertig geworden
(G) Amy war als Letzte fertig",(D)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen sieben Vögel: ein Rabe, ein Kolibri, ein Rotkehlchen, eine Krähe, eine Wachtel, ein Blauhäher und ein Kardinal. Der Kolibri befindet sich links von der Krähe. Die Wachtel ist rechts von der Krähe. Der Rabe steht links vom Rotkehlchen. Der Blauhäher ist der Dritte von rechts. Der Kardinal steht ganz links. Der Kolibri ist der vierte von links.
Optionen:
(A) Der Rabe ist der Dritte von rechts
(B) Der Kolibri ist der dritte von rechts
(C) Das Rotkehlchen ist das dritte von rechts
(D) Die Krähe ist die dritte von rechts
(E) Die Wachtel ist die dritte von rechts
(F) Der Blauhäher ist der dritte von rechts
(G) Der Kardinal ist der Dritte von rechts",(F)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen sieben Vögel: ein Rabe, ein Kardinal, ein Falke, eine Eule, ein Blauhäher, eine Wachtel und ein Rotkehlchen. Die Eule ist die zweite von rechts. Der Kardinal ist der vierte von links. Der Falke steht links vom Blauhäher. Die Wachtel steht links vom Falken. Der Rabe ist der zweite von links. Das Rotkehlchen steht links von der Wachtel.
Optionen:
(A) Der Rabe ist der zweite von links
(B) Der Kardinal ist der Zweite von links
(C) Der Falke ist der zweite von links
(D) Die Eule ist die zweite von links
(E) Der Blauhäher ist der zweite von links
(F) Die Wachtel ist die zweite von links
(G) Das Rotkehlchen ist das zweite von links",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen sieben Bücher: ein schwarzes Buch, ein gelbes Buch, ein weißes Buch, ein graues Buch, ein lila Buch, ein orangefarbenes Buch und ein grünes Buch. Das grüne Buch befindet sich links vom grauen Buch. Das graue Buch ist das dritte von rechts. Das weiße Buch befindet sich ganz rechts. Das orangefarbene Buch ist das zweite von links. Das schwarze Buch befindet sich rechts vom gelben Buch. Das schwarze Buch ist das dritte von links.
Optionen:
(A) Das schwarze Buch ist das zweite von rechts
(B) Das gelbe Buch ist das zweite von rechts
(C) Das Weißbuch ist das zweite von rechts
(D) Das graue Buch ist das zweite von rechts
(E) Das lila Buch ist das zweite von rechts
(F) Das orangefarbene Buch ist das zweite von rechts
(G) Das Grünbuch ist das zweite von rechts",(UND)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Ein Obststand verkauft sieben Früchte: Pflaumen, Kiwis, Melonen, Birnen, Wassermelonen, Äpfel und Wollmispeln. Die Wassermelonen sind teurer als die Melonen. Die Äpfel sind günstiger als die Melonen. Die Wassermelonen sind die zweitteuersten. Die Wollmispeln sind günstiger als die Kiwis. Die Äpfel sind teurer als die Wollmispeln. Die Wollmispeln sind die drittbilligsten. Am günstigsten sind die Pflaumen.
Optionen:
(A) Die Pflaumen sind am teuersten
(B) Die Kiwis sind die teuersten
(C) Die Melonen sind die teuersten
(D) Die Birnen sind am teuersten
(E) Die Wassermelonen sind die teuersten
(F) Die Äpfel sind am teuersten
(G) Die Wollmispeln sind am teuersten",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal stehen sieben Bücher: ein grünes Buch, ein braunes Buch, ein weißes Buch, ein schwarzes Buch, ein orangefarbenes Buch, ein lila Buch und ein gelbes Buch. Das violette Buch befindet sich links vom gelben Buch. Das grüne Buch befindet sich links vom weißen Buch. Das braune Buch befindet sich rechts vom gelben Buch. Das Weißbuch ist das vierte von links. Das grüne Buch befindet sich rechts vom orangefarbenen Buch. Das schwarze Buch ist das zweite von links.
Optionen:
(A) Das grüne Buch befindet sich ganz links
(B) Das braune Buch ist ganz links
(C) Das weiße Buch befindet sich ganz links
(D) Das schwarze Buch befindet sich ganz links
(E) Das orangefarbene Buch befindet sich ganz links
(F) Das violette Buch befindet sich ganz links
(G) Das gelbe Buch ist ganz links",(UND)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es sieben Fahrzeuge: einen LKW, ein Fließheck, einen Minivan, einen Bus, einen Traktor, einen Kombi und ein Cabrio. Der Kombi ist der viertneueste. Der Minivan ist der drittneueste. Der Traktor ist der zweitälteste. Das Cabrio ist älter als der Kombi. Der LKW ist neuer als der Bus. Das Fließheck ist älter als das Cabrio.
Optionen:
(A) Der LKW ist der drittälteste
(B) Das Fließheck ist das drittälteste
(C) Der Minivan ist der drittälteste
(D) Der Bus ist der drittälteste
(E) Der Traktor ist der drittälteste
(F) Der Kombi ist der drittälteste
(G) Das Cabriolet ist das drittälteste",(G)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen sieben Bücher: ein schwarzes Buch, ein gelbes Buch, ein weißes Buch, ein graues Buch, ein lila Buch, ein orangefarbenes Buch und ein grünes Buch. Das grüne Buch befindet sich links vom grauen Buch. Das graue Buch ist das dritte von rechts. Das weiße Buch befindet sich ganz rechts. Das orangefarbene Buch ist das zweite von links. Das schwarze Buch befindet sich rechts vom gelben Buch. Das schwarze Buch ist das dritte von links.
Optionen:
(A) Das schwarze Buch ist das dritte von links
(B) Das gelbe Buch ist das dritte von links
(C) Das Weißbuch ist das dritte von links
(D) Das graue Buch ist das dritte von links
(E) Das lila Buch ist das dritte von links
(F) Das orangefarbene Buch ist das dritte von links
(G) Das grüne Buch ist das dritte von links",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen sieben Vögel: ein Rabe, ein Kardinal, ein Falke, eine Eule, ein Blauhäher, eine Wachtel und ein Rotkehlchen. Die Eule ist die zweite von rechts. Der Kardinal ist der vierte von links. Der Falke steht links vom Blauhäher. Die Wachtel steht links vom Falken. Der Rabe ist der zweite von links. Das Rotkehlchen steht links von der Wachtel.
Optionen:
(A) Der Rabe ist der zweite von rechts
(B) Der Kardinal ist der Zweite von rechts
(C) Der Falke ist der zweite von rechts
(D) Die Eule ist die zweite von rechts
(E) Der Blauhäher ist der zweite von rechts
(F) Die Wachtel ist die zweite von rechts
(G) Das Rotkehlchen ist das zweite von rechts",(D)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen sieben Vögel: ein Habicht, ein Kolibri, eine Wachtel, eine Eule, eine Krähe, ein Rotkehlchen und ein Kardinal. Der Kardinal ist der zweite von rechts. Der Falke ist ganz rechts. Die Eule befindet sich links vom Kolibri. Das Rotkehlchen steht links von der Wachtel. Die Eule befindet sich rechts von der Krähe. Das Rotkehlchen ist das vierte von links.
Optionen:
(A) Der Falke ist der dritte von rechts
(B) Der Kolibri ist der dritte von rechts
(C) Die Wachtel ist die dritte von rechts
(D) Die Eule ist die dritte von rechts
(E) Die Krähe ist die dritte von rechts
(F) Das Rotkehlchen ist das dritte von rechts
(G) Der Kardinal ist der Dritte von rechts",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen sieben Vögel: eine Eule, eine Krähe, ein Falke, ein Kardinal, ein Kolibri, eine Wachtel und ein Habicht. Der Falke steht links von der Krähe. Die Wachtel steht rechts vom Kardinal. Der Kolibri befindet sich rechts von der Wachtel. Der Falke ist der zweite von rechts. Der Kolibri befindet sich links vom Falken. Die Eule ist die Dritte von links.
Optionen:
(A) Die Eule ist die dritte von links
(B) Die Krähe ist die dritte von links
(C) Der Falke ist der Dritte von links
(D) Der Kardinal ist der Dritte von links
(E) Der Kolibri ist der dritte von links
(F) Die Wachtel ist die dritte von links
(G) Der Falke ist der Dritte von links",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Obststand werden sieben Früchte verkauft: Wassermelonen, Mangos, Kiwis, Birnen, Melonen, Orangen und Pfirsiche. Die Orangen sind teurer als die Pfirsiche. Die Melonen sind die viertteuersten. Die Birnen sind günstiger als die Melonen. Die Pfirsiche sind die zweitteuersten. Die Mangos sind am günstigsten. Die Kiwis sind die drittgünstigsten.
Optionen:
(A) Die Wassermelonen sind die viertteuersten
(B) Die Mangos sind die viertteuersten
(C) Die Kiwis sind die viertteuersten
(D) Die Birnen sind die viertteuersten
(E) Die Melonen sind die viertteuersten
(F) Die Orangen sind die viertteuersten
(G) Die Pfirsiche sind die viertteuersten",(UND)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen sieben Vögel: ein Kardinal, ein Blauhäher, ein Rotkehlchen, ein Falke, eine Wachtel, ein Kolibri und ein Rabe. Der Falke steht rechts von der Wachtel. Das Rotkehlchen steht rechts vom Kolibri. Der Rabe ist links von der Wachtel. Der Blauhäher ist der zweite von links. Das Rotkehlchen ist das dritte von links. Der Kardinal ist der Dritte von rechts.
Optionen:
(A) Der Kardinal steht ganz rechts
(B) Der Blauhäher ist ganz rechts
(C) Das Rotkehlchen steht ganz rechts
(D) Der Falke ist ganz rechts
(E) Die Wachtel ist ganz rechts
(F) Der Kolibri ist ganz rechts
(G) Der Rabe ist ganz rechts",(D)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Ast sitzen sieben Vögel: ein Blauhäher, eine Eule, ein Falke, ein Habicht, ein Rabe, eine Krähe und ein Kolibri. Der Falke ist der zweite von links. Die Krähe ist ganz rechts. Der Kolibri befindet sich rechts vom Blauhäher. Der Falke steht rechts vom Kolibri. Der Blauhäher befindet sich rechts von der Eule. Der Rabe steht links vom Falken.
Optionen:
(A) Der Blauhäher ist der vierte von links
(B) Die Eule ist die vierte von links
(C) Der Falke ist der vierte von links
(D) Der Falke ist der vierte von links
(E) Der Rabe ist der vierte von links
(F) Die Krähe ist die vierte von links
(G) Der Kolibri ist der vierte von links",(A)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es sieben Fahrzeuge: eine Limousine, einen Minivan, ein Motorrad, eine Limousine, ein Fließheck, einen Lastwagen und einen Traktor. Das Motorrad ist älter als der Traktor. Das Fließheck ist älter als die Limousine. Das Fließheck ist neuer als der LKW. Der LKW ist neuer als der Traktor. Der Minivan ist der zweitneueste. Die Limousine ist die drittneueste.
Optionen:
(A) Die Limousine ist die drittälteste
(B) Der Minivan ist der drittälteste
(C) Das Motorrad ist das drittälteste
(D) Die Limousine ist die drittälteste
(E) Das Fließheck ist das drittälteste
(F) Der LKW ist der drittälteste
(G) Der Traktor ist der drittälteste",(F)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen sieben Golfer teil: Eve, Rob, Dan, Mel, Ana, Eli und Ada. Ada landete vor Rob. Eve landete vor Rob. Mel landete vor Eli. Ada landete vor Dan. Ana wurde Dritte. Eli wurde Zweiter.
Optionen:
(A) Eve wurde Vierte
(B) Rob wurde Vierter
(C) Dan wurde Vierter
(D) Mel wurde Vierter
(E) Ana wurde Vierte
(F) Eli wurde Vierter
(G) Ada wurde Vierte",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es sieben Fahrzeuge: eine Limousine, ein Cabrio, einen Kombi, einen Minivan, einen Bus, einen Traktor und einen Lastwagen. Der Minivan ist der älteste. Der Lkw ist älter als der Kombi. Der LKW ist neuer als die Limousine. Der Bus ist neuer als das Cabrio. Der Bus ist älter als der Traktor. Die Limousine ist neuer als der Traktor.
Optionen:
(A) Die Limousine ist die zweitälteste
(B) Das Cabriolet ist das zweitälteste
(C) Der Kombi ist der zweitälteste
(D) Der Minivan ist der zweitälteste
(E) Der Bus ist der zweitälteste
(F) Der Traktor ist der zweitälteste
(G) Der LKW ist der zweitälteste",(B)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. Auf einem Regal liegen sieben Bücher: ein blaues Buch, ein gelbes Buch, ein braunes Buch, ein graues Buch, ein grünes Buch, ein lila Buch und ein orangefarbenes Buch. Das blaue Buch befindet sich rechts vom braunen Buch. Das graue Buch befindet sich ganz rechts. Das violette Buch befindet sich links vom grünen Buch. Das grüne Buch befindet sich links vom gelben Buch. Das braune Buch ist das zweite von links. Das violette Buch befindet sich rechts vom blauen Buch.
Optionen:
(A) Das blaue Buch ist das dritte von rechts
(B) Das gelbe Buch ist das dritte von rechts
(C) Das braune Buch ist das dritte von rechts
(D) Das graue Buch ist das dritte von rechts
(E) Das Grünbuch ist das dritte von rechts
(F) Das lila Buch ist das dritte von rechts
(G) Das orangefarbene Buch ist das dritte von rechts",(UND)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. In einer Oldtimer-Show gibt es sieben Fahrzeuge: einen Kombi, eine Limousine, einen Lastwagen, einen Minivan, ein Motorrad, ein Fließheck und einen Bus. Das Motorrad ist älter als der LKW. Der Kombi ist älter als das Fließheck. Das Motorrad ist neuer als das Fließheck. Der Bus ist der zweitneueste. Der Minivan ist der älteste. Die Limousine ist älter als der Kombi.
Optionen:
(A) Der Kombi ist der neueste
(B) Die Limousine ist die neueste
(C) Der LKW ist der neueste
(D) Der Minivan ist der neueste
(E) Das Motorrad ist das neueste
(F) Das Fließheck ist das neueste
(G) Der Bus ist der neueste",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen sieben Golfer teil: Joe, Dan, Ada, Amy, Rob, Mya und Mel. Ada landete hinter Amy. Joe landete hinter Dan. Dan landete hinter Ada. Mel wurde Drittletzter. Amy wurde Dritte. Rob kam unter Mya ins Ziel.
Optionen:
(A) Joe wurde Dritter
(B) Dan wurde Dritter
(C) Ada wurde Dritte
(D) Amy wurde Dritte
(E) Rob wurde Dritter
(F) Mya wurde Dritte
(G) Mel wurde Dritter",(D)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen sieben Golfer teil: Eli, Ada, Amy, Ana, Eve, Mel und Dan. Ada landete vor Mel. Dan landete vor Ada. Amy war als letzte fertig. Ana wurde Drittletzte. Dan landete unter Eli. Eve wurde Dritte.
Optionen:
(A) Eli war Letzter
(B) Ada ist als Letzte fertig geworden
(C) Amy war als Letzte fertig
(D) Ana wurde Letzte
(E) Eve war als Letzte fertig
(F) Mel war Letzter
(G) Dan wurde Letzter",(C)
"Die folgenden Absätze beschreiben jeweils einen Satz von sieben Objekten, die in einer festen Reihenfolge angeordnet sind. Die Aussagen sind innerhalb jedes Absatzes logisch konsistent. An einem Golfturnier nahmen sieben Golfer teil: Ada, Ana, Rob, Amy, Dan, Joe und Eli. Eli landete vor Amy. Ada wurde Dritte. Amy landete vor Rob. Dan wurde Letzter. Rob wurde Zweiter. Ana wurde Vierte.
Optionen:
(A) Ada wurde Dritte
(B) Ana wurde Dritte
(C) Rob wurde Dritter
(D) Amy wurde Dritte
(E) Dan wurde Dritter
(F) Joe wurde Dritter
(G) Eli wurde Dritter",(A)
