Eingang,Ziel
"Heute ist der 9. September 1909. Welches Datum ist vor 10 Tagen in MM/TT/JJJJ?
Optionen:
(A) 29.08.1909
(B) 30.08.1967
(C) 30.08.1909
(D) 30.08.1977
(E) 08.02.1909
(F) 16.08.1909",(C)
"Die aktuelle Ortszeit ist der 04.05.2004, 15:02 Uhr. Welches Datum liegt heute vor einem Jahr in MM/TT/JJJJ?
Optionen:
(A) 14.06.2003
(B) 05.03.2003
(C) 12.04.2002
(D) 02.06.2003
(E) 05.04.2003",(UND)
"Gestern, am 21. Januar 2011, hat Jane 2 Pizzen und 5 Wings gegessen. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 12.06.2010
(B) 15.01.2011
(C) 17.01.2011
(D) 15.03.2011
(E) 24.12.2010",(B)
"Gestern, am 21. Januar 2011, hat Jane 2 Pizzen und 5 Wings gegessen. Welches Datum liegt vor 10 Tagen in MM/TT/JJJJ?
Optionen:
(A) 18.01.2011
(B) 01.12.2011
(C) 12.01.2069
(D) 13.01.2011
(E) 12.05.2010
(F) 12.08.2010",(B)
"Jane feiert den letzten Tag im Januar 2012. Welches Datum ist gestern im MM/TT/JJJJ?
Optionen:
(A) 29.01.2012
(B) 30.09.2011
(C) 02.06.2012
(D) 30.01.2012
(E) 30.01.1925",(D)
"2015 kommt in 36 Stunden. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 22.12.2040
(B) 23.12.2014
(C) 22.12.2014
(D) 01.05.2015
(E) 22.12.2086
(F) 02.06.2015",(C)
"In Großbritannien wird beim Formatieren des Datums normalerweise der Tag vor dem Monat angegeben. Daher ist für sie heute der 01.02.1987. Welches Datum ist gestern im MM/TT/JJJJ?
Optionen:
(A) 01.01.1987
(B) 19.10.1986
(C) 01.08.1987
(D) 01.01.2015
(E) 01.01.1934
(F) 29.12.1986",(A)
"Jane hat einen Flug für morgen, den 29. Juli 2002, gebucht. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 08.03.2002
(B) 22.10.2002
(C) 06.03.2002
(D) 08.04.2002
(E) 08.04.1930
(F) 07.04.2003",(D)
"Die Frist endet am 1. Juni 2021, also nur noch zwei Tage. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 23.05.2020
(B) 13.04.2021
(C) 24.05.2021
(D) 23.05.2054
(E) 23.05.1940
(F) 23.05.2021",(F)
"Jane hat ihren Job am 20. März 2020 gekündigt. Seitdem sind 176 Tage vergangen. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 02.05.2021
(B) 05.09.2020
(C) 15.08.2020
(D) 09.06.2020
(E) 09.04.2020",(B)
"Gestern war der 30. April 2021. Welches Datum ist eine Woche her von heute im MM/TT/JJJJ?
Optionen:
(A) 15.05.2021
(B) 23.04.2021
(C) 15.04.2021
(D) 06.05.2021
(E) 19.04.2021
(F) 24.04.2021",(F)
"Jane besucht die Buchhandlung ab Oktober 2009 am 16. jedes Monats. Heute ist es ihr fünfter Besuch in der Buchhandlung. Welches Datum haben wir heute im MM/TT/JJJJ?
Optionen:
(A) 02.06.2010
(B) 21.12.2009
(C) 16.02.1933
(D) 16.02.2010
(E) 30.11.2009
(F) 24.05.2010",(D)
"Am 9. Mai 2017 kaufte Jane 40 Eier. Sie aß eins pro Tag. Heute sind ihr die Eier ausgegangen. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 25.06.1964
(B) 25.05.2018
(C) 24.06.2017
(D) 25.06.2063
(E) 25.06.2017
(F) 25.07.2017",(UND)
"Jane hat für morgen (Dienstag, 09.07.1972) drei Termine mit fünf Leuten vereinbart. Welches Datum liegt vor 10 Tagen in MM/TT/JJJJ?
Optionen:
(A) 07.03.1972
(B) 28.10.1971
(C) 28.06.1972
(D) 14.06.1972
(E) 28.09.1972
(F) 23.06.1972",(C)
"In Großbritannien wird beim Formatieren des Datums normalerweise der Tag vor dem Monat angegeben. Daher ist für sie heute der 01.02.1987. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 12.06.1986
(B) 01.03.1987
(C) 01.04.1987
(D) 01.09.1987
(E) 01.03.2035
(F) 02.03.1986",(B)
"Heute ist der zweite Tag des dritten Monats des Jahres 1966. Welches Datum ist eine Woche vor heute im MM/TT/JJJJ?
Optionen:
(A) 26.02.1966
(B) 13.01.1966
(C) 02.02.1966
(D) 23.10.1966
(E) 23.02.1968
(F) 23.02.1966",(F)
"Der erste Tag des Jahres 2019 ist ein Dienstag, und heute ist der erste Montag des Jahres 2019. Welches Datum ist 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 01.08.1960
(B) 01.01.2019
(C) 08.02.2018
(D) 01.08.2019
(E) 22.10.2018
(F) 01.08.2043",(D)
"Dies ist der letzte Tag des Jahres 1899. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 02.07.1900
(B) 22.02.1900
(C) 13.01.1900
(D) 01.07.1900
(E) 10.07.1900
(F) 01.07.1828",(D)
"Jane hat ihren Job am 20. März 2020 gekündigt. Seitdem sind 176 Tage vergangen. Welches Datum haben wir 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 19.09.2020
(B) 13.09.2020
(C) 13.06.2021
(D) 10.05.2020
(E) 13.12.2020
(F) 13.09.1991",(B)
"In Großbritannien wird beim Formatieren des Datums normalerweise der Tag vor dem Monat angegeben. Daher ist für sie heute der 01.02.1987. Welches Datum liegt heute vor einem Jahr in MM/TT/JJJJ?
Optionen:
(A) 01.09.1986
(B) 01.02.1986
(C) 05.12.1985
(D) 10.11.1985
(E) 20.12.1985
(F) 22.10.1985",(B)
"Gestern war der 31.12.1929. Heute konnte nicht der 32.12.1929 sein, da der Dezember nur 31 Tage hat. Welches Datum ist vor einem Monat in MM/TT/JJJJ?
Optionen:
(A) 01.04.1930
(B) 01.12.1929
(C) 01.12.1973
(D) 12.02.1929
(E) 11.12.1929
(F) 12.04.1929",(B)
"Es ist heute der 19.04.1969. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 26.04.1969
(B) 04.05.1969
(C) 11.05.1969
(D) 27.04.1969
(E) 14.05.1969
(F) 25.04.1969",(A)
"Jane wurde am letzten Tag im Februar 2001 geboren. Heute ist ihr 16-jähriger Geburtstag. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 25.03.2017
(B) 01.03.2017
(C) 01.03.2116
(D) 20.02.2017
(E) 17.03.2017
(F) 01.03.2076",(B)
"Jane denkt, heute sei der 18.06.2019, aber John glaubt, heute sei der 19.06.2019. John hat recht. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 19.06.2019
(B) 24.06.2019
(C) 26.08.2019
(D) 25.06.2019
(E) 26.06.2019
(F) 07.03.2019",(UND)
"Der 6. Mai 1992 ist für Jane wie gestern, aber das ist tatsächlich zehn Jahre her. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 16.04.2002
(B) 04.07.2003
(C) 05.07.2036
(D) 28.05.2002
(E) 05.07.2002",(UND)
"Jane hat ihren Job am 20. März 2020 gekündigt. Seitdem sind 176 Tage vergangen. Welches Datum haben wir heute im MM/TT/JJJJ?
Optionen:
(A) 12.09.2020
(B) 12.11.2020
(C) 12.12.2020
(D) 12.09.1961
(E) 17.09.2020",(A)
"Heute, der 03.08.1997, ist ein Tag, den wir nie vergessen werden. Welches Datum liegt heute vor einem Jahr in MM/TT/JJJJ?
Optionen:
(A) 10.07.1996
(B) 08.03.2035
(C) 05.03.1997
(D) 08.03.1996
(E) 08.04.1996",(D)
"Das Konzert sollte am 01.06.1943 stattfinden, verschob sich jedoch um einen Tag auf heute. Welches Datum ist gestern im MM/TT/JJJJ?
Optionen:
(A) 27.05.1943
(B) 06.04.1943
(C) 01.06.2005
(D) 20.03.1943
(E) 24.05.1943
(F) 01.06.1943",(F)
"Jane wurde am letzten Tag im Februar 2001 geboren. Heute ist ihr 16-jähriger Geburtstag. Welches Datum haben wir 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 05.04.2017
(B) 01.03.1919
(C) 01.03.2017
(D) 01.03.2005
(E) 15.02.2017
(F) 02.06.2017",(C)
"Jane und John heirateten am 2. Januar 1958. Heute ist ihr goldener Hochzeitstag. Welches Datum liegt vor 10 Tagen in MM/TT/JJJJ?
Optionen:
(A) 29.03.2008
(B) 17.12.2007
(C) 23.08.2007
(D) 22.12.2007
(E) 23.12.2007",(UND)
"Heute ist der Palindrom-Tag des Jahres 2020, da das MMTTJJJJ-Format des Datums rückwärts wie vorwärts dasselbe ist. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 01.03.2020
(B) 02.04.2020
(C) 04.03.2020
(D) 03.11.2020
(E) 02.03.1964
(F) 02.03.2020",(F)
"Jane und John heirateten am 2. Januar 1958. Heute ist ihr goldener Hochzeitstag. Welches Datum ist gestern im MM/TT/JJJJ?
Optionen:
(A) 31.12.2007
(B) 01.01.2008
(C) 02.03.2008
(D) 01.02.2008
(E) 27.12.2007",(B)
"Jane hat für morgen (Dienstag, 09.07.1972) drei Termine mit fünf Leuten vereinbart. Welches Datum ist vor einem Monat in MM/TT/JJJJ?
Optionen:
(A) 06.08.2059
(B) 22.06.1972
(C) 08.12.1971
(D) 06.08.2034
(E) 06.08.1972
(F) 06.07.1972",(UND)
"Heute ist der 7.9. Jane schaut sich NFL 2003 an. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 08.09.1916
(B) 13.09.2003
(C) 18.08.2003
(D) 09.08.2003
(E) 15.09.2003
(F) 01.09.2003",(D)
"Jane bekam ihren Job im Jahr 2016. Heute ist ihr dreijähriges Arbeitsjubiläum. Sie erinnert sich noch daran, dass sie am 2. Dezember, ihrem zweiten Arbeitstag, Kaffee auf ihrem Laptop verschüttete. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 08.02.2020
(B) 02.12.1950
(C) 18.11.2019
(D) 12.02.2019
(E) 01.02.2020
(F) 01.12.2019",(D)
"Gestern war der 30. April 2021. Welches Datum ist heute vor einem Jahr im MM/TT/JJJJ?
Optionen:
(A) 15.05.2020
(B) 01.05.2020
(C) 05.08.2020
(D) 01.04.2020
(E) 01.05.1971",(B)
"Heute ist Heiligabend des Jahres 1937. Welches Datum haben wir heute im MM/TT/JJJJ?
Optionen:
(A) 24.12.1937
(B) 30.12.1937
(C) 27.12.1937
(D) 17.12.1937
(E) 31.12.1937
(F) 24.05.1938",(A)
"Der erste Tag des Jahres 2019 ist ein Dienstag, und heute ist der erste Montag des Jahres 2019. Welches Datum ist gestern in MM/TT/JJJJ?
Optionen:
(A) 01.06.1960
(B) 27.12.2018
(C) 01.06.2019
(D) 01.07.2019
(E) 01.06.2058
(F) 10.06.2019",(C)
"Dies ist der letzte Tag des Jahres 1899. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 01.01.1900
(B) 22.01.1900
(C) 01.01.1899
(D) 02.06.1900
(E) 01.08.1900
(F) 01.01.1827",(A)
"Jane wurde am letzten Tag im Februar 2000 geboren. Heute ist ihr 16-jähriger Geburtstag. Welches Datum liegt heute vor einem Jahr in MM/TT/JJJJ?
Optionen:
(A) 28.02.2015
(B) 10.03.2015
(C) 03.08.2015
(D) 28.04.2015
(E) 21.02.2015
(F) 28.03.2015",(A)
"Jane dachte, heute sei der 11.03.2002, aber heute ist tatsächlich der 12. März, also einen Tag später. Welches Datum liegt vor 10 Tagen in MM/TT/JJJJ?
Optionen:
(A) 16.03.2002
(B) 23.02.2002
(C) 03.02.2001
(D) 03.02.2003
(E) 25.11.2001
(F) 03.02.2002",(F)
"Heute ist Heiligabend des Jahres 1937. Welches Datum ist von heute an vor einem Jahr in MM/TT/JJJJ?
Optionen:
(A) 24.12.1862
(B) 01.10.1937
(C) 24.10.1936
(D) 24.12.1936
(E) 24.03.1936
(F) 29.12.1936",(D)
"Es ist heute der 19.04.1969. Welches Datum haben wir 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 21.06.1969
(B) 18.01.1969
(C) 16.04.1969
(D) 18.05.1969
(E) 20.04.1969
(F) 11.05.1969",(UND)
"Vorgestern war der 23.11.1933. Welches Datum haben wir 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 25.11.1933
(B) 26.11.1933
(C) 26.07.1934
(D) 23.08.1933
(E) 26.11.1976
(F) 12.06.1933",(B)
"Vorgestern war der 23.11.1933. Welches Datum haben wir heute im MM/TT/JJJJ?
Optionen:
(A) 29.08.1933
(B) 01.04.1934
(C) 25.11.1967
(D) 25.11.1933
(E) 11.04.1933
(F) 12.09.1933",(D)
"Jane hat einen Flug für morgen, den 29. Juli 2002, gebucht. Welches Datum ist 24 Stunden später in MM/TT/JJJJ?
Optionen:
(A) 29.07.2001
(B) 24.04.2002
(C) 30.07.2002
(D) 28.07.2002
(E) 29.07.2002
(F) 29.07.1947",(UND)
"Jane wurde am letzten Tag im Februar 2000 geboren. Heute ist ihr 16-jähriger Geburtstag. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 03.02.2016
(B) 01.03.1968
(C) 20.02.2016
(D) 01.03.2016
(E) 01.03.2104
(F) 01.03.2048",(D)
"Es ist heute der 19.04.1969. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 28.03.1969
(B) 12.04.1969
(C) 04.02.1969
(D) 03.04.1969
(E) 12.02.1970
(F) 13.04.1969",(B)
"Heute ist es 3/5 und es ist das zweite Mal im Jahr 1973, dass Jane einen Meteoritenschauer sieht. Welches Datum ist vor einem Monat in MM/TT/JJJJ?
Optionen:
(A) 02.05.1973
(B) 03.08.1983
(C) 01.02.1973
(D) 03.05.2007
(E) 03.05.1973
(F) 04.05.1973",(A)
"Es war der 1. September 2021 vor einer Woche. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 09.02.2021
(B) 09.07.2021
(C) 01.09.2021
(D) 01.09.2098
(E) 01.09.2020
(F) 06.12.2021",(C)
"Die Frist endet am 1. Juni 2021, also nur noch zwei Tage. Welches Datum liegt vor 10 Tagen in MM/TT/JJJJ?
Optionen:
(A) 29.04.2021
(B) 21.05.2021
(C) 04.06.2021
(D) 24.06.2021
(E) 20.05.2021",(UND)
"Jane wurde am letzten Tag im Februar 2001 geboren. Heute ist ihr 16-jähriger Geburtstag. Welches Datum haben wir heute im MM/TT/JJJJ?
Optionen:
(A) 28.08.2017
(B) 22.02.2017
(C) 01.03.2017
(D) 28.01.2018
(E) 02.07.2017
(F) 28.02.2017",(F)
"Heute, der 03.08.1997, ist ein Tag, den wir nie vergessen werden. Welches Datum haben wir 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 08.04.1997
(B) 08.04.1978
(C) 08.04.2043
(D) 08.07.1997
(E) 08.04.1935
(F) 01.05.1997",(A)
"Der 6. Mai 1992 ist für Jane wie gestern, aber das ist tatsächlich zehn Jahre her. Welches Datum ist gestern im MM/TT/JJJJ?
Optionen:
(A) 26.05.2002
(B) 05.05.2001
(C) 05.05.1902
(D) 05.05.2084
(E) 01.05.2002
(F) 05.05.2002",(F)
"In den USA ist Thanksgiving am vierten Donnerstag im November. Heute ist das US-Erntedankfest 2001. Welches Datum ist vor einem Monat in MM/TT/JJJJ?
Optionen:
(A) 22.11.2001
(B) 21.10.2002
(C) 21.07.2002
(D) 22.10.1923
(E) 15.10.2002
(F) 22.10.2002",(F)
"Jane feiert den letzten Tag im Januar 2012. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 16.03.2012
(B) 01.02.2012
(C) 31.01.2012
(D) 02.06.2012
(E) 02.07.2014
(F) 02.07.2012",(D)
"Heute ist der 7.9. Jane schaut sich NFL 2003 an. Welches Datum ist heute vor einem Jahr im MM/TT/JJJJ?
Optionen:
(A) 12.07.2002
(B) 24.08.2002
(C) 09.07.2002
(D) 09.07.1918
(E) 09.08.2002
(F) 28.09.2002",(C)
"Heute ist der letzte Tag des ersten Quartals 2008. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 15.04.2008
(B) 10.07.2008
(C) 09.07.2008
(D) 24.03.2008
(E) 04.07.2008
(F) 04.06.2008",(UND)
"Jane bekam ihren Job im Jahr 2016. Heute ist ihr dreijähriges Arbeitsjubiläum. Sie erinnert sich noch daran, dass sie am 2. Dezember, ihrem zweiten Arbeitstag, Kaffee auf ihrem Laptop verschüttete. Welches Datum ist vor einem Monat in MM/TT/JJJJ?
Optionen:
(A) 01.11.2019
(B) 02.11.2019
(C) 09.06.2019
(D) 01.11.1933
(E) 01.11.2089
(F) 08.04.2019",(A)
"Jane hat einen Flug für morgen, den 29. Juli 2002, gebucht. Welches Datum ist vor einem Monat in MM/TT/JJJJ?
Optionen:
(A) 27.06.2002
(B) 21.06.2002
(C) 28.10.2001
(D) 28.10.2002
(E) 28.06.2002
(F) 25.08.2002",(UND)
"Jane feiert den letzten Tag im Januar 2012. Welches Datum ist 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 31.01.2012
(B) 01.02.2016
(C) 01.02.2079
(D) 10.11.2011
(E) 01.04.2012
(F) 01.02.2012",(F)
"Jane hat einen Flug für morgen, den 29. Juli 2002, gebucht. Welches Datum ist gestern im MM/TT/JJJJ?
Optionen:
(A) 27.07.2002
(B) 28.07.2002
(C) 27.12.2001
(D) 27.07.1921
(E) 27.12.2002",(A)
"In den USA ist Thanksgiving am vierten Donnerstag im November. Heute ist das US-Erntedankfest 2001. Welches Datum ist 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 01.12.2002
(B) 24.11.2002
(C) 23.06.2003
(D) 23.05.2002
(E) 23.11.2002",(UND)
"Heute ist der 9. September 1909. Welches Datum ist gestern in MM/TT/JJJJ?
Optionen:
(A) 11.08.1909
(B) 24.07.1909
(C) 09.09.1909
(D) 09.08.1962
(E) 09.08.1909
(F) 15.09.1909",(UND)
"Heute ist der 9. September 1909. Welches Datum ist von heute an vor einem Jahr in MM/TT/JJJJ?
Optionen:
(A) 09.09.1920
(B) 09.09.1908
(C) 05.07.1908
(D) 09.09.1870
(E) 09.04.1908
(F) 13.09.1908",(B)
"Am 9. Mai 2017 kaufte Jane 40 Eier. Sie aß eins pro Tag. Heute sind ihr die Eier ausgegangen. Welches Datum ist gestern im MM/TT/JJJJ?
Optionen:
(A) 18.07.2017
(B) 17.06.2017
(C) 17.06.2111
(D) 13.07.2017
(E) 26.06.2017
(F) 25.06.2017",(B)
"Jane denkt, heute sei der 18.06.2019, aber John glaubt, heute sei der 19.06.2019. John hat recht. Welches Datum haben wir 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 20.06.2019
(B) 22.06.2019
(C) 29.06.2019
(D) 21.06.2019
(E) 20.06.2028
(F) 20.06.1921",(A)
"Gestern, am 21. Januar 2011, hat Jane 2 Pizzen und 5 Wings gegessen. Welches Datum ist heute in einer Woche im MM/TT/JJJJ?
Optionen:
(A) 30.01.2011
(B) 10.04.2011
(C) 29.01.2011
(D) 28.01.2011
(E) 29.06.2010",(C)
"Heute ist der 10. April 1985. Janes Termin wird drei Tage später sein. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 13.04.1985
(B) 10.04.1985
(C) 01.02.2071
(D) 04.07.1985
(E) 11.04.1985
(F) 10.03.1986",(UND)
"Heute ist es 3/5 und es ist das zweite Mal im Jahr 1973, dass Jane einen Meteoritenschauer sieht. Welches Datum haben wir 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 03.06.1973
(B) 03.02.1973
(C) 03.08.1983
(D) 04.05.1973
(E) 03.05.1972
(F) 01.02.1973",(A)
"Am 9. Mai 2017 kaufte Jane 40 Eier. Sie aß eins pro Tag. Heute sind ihr die Eier ausgegangen. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 08.05.2017
(B) 19.06.2017
(C) 25.06.2017
(D) 13.06.2017
(E) 21.06.2017
(F) 18.06.2017",(B)
"Das Konzert sollte am 01.06.1943 stattfinden, verschob sich jedoch um einen Tag auf heute. Welches Datum ist morgen im MM/TT/JJJJ?
Optionen:
(A) 06.03.1943
(B) 15.03.1943
(C) 08.03.1942
(D) 02.06.1943
(E) 07.04.1943
(F) 05.06.1943",(A)
"Heute ist der 7.9. Jane schaut sich NFL 2003 an. Welches Datum ist vor 10 Tagen im MM/TT/JJJJ?
Optionen:
(A) 28.08.1959
(B) 29.08.2003
(C) 28.08.2003
(D) 14.06.2003
(E) 28.03.2003
(F) 28.08.2043",(C)
"Heute ist der 10. April 1985. Janes Termin wird drei Tage später sein. Welches Datum liegt heute vor einem Jahr in MM/TT/JJJJ?
Optionen:
(A) 10.03.1986
(B) 07.04.1985
(C) 13.05.1985
(D) 10.04.1984
(E) 12.04.1986
(F) 10.04.1985",(D)
"Heute ist der 9. September 1909. Welches Datum liegt heute eine Woche zurück, in MM/TT/JJJJ?
Optionen:
(A) 09.02.1832
(B) 05.02.1909
(C) 09.02.1864
(D) 02.09.1906
(E) 02.09.1909
(F) 19.08.1909",(UND)
"Heute, der 03.08.1997, ist ein Tag, den wir nie vergessen werden. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 27.03.1998
(B) 09.02.1997
(C) 27.07.1997
(D) 29.06.1997
(E) 27.07.1973
(F) 27.12.1997",(C)
"Heute ist der zweite Tag des dritten Monats des Jahres 1966. Welches Datum ist 24 Stunden später im MM/TT/JJJJ?
Optionen:
(A) 03.04.1966
(B) 04.03.1966
(C) 03.03.1965
(D) 03.03.2021
(E) 02.03.1966
(F) 03.03.1966",(F)
"Heute ist es 3/5 und es ist das zweite Mal im Jahr 1973, dass Jane einen Meteoritenschauer sieht. Welches Datum ist heute vor einer Woche im MM/TT/JJJJ?
Optionen:
(A) 03.05.1972
(B) 01.02.1973
(C) 04.05.1973
(D) 08.03.1983
(E) 26.02.1973
(F) 03.02.1973",(UND)
"Am 9. Mai 2017 kaufte Jane 40 Eier. Sie aß eins pro Tag. Heute sind ihr die Eier ausgegangen. Welches Datum liegt vor 10 Tagen in MM/TT/JJJJ?
Optionen:
(A) 06.08.1933
(B) 06.06.2017
(C) 15.05.2017
(D) 14.06.2017
(E) 06.08.2017
(F) 22.06.2017",(UND)
