Eingang,Ziel
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen in einem Fußballspiel im selben Team. Zu Beginn des Spiels wird ihnen jeweils eine Position zugewiesen: Alice spielt den rechten Mittelfeldspieler, Bob spielt den Außenverteidiger, Claire spielt den mittleren Mittelfeldspieler, Dave spielt den linken Mittelfeldspieler, Eve spielt den Stürmer, Fred spielt die Cheerleaderin und Gertrude spielt Torwart.
Im Verlauf des Spiels tauschen Spielerpaare gelegentlich ihre Positionen. Zunächst tauschen Gertrude und Bob ihre Positionen. Dann tauschen Eve und Alice ihre Positionen. Dann tauschen Gertrude und Dave ihre Positionen. Dann tauschen Dave und Fred ihre Positionen. Dann tauschen Claire und Eve ihre Positionen. Dann tauschen Fred und Gertrude ihre Positionen. Schließlich tauschen Fred und Claire ihre Positionen. Am Ende des Spiels spielt Claire
Optionen:
(A) rechter Mittelfeldspieler
(B) Außenverteidiger
(C) mittlerer Mittelfeldspieler
(D) linker Mittelfeldspieler
(E) Stürmer
(F) Cheerleader
(G) Torwart",(D)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude sind Tänzer bei einem Square Dance. Zu Beginn eines Liedes haben sie jeweils einen Partner: Alice tanzt mit Helga, Bob tanzt mit Karl, Claire tanzt mit Melissa, Dave tanzt mit Izzi, Eve tanzt mit Jamie, Fred tanzt mit Patrick und Gertrude tanzt mit Rodrigo.
Während des Liedes tauschen die Tänzer oft ihre Partner. Zunächst wechseln Fred und Claire den Partner. Dann wechseln Alice und Bob den Partner. Dann wechseln Dave und Eve den Partner. Dann wechseln Gertrude und Fred den Partner. Dann wechseln Alice und Bob den Partner. Dann wechseln Alice und Fred den Partner. Schließlich wechseln Fred und Claire den Partner. Am Ende des Tanzes tanzt Alice mit
Optionen:
(A) Helga
(B) Karl
(C) Melissa
(D) Izzi
(E) Jamie
(F) Patrick
(G) Rodrigo",(G)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen in einem Fußballspiel im selben Team. Zu Beginn des Spiels wird ihnen jeweils eine Position zugewiesen: Alice spielt den linken Flügelspieler, Bob spielt den Torwart, Claire spielt den mittleren Mittelfeldspieler, Dave spielt den rechten Mittelfeldspieler, Eve spielt den Außenverteidiger, Fred spielt den linken Mittelfeldspieler und Gertrude spielt Cheerleaderin.
Im Verlauf des Spiels tauschen Spielerpaare gelegentlich ihre Positionen. Zunächst tauschen Gertrude und Eve ihre Positionen. Dann tauschen Gertrude und Alice ihre Positionen. Dann tauschen Eve und Claire ihre Positionen. Dann tauschen Fred und Eve ihre Positionen. Dann tauschen Claire und Gertrude ihre Positionen. Dann tauschen Claire und Dave ihre Positionen. Schließlich tauschen Fred und Bob ihre Positionen. Am Ende des Spiels spielt Gertrude
Optionen:
(A) linker Flügelspieler
(B) Torwart
(C) mittlerer Mittelfeldspieler
(D) rechter Mittelfeldspieler
(E) Außenverteidiger
(F) linker Mittelfeldspieler
(G) Cheerleader",(G)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen in einem Fußballspiel im selben Team. Zu Beginn des Spiels wird ihnen jeweils eine Position zugewiesen: Alice spielt den linken Mittelfeldspieler, Bob spielt den rechten Mittelfeldspieler, Claire spielt den Stürmer, Dave spielt den Außenverteidiger, Eve spielt den mittleren Mittelfeldspieler, Fred spielt den Bankspieler und Gertrude spielt Rechtsaußen.
Im Verlauf des Spiels tauschen Spielerpaare gelegentlich ihre Positionen. Zunächst tauschen Gertrude und Bob ihre Positionen. Dann tauschen Fred und Claire ihre Positionen. Dann tauschen Fred und Dave ihre Positionen. Dann tauschen Eve und Dave ihre Positionen. Dann tauschen Claire und Alice ihre Positionen. Dann tauschen Dave und Bob ihre Positionen. Schließlich tauschen Gertrude und Alice ihre Positionen. Am Ende des Spiels spielt Alice
Optionen:
(A) linker Mittelfeldspieler
(B) rechter Mittelfeldspieler
(C) Stürmer
(D) Außenverteidiger
(E) mittlerer Mittelfeldspieler
(F) Bankwärmer
(G) Rechtsaußen",(B)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt „Der große Gatsby“, Bob bekommt „Die Gefährten“, Claire bekommt „Ulysses“, Dave bekommt „Odyssee“, Eve bekommt „Frankenstein“, Fred bekommt „Der Hund der Baskervilles“ und Gertrude bekommt Moby Dick.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Claire und Eve Bücher. Dann tauschen Dave und Fred Bücher. Dann tauschen Alice und Eva Bücher. Dann tauschen Claire und Dave Bücher. Dann tauschen Fred und Claire Bücher. Dann tauschen Claire und Gertrude Bücher. Schließlich tauschen Fred und Bob Bücher. Am Ende des Semesters hat Alice
Optionen:
(A) Der große Gatsby
(B) Die Gefährten des Rings
(C) Odysseus
(D) Die Odyssee
(E) Frankenstein
(F) Hund der Baskervilles
(G) Moby Dick",(C)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen ein Spiel. Zu Beginn des Spiels hält jeder einen Ball: Alice hat einen blauen Ball, Bob hat einen roten Ball, Claire hat einen braunen Ball, Dave hat einen lila Ball, Eve hat einen schwarzen Ball, Fred hat einen rosa Ball, und Gertrude hat einen grünen Ball.
Im Verlauf des Spiels tauschen Spielerpaare Bälle. Zuerst tauschen Fred und Alice die Bälle. Dann tauschen Claire und Gertrude die Bälle. Dann tauschen Bob und Dave die Bälle. Dann tauschen Eve und Alice die Bälle. Dann tauschen Claire und Bob die Bälle. Dann tauschen Dave und Eve die Bälle. Schließlich tauschen Claire und Bob die Bälle. Am Ende des Spiels hat Alice das
Optionen:
(A) blaue Kugel
(B) rote Kugel
(C) braune Kugel
(D) lila Kugel
(E) schwarzer Ball
(F) rosa Kugel
(G) grüner Ball",(UND)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen ein Spiel. Zu Beginn des Spiels hält jeder einen Ball: Alice hat einen grünen Ball, Bob hat einen braunen Ball, Claire hat einen lila Ball, Dave hat einen rosa Ball, Eve hat einen weißen Ball, Fred hat einen roten Ball, und Gertrude hat eine orangefarbene Kugel.
Im Verlauf des Spiels tauschen Spielerpaare Bälle. Zuerst tauschen Eve und Dave die Bälle. Dann tauschen Claire und Eve die Bälle. Dann tauschen Dave und Claire die Bälle. Dann tauschen Bob und Fred die Bälle. Dann tauschen Fred und Dave die Bälle. Dann tauschen Eve und Alice die Bälle. Schließlich tauschen Dave und Gertrude die Bälle. Am Ende des Spiels hat Alice das
Optionen:
(A) grüner Ball
(B) braune Kugel
(C) lila Kugel
(D) rosa Kugel
(E) weiße Kugel
(F) roter Ball
(G) orangefarbene Kugel",(C)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude sind Tänzer bei einem Square Dance. Zu Beginn eines Liedes haben sie jeweils einen Partner: Alice tanzt mit Sam, Bob tanzt mit Rodrigo, Claire tanzt mit Jamie, Dave tanzt mit Lola, Eve tanzt mit Helga, Fred tanzt mit Melissa und Gertrude tanzt mit Ophelia.
Während des Liedes tauschen die Tänzer oft ihre Partner. Zuerst wechseln Bob und Dave den Partner. Dann wechseln Dave und Claire den Partner. Dann wechseln Claire und Eve den Partner. Dann wechseln Alice und Gertrude den Partner. Dann wechseln Alice und Bob den Partner. Dann wechseln Bob und Fred den Partner. Schließlich wechseln Fred und Eve den Partner. Am Ende des Tanzes tanzt Dave mit
Optionen:
(A) Sam
(B) Rodrigo
(C) Jamie
(D) Lola
(E) Helga
(F) Melissa
(G) Ophelia",(C)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen ein Spiel. Zu Beginn des Spiels hält jeder einen Ball: Alice hat einen grünen Ball, Bob hat einen orangefarbenen Ball, Claire hat einen weißen Ball, Dave hat einen rosa Ball, Eve hat einen blauen Ball, Fred hat einen gelben Ball, und Gertrude hat einen schwarzen Ball.
Im Verlauf des Spiels tauschen Spielerpaare Bälle. Zuerst tauschen Eve und Gertrude die Bälle. Dann tauschen Fred und Bob die Bälle. Dann tauschen Fred und Claire die Bälle. Dann tauschen Eve und Fred die Bälle. Dann tauschen Fred und Claire die Bälle. Dann tauschen Alice und Bob die Bälle. Schließlich tauschen Dave und Gertrude die Bälle. Am Ende des Spiels hat Alice das
Optionen:
(A) grüner Ball
(B) orangefarbene Kugel
(C) weiße Kugel
(D) rosa Kugel
(E) blaue Kugel
(F) gelber Ball
(G) schwarze Kugel",(F)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude sind Tänzer bei einem Square Dance. Zu Beginn eines Liedes haben sie jeweils einen Partner: Alice tanzt mit Karl, Bob tanzt mit Izzi, Claire tanzt mit Jamie, Dave tanzt mit Melissa, Eve tanzt mit Lola, Fred tanzt mit Patrick und Gertrude tanzt mit Rodrigo.
Während des Liedes tauschen die Tänzer oft ihre Partner. Zuerst wechseln Alice und Eve den Partner. Dann wechseln Eve und Bob den Partner. Dann wechseln Gertrude und Dave den Partner. Dann wechseln Eve und Claire den Partner. Dann wechseln Alice und Bob den Partner. Dann wechseln Bob und Fred den Partner. Schließlich wechseln Fred und Claire den Partner. Am Ende des Tanzes tanzt Fred mit
Optionen:
(A) Karl
(B) Izzi
(C) Jamie
(D) Melissa
(E) Lola
(F) Patrick
(G) Rodrigo",(B)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen in einem Fußballspiel im selben Team. Zu Beginn des Spiels wird ihnen jeweils eine Position zugewiesen: Alice spielt Cheerleaderin, Bob spielt den linken Flügelspieler, Claire spielt den Torwart, Dave spielt den rechten Mittelfeldspieler, Eve spielt den mittleren Mittelfeldspieler, Fred spielt den Bankspieler und Gertrude spielt Stürmer.
Im Verlauf des Spiels tauschen Spielerpaare gelegentlich ihre Positionen. Zunächst tauschen Fred und Claire ihre Positionen. Dann tauschen Gertrude und Alice ihre Positionen. Dann tauschen Fred und Dave ihre Positionen. Dann tauschen Fred und Claire ihre Positionen. Dann tauschen Alice und Bob ihre Positionen. Dann tauschen Dave und Bob ihre Positionen. Schließlich tauschen Fred und Eve ihre Positionen. Am Ende des Spiels spielt Bob
Optionen:
(Ein Cheerleader
(B) linker Flügelspieler
(C) Torwart
(D) rechter Mittelfeldspieler
(E) mittlerer Mittelfeldspieler
(F) Bankwärmer
(G) Stürmer",(C)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen in einem Fußballspiel im selben Team. Zu Beginn des Spiels wird ihnen jeweils eine Position zugewiesen: Alice spielt Torwart, Bob spielt mittleren Mittelfeldspieler, Claire spielt Bankspieler, Dave spielt linken Flügelspieler, Eve spielt Stürmer, Fred spielt rechten Mittelfeldspieler und Gertrude spielt linken Mittelfeldspieler.
Im Verlauf des Spiels tauschen Spielerpaare gelegentlich ihre Positionen. Zuerst tauschen Eve und Claire ihre Positionen. Dann tauschen Claire und Dave ihre Positionen. Dann tauschen Dave und Bob ihre Positionen. Dann tauschen Fred und Gertrude ihre Positionen. Dann tauschen Bob und Claire ihre Positionen. Dann tauschen Dave und Alice ihre Positionen. Schließlich tauschen Claire und Eve ihre Positionen. Am Ende des Spiels spielt Dave
Optionen:
(Ein Torwart
(B) mittlerer Mittelfeldspieler
(C) Bankwärmer
(D) linker Flügelspieler
(E) Stürmer
(F) rechter Mittelfeldspieler
(G) linker Mittelfeldspieler",(A)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen in einem Fußballspiel im selben Team. Zu Beginn des Spiels wird ihnen jeweils eine Position zugewiesen: Alice spielt den linken Flügelspieler, Bob spielt die Cheerleaderin, Claire spielt den Außenverteidiger, Dave spielt den rechten Flügelspieler, Eve spielt die Stürmerin, Fred spielt den rechten Mittelfeldspieler und Gertrude spielt zentralen Mittelfeldspieler.
Im Verlauf des Spiels tauschen Spielerpaare gelegentlich ihre Positionen. Zunächst tauschen Bob und Dave ihre Positionen. Dann tauschen Eve und Claire ihre Positionen. Dann tauschen Gertrude und Alice ihre Positionen. Dann tauschen Bob und Claire ihre Positionen. Dann tauschen Alice und Bob ihre Positionen. Dann tauschen Eve und Fred ihre Positionen. Schließlich tauschen Alice und Fred ihre Positionen. Am Ende des Spiels spielt Eve
Optionen:
(A) linker Flügelspieler
(B) Cheerleader
(C) Außenverteidiger
(D) Rechtsaußen
(E) Stürmer
(F) rechter Mittelfeldspieler
(G) mittlerer Mittelfeldspieler",(F)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen ein Spiel. Zu Beginn des Spiels hält jeder einen Ball: Alice hat einen schwarzen Ball, Bob hat einen grünen Ball, Claire hat einen weißen Ball, Dave hat einen roten Ball, Eve hat einen braunen Ball, Fred hat einen lila Ball, und Gertrude hat eine orangefarbene Kugel.
Im Verlauf des Spiels tauschen Spielerpaare Bälle. Zuerst tauschen Bob und Claire die Bälle. Dann tauschen Dave und Eve die Bälle. Dann tauschen Fred und Bob die Bälle. Dann tauschen Dave und Gertrude die Bälle. Dann tauschen Fred und Bob die Bälle. Dann tauschen Gertrude und Fred die Bälle. Schließlich tauschen Alice und Fred die Bälle. Am Ende des Spiels hat Eve das
Optionen:
(A) schwarzer Ball
(B) grüner Ball
(C) weiße Kugel
(D) rote Kugel
(E) braune Kugel
(F) lila Kugel
(G) orangefarbene Kugel",(D)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude veranstalten einen Geschenkaustausch mit weißen Elefanten. Zu Beginn der Veranstaltung hält jeder ein Geschenk in einer anderen Farbe in der Hand: Alice hat einen schwarzen Ball, Bob hat einen orangefarbenen Ball, Claire hat ein weißes Geschenk, Dave hat ein grünes Geschenk, Eve hat ein blaues Geschenk, Fred hat ein rotes Geschenk und Gertrude hat ein gelbes Geschenk.
Im Verlauf der Veranstaltung tauschen Paare Geschenke aus. Zuerst tauschen Alice und Eva ihre Geschenke aus. Dann tauschen Alice und Fred ihre Geschenke aus. Dann tauschen Gertrude und Dave ihre Geschenke aus. Dann tauschen Fred und Eve ihre Geschenke aus. Dann tauschen Claire und Bob ihre Geschenke aus. Dann tauschen Claire und Dave ihre Geschenke aus. Schließlich tauschen Dave und Alice ihre Geschenke aus. Am Ende der Veranstaltung hat Alice die
Optionen:
(A) schwarzer Ball
(B) orangefarbene Kugel
(C) weiß vorhanden
(D) grün vorhanden
(E) blau vorhanden
(F) rot vorhanden
(G) Gelb vorhanden",(B)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude sind Tänzer bei einem Square Dance. Zu Beginn eines Liedes haben sie jeweils einen Partner: Alice tanzt mit Lola, Bob tanzt mit Rodrigo, Claire tanzt mit Jamie, Dave tanzt mit Izzi, Eve tanzt mit Sam, Fred tanzt mit Karl und Gertrude tanzt mit Helga.
Während des Liedes tauschen die Tänzer oft ihre Partner. Zuerst wechseln Alice und Claire den Partner. Dann wechseln Bob und Fred den Partner. Dann wechseln Claire und Dave den Partner. Dann wechseln Alice und Fred den Partner. Dann wechseln Claire und Alice den Partner. Dann wechseln Bob und Eve den Partner. Schließlich wechseln Eve und Gertrude den Partner. Am Ende des Tanzes tanzt Eve mit
Optionen:
(A) Lola
(B) Rodrigo
(C) Jamie
(D) Izzi
(E) Sam
(F) Karl
(G) Helga",(G)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude sind Freunde und begeisterte Leser, die gelegentlich Bücher tauschen. Zu Beginn des Semesters kaufen sie jeweils ein neues Buch: Alice bekommt „Der große Gatsby“, Bob bekommt „Catch-22“, Claire bekommt „Die Gefährten“, Dave bekommt „Ulysses“, Eve bekommt Frankenstein, Fred bekommt „Die Perle“ und Gertrude bekommt Die Odyssee.
Im Laufe des Semesters beginnen sie mit dem Handel mit den neuen Büchern. Zuerst tauschen Fred und Alice Bücher. Dann tauschen Gertrude und Eve Bücher. Dann tauschen Alice und Eva Bücher. Dann tauschen Dave und Gertrude Bücher. Dann tauschen Gertrude und Claire Bücher. Dann tauschen Alice und Claire Bücher. Schließlich tauschen Dave und Bob Bücher. Am Ende des Semesters hat Dave
Optionen:
(A) Der große Gatsby
(B) Catch-22
(C) Die Gefährten des Rings
(D) Odysseus
(E) Frankenstein
(F) Die Perle
(G) Die Odyssee",(B)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude spielen in einem Fußballspiel im selben Team. Zu Beginn des Spiels wird ihnen jeweils eine Position zugewiesen: Alice spielt den linken Mittelfeldspieler, Bob spielt die Cheerleaderin, Claire spielt den rechten Mittelfeldspieler, Dave spielt den mittleren Mittelfeldspieler, Eve spielt den Torwart, Fred spielt den Stürmer und Gertrude spielt Bankspieler.
Im Verlauf des Spiels tauschen Spielerpaare gelegentlich ihre Positionen. Zuerst tauschen Dave und Bob ihre Positionen. Dann tauschen Alice und Eve ihre Positionen. Dann tauschen Claire und Gertrude ihre Positionen. Dann tauschen Fred und Alice ihre Positionen. Dann tauschen Bob und Claire ihre Positionen. Dann tauschen Dave und Eve ihre Positionen. Schließlich tauschen Bob und Alice ihre Positionen. Am Ende des Spiels spielt Fred
Optionen:
(A) linker Mittelfeldspieler
(B) Cheerleader
(C) rechter Mittelfeldspieler
(D) mittlerer Mittelfeldspieler
(E) Torwart
(F) Stürmer
(G) Bankwärmer",(UND)
"Alice, Bob, Claire, Dave, Eve, Fred und Gertrude sind Tänzer bei einem Square Dance. Zu Beginn eines Liedes haben sie jeweils einen Partner: Alice tanzt mit Lola, Bob tanzt mit Helga, Claire tanzt mit Sam, Dave tanzt mit Melissa, Eve tanzt mit Jamie, Fred tanzt mit Rodrigo und Gertrude tanzt mit Patrick.
Während des Liedes tauschen die Tänzer oft ihre Partner. Zunächst wechseln Dave und Claire den Partner. Dann wechseln Gertrude und Claire den Partner. Dann wechseln Claire und Eve den Partner. Dann wechseln Gertrude und Eve den Partner. Dann wechseln Fred und Claire den Partner. Dann wechseln Bob und Alice den Partner. Schließlich wechseln Eve und Claire den Partner. Am Ende des Tanzes tanzt Gertrude mit
Optionen:
(A) Lola
(B) Helga
(C) Sam
(D) Melissa
(E) Jamie
(F) Rodrigo
(G) Patrick",(G)
