Eingang,Ziel
Ist der folgende Satz plausibel? „Tuukka Rask hat das Powerplay getötet.“,Ja
Ist der folgende Satz plausibel? „Juan Soto schoss von außerhalb des Torbogens.“,no
Ist der folgende Satz plausibel? „Jordan Binnington hat im dritten Drittel ein Tor erzielt.“,Ja
Ist der folgende Satz plausibel? „Malcolm Brogdon fuhr im Finale der Eastern Conference in den Sperrbereich.“,Ja
Ist der folgende Satz plausibel? „Didier Drogba hat die Endzone erreicht.“,no
Ist der folgende Satz plausibel? „Mike Hoffman warf im Finale der Western Conference den Half-Court-Wurf.“,no
Ist der folgende Satz plausibel? „Pedro schlug auf die Seite.“,no
Ist der folgende Satz plausibel? „Fernando Tatis Jr. hat sich eine Rote Karte verdient.“,no
Ist der folgende Satz plausibel? „Evander Kane schlug in der AFC-Divisionsrunde den Schrägpass.“,no
Ist der folgende Satz plausibel? „Igor Shesterkin rief ein Ave Maria aus.“,no
Ist der folgende Satz plausibel? „Gerrit Cole hat im Europapokal einen Handball begangen.“,no
Ist der folgende Satz plausibel? „Philip Rivers ist in das Sperrgebiet gefahren.“,no
Ist der folgende Satz plausibel? „Norman Powell hat ein Blockfoul begangen.“,Ja
Ist der folgende Satz plausibel? „Nazem Kadri war zu Hause.“,no
Ist der folgende Satz plausibel? „Sterling Shepard verwandelte den First Down.“,Ja
Ist der folgende Satz plausibel? „Mario Gomez erzielte einen Reverse-Layup.“,no
Ist der folgende Satz plausibel? „Andres Iniesta hat ein Geben und Gehen vollzogen.“,Ja
Ist der folgende Satz plausibel? „Drew Brees wurde im Stück gemeldet.“,Ja
Ist der folgende Satz plausibel? „Ramires hat ein Kopfballtor geschossen.“,Ja
Ist der folgende Satz plausibel? „Luis Robert war Zweiter.“,Ja
Ist der folgende Satz plausibel? „Matthew Stafford rief ein Ave Maria aus.“,Ja
Ist der folgende Satz plausibel? „T.Y. Hilton hat bei dem Stück eine Fahne gezeichnet.“,Ja
Ist der folgende Satz plausibel? „Courtland Sutton hat einen Triple geschlagen.“,no
Ist der folgende Satz plausibel? „Mark Stone verbrachte im Stanley Cup Zeit auf der Strafbank.“,Ja
Ist der folgende Satz plausibel? „Dejounte Murray machte einen Seitenschritt drei.“,Ja
Ist der folgende Satz plausibel? „Mike Trout trat mit Euroschritten zum Korb.“,no
Ist der folgende Satz plausibel? „Josh Allen hat den Bildschirmpass getroffen.“,Ja
Ist der folgende Satz plausibel? „Yaya Toure hat einen Freistoß geschossen.“,Ja
Ist der folgende Satz plausibel? „Sean Couturier hat den Verteidiger maradonaiert.“,no
Ist der folgende Satz plausibel? „Mitchell Marner hat den Verteidiger verarscht.“,no
Ist der folgende Satz plausibel? „Calvin Ridley lief hinter dem Netz.“,no
Ist der folgende Satz plausibel? „Walker Buehler hat sich einen Gang auf die Strafbank verdient.“,no
Ist der folgende Satz plausibel? „Carlos Tevez ist rückwärts gelaufen.“,no
Ist der folgende Satz plausibel? „Ben Simmons wurde für den Torwart berufen.“,Ja
Ist der folgende Satz plausibel? „Marvin Jones hat die Kontrolle über den Puck verloren.“,no
Ist der folgende Satz plausibel? „Brad Hand hat die Wheel-Route eingeschlagen.“,no
Ist der folgende Satz plausibel? „Aleksander Barkov hat den Dreier gemauert.“,no
Ist der folgende Satz plausibel? „Josh Allen hat den Bildschirmpass erwischt.“,Ja
Ist der folgende Satz plausibel? „Connor McDavid hat in der NFC-Divisionsrunde einen Touchdown geworfen.“,no
Ist der folgende Satz plausibel? „Amari Cooper hat einen Elfmeter geschossen.“,no
Ist der folgende Satz plausibel? „Mario Balotelli schoss im Champions-League-Finale mit dem linken Fuß.“,Ja
Ist der folgende Satz plausibel? „Willian hat das Powerplay getötet.“,no
Ist der folgende Satz plausibel? „Kendrick Nunn hat die Verantwortung übernommen.“,Ja
Ist der folgende Satz plausibel? „Cooper Kupp erzielte im dritten Drittel des Stanley Cups ein Tor.“,no
Ist der folgende Satz plausibel? „Sean Couturier hat im Stanley Cup den Puck zugespielt.“,Ja
Ist der folgende Satz plausibel? „Sterling Shepard hat einen Walkoff-Homerun geschossen.“,no
Ist der folgende Satz plausibel? „Jesus Luzardo wurde wegen Hieben gerufen.“,no
Ist der folgende Satz plausibel? „Keenan Allen hat beim Spiel der NFC-Meisterschaft eine Flagge gezeichnet.“,Ja
Ist der folgende Satz plausibel? „Jamal Murray ging auf Ball vier.“,no
Ist der folgende Satz plausibel? „Toni Kroos hat ein Geben und Gehen vollzogen.“,Ja
Ist der folgende Satz plausibel? „Mitchell Trubisky hat den Bildschirmpass erwischt.“,Ja
Ist der folgende Satz plausibel? „Sergio Busquets ist auf der Base angekommen.“,no
Ist der folgende Satz plausibel? „Domantas Sabonis hat in der AFC-Meisterschaft fünf Yards gewonnen.“,no
Ist der folgende Satz plausibel? „De’Aaron Fox hat einen Fahrradkick erzielt.“,no
Ist der folgende Satz plausibel? „James Harden schoss von außerhalb der Achtzehn.“,no
Ist der folgende Satz plausibel? „Patrick Kane hat im Stanley Cup einen Schuss mit der Rückhand gemacht.“,Ja
Ist der folgende Satz plausibel? „Malcolm Brogdon hat in der NBA-Meisterschaft einen Euroschritt zum Korb gemacht.“,Ja
Ist der folgende Satz plausibel? „James Karinchak hat die blaue Linie überschritten.“,no
Ist der folgende Satz plausibel? „Joe Burrow hat fünf Yards gewonnen.“,Ja
Ist der folgende Satz plausibel? „Steven Stamkos schlug den Schrägpass.“,no
Ist der folgende Satz plausibel? „John Carlson betrat im Stanley Cup die Angriffszone.“,Ja
Ist der folgende Satz plausibel? „Patrice Bergeron verwandelte den First Down.“,no
Ist der folgende Satz plausibel? „Luke Voit war zunächst draußen.“,Ja
Ist der folgende Satz plausibel? „Timo Meier hat den Verteidiger im FA Cup verarscht.“,no
Ist der folgende Satz plausibel? „Max Scherzer war zunächst in Sicherheit.“,Ja
Ist der folgende Satz plausibel? „Eden Hazard hat den Buzzer betätigt.“,no
Ist der folgende Satz plausibel? „Neal Pionk schoss von der Fünf-Yard-Linie.“,no
Ist der folgende Satz plausibel? „Nick Castellanos hat die Wheel-Route getroffen.“,no
Ist der folgende Satz plausibel? „Tom Brady war zunächst in Sicherheit.“,no
Ist der folgende Satz plausibel? „Sergio Ramos hat nur das Netz getroffen.“,no
Ist der folgende Satz plausibel? „Khyri Thomas hat in der NFC-Meisterschaft die Richtung im Rückfeld geändert.“,no
Ist der folgende Satz plausibel? „Leon Draisaitl landete in der National League Championship Series auf der zweiten Base.“,no
Ist der folgende Satz plausibel? „Bastian Schweinsteiger hat in der Nachspielzeit getroffen.“,Ja
Ist der folgende Satz plausibel? „Aaron Nola verwandelte den First Down.“,no
Ist der folgende Satz plausibel? „Ketel Marte ist in der Endzone angekommen.“,no
Ist der folgende Satz plausibel? „Travis Konecny ​​hat dem Verteidiger einen Maradona verpasst.“,no
Ist der folgende Satz plausibel? „Pierre-Luc Dubois ist rückwärts gelaufen.“,Ja
Ist der folgende Satz plausibel? „Ryan O’Reilly hat einen Schuss abgegeben.“,Ja
Ist der folgende Satz plausibel? „Miro Heiskanen hat sich einen Gang auf die Strafbank verdient.“,Ja
Ist der folgende Satz plausibel? „Angel Di Maria erzielte in der Verlängerung ein Tor.“,Ja
Ist der folgende Satz plausibel? „Sam Darnold erzielte im Powerplay im Stanley Cup ein Tor.“,no
Ist der folgende Satz plausibel? „Gleyber Torres hat einen Fahrradkick erzielt.“,no
Ist der folgende Satz plausibel? „Tyler Glasnow hat einen Elfmeter geschossen.“,no
Ist der folgende Satz plausibel? „DeVante Parker wurde als Sahnehäubchen gerufen.“,no
Ist der folgende Satz plausibel? „Jayson Tatum wurde für den Torwart berufen.“,Ja
Ist der folgende Satz plausibel? „Carson Wentz hat den Bildschirmpass erwischt.“,Ja
Ist der folgende Satz plausibel? „Bryce Harper hat den Ball gefummelt.“,no
Ist der folgende Satz plausibel? „Keenan Allen hat im Finale der Western Conference den Summer geschlagen.“,no
Ist der folgende Satz plausibel? „Marcell Ozuna hat einen Touchdown erzielt.“,no
Ist der folgende Satz plausibel? „Brandon Woodruff hat im Finale der Eastern Conference die Nase vorn.“,no
Ist der folgende Satz plausibel? „Jonas Valanciunas hat den Summer geschlagen.“,Ja
Ist der folgende Satz plausibel? „Nerlens Noel war zu Hause.“,no
Ist der folgende Satz plausibel? „Paulinho hat sich im FA Cup einen indirekten Kick verdient.“,Ja
Ist der folgende Satz plausibel? „Klaas Jan Huntelaar hat den Puck geschossen.“,no
Ist der folgende Satz plausibel? „David Pastrnak ist rückwärts gelaufen.“,Ja
Ist der folgende Satz plausibel? „Joe Burrow hat im Superbowl den Back-Shoulder-Fade erwischt.“,Ja
Ist der folgende Satz plausibel? „Sergio Agüero hat den Verteidiger maradonaiert.“,Ja
Ist der folgende Satz plausibel? „Gerrit Cole hat die harte Leinwand eingestellt.“,no
Ist der folgende Satz plausibel? „CJ McCollum schoss von der Fünf-Yard-Linie.“,no
Ist der folgende Satz plausibel? „Kyle Tucker hat einen Linksschuss gemacht.“,no
Ist der folgende Satz plausibel? „Jakub Vrana ist rückwärts gelaufen.“,Ja
Ist der folgende Satz plausibel? „Deshaun Watson wurde bei dem Stück gemeldet.“,Ja
"Ist der folgende Satz plausibel? „Tyler Glasnow sah zu, wie das Spielfeld vorbeizog.“",Ja
Ist der folgende Satz plausibel? „Juan Soto hat Ball vier geholt.“,Ja
Ist der folgende Satz plausibel? „Anthony Davis hat den Summer geschlagen.“,Ja
Ist der folgende Satz plausibel? „Caris LeVert erzielte einen Reverse-Layup.“,Ja
Ist der folgende Satz plausibel? „Andrei Svechnikov hat Ball vier geholt.“,no
Ist der folgende Satz plausibel? „Trae Young ist in der Endzone angekommen.“,no
Ist der folgende Satz plausibel? „Nathan MacKinnon hat im Finale der Eastern Conference den Dreier geschafft.“,no
Ist der folgende Satz plausibel? „A.J. Green erzielte im dritten Drittel ein Tor.“,no
Ist der folgende Satz plausibel? „Elias Lindholm hat den Schnappschuss gemacht.“,no
Ist der folgende Satz plausibel? „Fred VanVleet hat den Puck zugespielt.“,no
Ist der folgende Satz plausibel? „Frederik Andersen verwandelte den First Down.“,no
Ist der folgende Satz plausibel? „Javier Mascherano hat einen Linksschuss gemacht.“,Ja
Ist der folgende Satz plausibel? „Mike Trout hat einen Walkoff-Homerun getroffen.“,Ja
Ist der folgende Satz plausibel? „Pete Alonso hat in der World Series ein Triple geschossen.“,Ja
Ist der folgende Satz plausibel? „Anthony Rizzo ist im Stanley Cup rückwärts gelaufen.“,no
Ist der folgende Satz plausibel? „Francisco Lindor ging auf Ball vier.“,Ja
Ist der folgende Satz plausibel? „Klaas Jan Huntelaar erzielte den einfachen Korbleger.“,no
Ist der folgende Satz plausibel? „Stefon Diggs schlug den Schrägpass.“,Ja
Ist der folgende Satz plausibel? „Diego Forlan hat dem Verteidiger einen Maradona verpasst.“,Ja
Ist der folgende Satz plausibel? „George Springer hat ein Blockfoul begangen.“,no
Ist der folgende Satz plausibel? „Arjen Robben hat im Stanley Cup die blaue Linie überschritten.“,no
Ist der folgende Satz plausibel? „Mitchell Robinson hat den Schuss abgefeuert.“,Ja
Ist der folgende Satz plausibel? „Gabriel Landeskog hat den Verzweiflungsstoß ausgelöst.“,no
Ist der folgende Satz plausibel? „Vincent Kompany hat einen Tritt mit dem Fahrrad erzielt.“,Ja
Ist der folgende Satz plausibel? „Mathew Barzal hat nach der Leinwand gerufen.“,no
Ist der folgende Satz plausibel? „Kailer Yamamoto hat den Fade an der hinteren Schulter gefangen.“,no
Ist der folgende Satz plausibel? „Patrice Bergeron hat einen Rückhandschuss gemacht.“,Ja
Ist der folgende Satz plausibel? „Collin Sexton drückte den Summerschläger.“,Ja
Ist der folgende Satz plausibel? „Stephan El Shaarawy hat mit dem linken Fuß geschossen.“,Ja
Ist der folgende Satz plausibel? „Nick Foles hat die Kontrolle über den Puck verloren.“,no
Ist der folgende Satz plausibel? „Ryan Nugent-Hopkins hat das Powerplay getötet.“,Ja
Ist der folgende Satz plausibel? „Kyle Connor trat im Finale der Western Conference mit Euroschritten an den Korb.“,no
Ist der folgende Satz plausibel? „Luka Modric ist im FA Cup mit Stollen aufgestiegen.“,Ja
Ist der folgende Satz plausibel? „Dani Alves hat den Schnappschuss gemacht.“,no
Ist der folgende Satz plausibel? „Russell Westbrook hat im Powerplay getroffen.“,no
Ist der folgende Satz plausibel? „Mark Stone hat einen Triple geschlagen.“,no
Ist der folgende Satz plausibel? „Teuvo Teravainen hat den Puck geschossen.“,Ja
Ist der folgende Satz plausibel? „John Brown hat es auf dem vierten Platz in der NFC-Meisterschaft geschafft.“,Ja
Ist der folgende Satz plausibel? „Kwadwo Asamoah hat im Finale der Eastern Conference die Shot Clock geschlagen.“,no
Ist der folgende Satz plausibel? „Kyle Tucker hat die erste Base betreten.“,Ja
Ist der folgende Satz plausibel? „Neymar hat im Champions-Leage-Halbfinale einen Maradona auf den Verteidiger gemacht.“,Ja
Ist der folgende Satz plausibel? „Mookie Betts hat einen Seitenschritt drei gemacht.“,no
Ist der folgende Satz plausibel? „Sonny Gray war Zweiter.“,Ja
Ist der folgende Satz plausibel? „Juan Soto hat einen doppelten Übersteiger gemacht.“,no
Ist der folgende Satz plausibel? „Juan Mata erzielte im Champions-League-Finale einen Fallrückzieher.“,Ja
Ist der folgende Satz plausibel? „Dylan Larkin ging auf Ball vier.“,no
Ist der folgende Satz plausibel? „Brandon Lowe hat mit dem linken Fuß geschossen.“,no
Ist der folgende Satz plausibel? „Caris LeVert hat einen Reverse Dunk erzielt.“,Ja
Ist der folgende Satz plausibel? „Emmanuel Sanders hat einen Basehit bekommen.“,no
Ist der folgende Satz plausibel? „Robert Woods hat das Powerplay getötet.“,no
Ist der folgende Satz plausibel? „Jonathan Marchessault hat fünf Löcher geschlagen.“,Ja
Ist der folgende Satz plausibel? „Tristan Jarry hat den Ball versenkt.“,no
"Ist der folgende Satz plausibel? „Wayne Rooney sah zu, wie das Spielfeld vorbeizog.“",no
Ist der folgende Satz plausibel? „Michael Thomas hat den Schnappschuss gemacht.“,Ja
Ist der folgende Satz plausibel? „Deshaun Watson hat einen Eckstoß gemacht.“,no
Ist der folgende Satz plausibel? „Mookie Betts hat im Powerplay ein Tor erzielt.“,no
Ist der folgende Satz plausibel? „Tuukka Rask hat einen Doppelschlag erzielt.“,no
Ist der folgende Satz plausibel? „Toni Kroos hat im Halbfinale der Champions League einen Einwurf gemacht.“,Ja
Ist der folgende Satz plausibel? „Mike Williams hat im Superbowl den Ball gefummelt.“,Ja
Ist der folgende Satz plausibel? „Allen Robinson hat fünf Yards gewonnen.“,Ja
Ist der folgende Satz plausibel? „Mario Gomez erzielte einen Reverse-Layup.“,no
Ist der folgende Satz plausibel? „Juan Mata hat den Bildschirmpass erwischt.“,no
Ist der folgende Satz plausibel? „Jamison Crowder hat bei dem Stück eine Flagge gezeichnet.“,Ja
Ist der folgende Satz plausibel? „Mike Williams hat im FA Cup einen Bicycle-Kick erzielt.“,no
Ist der folgende Satz plausibel? „Petr Cech war zunächst in Sicherheit.“,no
Ist der folgende Satz plausibel? „Jayson Tatum hat in der NBA-Meisterschaft einen Sidestep Three gemacht.“,Ja
Ist der folgende Satz plausibel? „Thomas Müller hat einen Triple geschossen.“,no
Ist der folgende Satz plausibel? „James Karinchak hat die volle Punktzahl erreicht.“,Ja
Ist der folgende Satz plausibel? „Jerry Jeudy hat das Powerplay getötet.“,no
Ist der folgende Satz plausibel? „Stephen Curry erzielte einen Reverse-Layup.“,Ja
Ist der folgende Satz plausibel? „Mikal Bridges hat einen Windmill Dunk erzielt.“,Ja
Ist der folgende Satz plausibel? „Ryan Fitzpatrick hat einen Touchdown erzielt.“,Ja
Ist der folgende Satz plausibel? „Jaylen Brown hat einen Verstoß von drei Sekunden begangen.“,Ja
Ist der folgende Satz plausibel? „Kenta Maeda hat den Bildschirmpass erwischt.“,no
Ist der folgende Satz plausibel? „Chris Godwin hat im Stanley Cup die blaue Linie überschritten.“,no
Ist der folgende Satz plausibel? „Justin Herbert war der Verteidiger Maradona.“,no
Ist der folgende Satz plausibel? „Blake Snell hat eine Single geschlagen.“,Ja
Ist der folgende Satz plausibel? „Darius Slayton lief in der AFC-Meisterschaft ins Aus.“,Ja
Ist der folgende Satz plausibel? „Nicklas Backstrom hat sich einen Gang auf die Strafbank verdient.“,Ja
Ist der folgende Satz plausibel? „Pepe verwandelte den First Down.“,no
Ist der folgende Satz plausibel? „Kenta Maeda warf in der American League Championship Series auf die erste Base.“,Ja
Ist der folgende Satz plausibel? „Ryan O’Reilly hat die Wheel-Route eingeschlagen.“,no
Ist der folgende Satz plausibel? „Marcell Ozuna hat einen Doppelschlag hingelegt.“,Ja
