Eingang,Ziel
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) wundervolles kleines altes braunes Eisenmotorrad
(B) Ich fahre ein kleines, wundervolles, altes, braunes Eisenmotorrad",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) dreieckiges gelbes altes schreckliches Motorrad
(B) schreckliches altes dreieckiges gelbes Motorrad",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) winziger, schnitzender, grauer, neuer indischer dreieckiger Hund
(B) winziger, brandneuer dreieckiger grauer indischer Schnitzhund",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schreckliches mittelgroßes Schnorchelbaby
(B) schrecklich schnorchelndes mittelgroßes Baby",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) riesige neue dreieckige nigerianische Leitkatze
(B) riesige nigerianische dreieckige neue Leitkatze",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) trinkender brasilianischer schöner dreieckiger Affe
(B) schöner dreieckiger brasilianischer Trinkaffe",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) grüner Wollpullover
(B) wollgrüner Pullover",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) riesige kugelförmige indische Trinksocke
(B) riesige kugelförmige indische Socke trinken",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) abstoßender großer neuer rechteckiger roter Schnitzpullover aus Gummi
(B) abstoßender neuer rechteckiger, schnitzender großer Pullover aus rotem Gummi",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schreckliches altmodisches türkisches Baby
(B) altmodisches schreckliches türkisches Baby",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) albernes, riesiges, altmodisches, dreieckiges, braungebranntes pakistanisches Baby
(B) dreieckiges, braunes, albernes, riesiges, altmodisches pakistanisches Baby",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Stoffwandern riesiger altmodischer Schuh
(B) riesiger altmodischer Stoffwanderschuh",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Üben Sie ein altmodisches mittelgroßes kongolesisches Stahlmatch aus
(B) mittelgroßer, altmodischer kongolesischer Übungskampf aus Stahl",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) riesige altmodische dreieckige rosa Katze
(B) altmodische rosa massive dreieckige Katze",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Iranischer netter führender altmodischer Affe
(B) schöner altmodischer iranischer Leitaffe",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) altmodischer weißer russischer Eisencomputer
(B) altmodischer russischer Computer aus weißem Eisen",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Stoff, rosa, prismenartig, wunderbarer großer Übungsschuh
(B) wundervoller, großer, prismenartiger rosafarbener Stoff-Trainingsschuh",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großes braunes Glasfaserauto
(B) großes braunes Glasfaserauto",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) alter silberner schöner Affe
(B) schöner alter silberner Affe",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) geheimnisvoller mittelgroßer altmodischer lila Stuhl
(B) geheimnisvoller lila mittelgroßer altmodischer Stuhl",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Chinese trinkt graues Motorrad
(B) graues chinesisches Trinkmotorrad",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großes rundes rosafarbenes thailändisches silbernes Auto
(B) silbernes kreisförmiges fahrendes großes thailändisches rosa Auto",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großer alter quadratischer roter amerikanischer Essschuh aus Pappe
(B) roter alter großer amerikanischer quadratischer Essschuh aus Pappe",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) rechteckiger, winziger lilafarbener Fiberglas-Hund
(B) winziger rechteckiger lilafarbener Fiberglas-Hund",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) lächerliche, mittelgroße, altmodische Pyramiden-Fahrersocke aus grauer Wolle
(B) altmodische, mittelgroße, Pyramidengraue, lächerliche Fahrsocke aus Wolle",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Türkischer quadratischer schrecklicher Stuhl
(B) schrecklicher quadratischer türkischer Stuhl",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schnitzender nigerianischer Computer
(B) Nigerianischer Schnitzcomputer",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) fährt ein blaues Auto
(B) blaues fahrendes Auto",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) trinkender alter Affe
(B) alter trinkender Affe",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) kreisförmiges pakistanisches Übungsstahl-geheimnisvolles schwarzes altes Surfbrett
(B) geheimnisvolles altes rundes Übungssurfbrett aus schwarzem pakistanischem Stahl",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Schnorcheln schrecklicher silberner Pullover
(B) schrecklicher silberner Schnorchelpullover",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) geheimnisvoller mittelgroßer roter indonesischer Affe
(B) geheimnisvoller indonesischer mittelgroßer roter Affe",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schreckliches, archaisches, pyramidenförmiges weißes nigerianisches Streichholz
(B) Pyramidenförmiges nigerianisches schreckliches weißes archaisches Match",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) alter lila kongolesischer rechteckiger Pullover
(B) alter rechteckiger lila kongolesischer Pullover",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) mittelgroße violette russische Gold-Schnorchelsocke
(B) goldene russische mittelgroße lila Schnorchelsocke",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) riesiges dreieckiges amerikanisches Laufauto
(B) riesiges gehendes amerikanisches Dreiecksauto",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) riesiges, rauchendes, quadratisches russisches Auto
(B) riesiges quadratisches russisches Rauchauto",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schöner alter dreieckiger orangefarbener türkischer Räucherschuh aus Holz
(B) Türkischer Holzraucher, schöner orangefarbener alter dreieckiger Schuh",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) altmodisches riesiges, widerwärtiges, prismenartiges, rauchendes Motorrad
(B) widerliches, riesiges, altmodisches, prismenartiges, rauchendes Motorrad",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) wandelndes, archaisches, schreckliches vietnamesisches gebräuntes Baby
(B) schreckliches, archaisches, gebräuntes, gehendes vietnamesisches Baby",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) brandneues rosa lächerliches Holz-Massivbaby
(B) lächerliches, riesiges, brandneues rosafarbenes Holzbaby",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) riesige, pyramidenförmige, weiße indonesische Raucherkatze aus Glas
(B) Pyramidenförmige indonesische riesige rauchende weiße Glaskatze",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) kleiner rosafarbener indonesischer, trinkender, abstoßender Hund
(B) abstoßender kleiner rosafarbener indonesischer Trinkhund",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) mittelgroßes altes rechteckiges kongolesisches Schnitzschiff
(B) mittelgroßes, rechteckiges, antikes kongolesisches Schiff",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schönes kleines dreieckiges schwarzes Messer
(B) schwarzes, dreieckiges, kleines, hübsches Messer",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schönes, mittelgroßes, brandneues Trink-Surfbrett
(B) Schönes, brandneues mittelgroßes Surfbrett trinken",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) widerwärtiges großes prismenartiges orangefarbenes philippinisches Glasmesser
(B) widerwärtiges großes prismenartiges philippinisches orangefarbenes Glasmesser",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) mittelgroßes philippinisches altmodisches Schiff
(B) mittelgroßes altmodisches philippinisches Schiff",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) riesiges schnorchelndes kugelförmiges Schiff aus hellbraunem Stoff
(B) riesiges kugelförmiges Schnorchelschiff aus hellbraunem Stoff",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Fahrender Pyramiden-Stuhl
(B) kleiner Pyramiden-Fahrstuhl",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schöner kleiner, brandneuer kugelförmiger lilafarbener Bleistuhl
(B) kleiner, brandneuer, schöner, kugelförmiger lila Stuhl",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) archaisches schönes schnorchelndes rechteckiges graues Baby
(B) schönes archaisches rechteckiges graues Schnorchelbaby",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großes Tuch, das einen schrecklichen russischen Computer tippt
(B) schrecklich großer russischer Stoffschreibcomputer",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großes quadratisches Schiff
(B) quadratisches großes Schiff",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schöner riesiger blauer Bangladesch-Hund
(B) Schöner blauer riesiger Hund aus Bangladesch",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) glasbraunes kreisförmiges gehendes Baby
(B) rundes wandelndes Baby aus braunem Glas",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) brandneues rundes pakistanisches Surfbrett
(B) Pakistanisches kreisförmiges brandneues Surfbrett",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schöner lila pakistanischer rechteckiger neuer Schreibpullover
(B) schöner neuer rechteckiger lila pakistanischer Schreibpullover",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) archaischer quadratischer orangefarbener Wollhund
(B) archaischer quadratischer orangefarbener Wollhund",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) abstoßendes, normales, grünes, altmodisches Surfbrett aus Pappe
(B) abstoßendes, normalgroßes, altmodisches Surfbrett aus grünem Karton",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) mittelgroßer, prismenartiger japanischer Gummi-Trainingsschuh
(B) prismenartiger Übungsschuh aus japanischem Gummi in mittlerer Größe",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) abstoßendes altmodisches rechteckiges grünes japanisches Übungsschiff
(B) rechteckiges Übungsgrünes altmodisches japanisches Abstoßungsschiff",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) winziges, archaisches, rauchendes Gummischiff
(B) winziges archaisches rauchendes Gummischiff",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großer roter guter Stuhl
(B) guter großer roter Stuhl",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) neue türkische grüne Wandersocke
(B) neue grüne türkische Wandersocke",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) kleines schwarzes Fahrschiff
(B) kleines schwarzes Schiff fahren",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schöne archaische Pappkatze
(B) archaische schöne Katze aus Pappe",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) brandneue schreckliche Großkatze
(B) schrecklich große, brandneue Katze",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) rechteckiger amerikanischer orangefarbener kleiner Schuh
(B) kleiner rechteckiger orangefarbener amerikanischer Schuh",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schwarzer, schrecklicher Computer
(B) schrecklicher schwarzer Schreibcomputer",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Papierindisches antikes rosafarbenes Pyramidenschiff
(B) altes, pyramidenförmiges, rosafarbenes indisches Papierschiff",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) geheimnisvolle alte indonesische Papierkatze
(B) Papier geheimnisvolle alte indonesische Katze",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großes, brandneues Schnorchelmesser aus orangefarbenem Fiberglas
(B) Schnorchel-Fiberglas, brandneues orangefarbenes großes Messer",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) widerlicher mittelgroßer Holzcomputer
(B) widerlicher mittelgroßer Holzcomputer",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) geheimnisvolles kleines silbernes Baby aus Bangladesch
(B) silbernes, geheimnisvolles kleines bangladeschisches Baby",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) altes Surfbrett aus Fiberglas
(B) altes Fiberglas-Surfbrett",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großer Thai-Pullover aus Pappe
(B) guter massiver thailändischer Papppullover",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Thailändisches winziges Fiberglas-Essauto
(B) winziges thailändisches Fiberglas-Essauto",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schönes kleines pyramidenförmiges rotes nigerianisches Trinkauto
(B) kleines schönes nigerianisches rotes Trinkpyramidenauto",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) große archaische rote indonesische Socke
(B) große rote indonesische archaische Socke",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) gute Gummikatze
(B) Gummi gute Katze",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) brandneues, quadratisches, schwarzes, wollefressendes Motorrad
(B) Essen quadratische Wolle brandneues schwarzes Motorrad",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) glaskugelförmiger grauer alter Wanderschuh
(B) alter kugelförmiger Wanderschuh aus grauem Glas",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) quadratischer, massiver Pullover
(B) massiver quadratischer Pullover",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Mexikanisches Papierbaby
(B) mexikanisches Papierbaby",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Japanisches, silbernes, quadratisches, schreckliches Motorrad
(B) schreckliches quadratisches japanisches silbernes Motorrad",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) wunderbarer großer dreieckiger Esscomputer aus Bangladesch
(B) dreieckiger, großer, wunderbarer bangladeschischer Computer",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) gutes altes quadratisches indisches Motorrad
(B) altes indisches gutes quadratisches Motorrad",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) großer orangefarbener iranischer Eisencomputer
(B) großer orangefarbener iranischer Eisencomputer",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schönes, archaisches, pyramidenförmiges, nigerianisches braunes Motorrad aus Fiberglas
(B) schönes archaisches, pyramidenförmiges braunes nigerianisches Fiberglas-Motorrad",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) eiserner mittelgroßer Hund
(B) mittelgroßer Eisenhund",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Pakistanischer schnorchelt auf einem großen alten Schiff
(B) großes altes pakistanisches Schnorchelschiff",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) guter, riesiger, alter Gehstuhl aus schwarzem iranischem Holz
(B) riesiger, guter, schwarzer, alter, wandelnder iranischer Holzstuhl",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Nigerianischer alberner altmodischer prismenartiger Wanderstuhl
(B) alberner, altmodischer prismenartiger nigerianischer Wanderstuhl",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) neuer türkischer kugelförmiger silberner widerlicher Hund
(B) widerlicher neuer runder türkischer Silberhund",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) brandneuer grauer Papierpullover
(B) grauer, brandneuer Papierpullover",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) altes rundes braunes Auto aus türkischer Wolle
(B) braunes rundes altes Auto aus türkischer Wolle",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) brandneues Schreibmesser aus grünem Stoff
(B) brandneues grünes Schreibmesser aus Stoff",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) lila neues riesiges, schrecklich trinkendes Motorrad
(B) schrecklich riesiges neues lila Trinkmotorrad",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) kleine archaische quadratische Ledersocke
(B) archaische kleine quadratische Ledersocke",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schreckliches altes prismenartiges mexikanisches Wandermesser
(B) altes, schreckliches, prismenartiges mexikanisches Wandermesser",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) alberner grau-silberner Stuhl
(B) silbergrauer alberner Stuhl",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Russisches Schnitzwerk, schönes, riesiges Motorrad
(B) schönes riesiges russisches Schnitzmotorrad",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) lächerliche altmodische Katze aus Pappe
(B) lächerliche altmodische Pappkatze",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) massiver prismenartiger Raucherstuhl
(B) massiver, rauchender, prismenartiger Stuhl",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) schöner alter roter Wanderschuh aus Bangladesch
(B) schöner alter roter bangladeschischer Wanderschuh",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) mittelgroßer dreieckiger kongolesischer Trinkwagen
(B) Kongolesischer dreieckiger mittelgroßer Trinkwagen",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) abstoßender massiver alter Essschuh
(B) massiver, abstoßender, fressender alter Schuh",(A)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) Bräunen Sie ein kleines Streichholz zum Schnorcheln
(B) kleines braunes Schnorchelspiel",(B)
"Welcher Satz hat die richtige Adjektivreihenfolge:
Optionen:
(A) winziges neues dreieckiges graues Laufauto
(B) dreieckiges neues graues kleines Laufauto",(A)
