input,target
"La seguente frase è plausibile? ""Corbin Burnes si è guadagnato un calcio indiretto.""",no
"La seguente frase è plausibile? ""LaMelo Ball ha lanciato il tiro a metà campo nelle finali della Western Conference.""",yes
"La seguente frase è plausibile? ""Jonas Valanciunas ha battuto il campanello.""",yes
"La seguente frase è plausibile? ""Zach LaVine ha sparato al disco.""",no
"La seguente frase è plausibile? ""Nazem Kadri ha preso una carica nel campionato NBA.""",no
"La seguente frase è plausibile? ""Delon Wright ci ha provato al quarto down.""",no
"La seguente frase è plausibile? ""Malcolm Brogdon ha puntato il colpo.""",yes
"La seguente frase è plausibile? ""Michael Conforto ha commesso una violazione di tre secondi.""",no
"La seguente frase è plausibile? ""Jakub Vrana ha colpito un homer walkoff.""",no
"La seguente frase è plausibile? ""Tom Wilson ha segnato un calcio di rigore.""",no
"La seguente frase è plausibile? ""Aleksander Barkov ha passato il disco.""",yes
"La seguente frase è plausibile? ""Malik Beasley  ha commesso una violazione di tre secondi.""",yes
"La seguente frase è plausibile? ""Draymond Green ha lanciato un touchdown.""",no
"La seguente frase è plausibile? ""TY Hilton ha lanciato un touchdown nel round di divisione AFC.""",yes
"La seguente frase è plausibile? ""Robert Woods ha convertito il primo down.""",yes
"La seguente frase è plausibile? ""Julian Edelman ha armeggiato con la palla.""",yes
"La seguente frase è plausibile? ""Neymar ha tirato un rovescio nella Stanley Cup"".",no
"La seguente frase è plausibile? ""Jonathan Marchessault ha segnato nel gioco di potere nella Stanley Cup"".",yes
"La seguente frase è plausibile? ""Fred VanVleet ha segnato un calcio di punizione nella finale di Champions League"".",no
"La seguente frase è plausibile? ""Santi Cazorla ha chiamato per lo schermo.""",no
"La seguente frase è plausibile? ""Edinson Cavani ha preso il passaggio dello schermo.""",no
"La seguente frase è plausibile? ""DJ Chark ha colto la dissolvenza della spalla posteriore nel round di divisione NFC.""",yes
"La seguente frase è plausibile? ""Petr Cech ha murato la tripla"".",no
"La seguente frase è plausibile? ""Michael Porter Jr. ha chiesto lo schermo.""",yes
"La seguente frase è plausibile? ""Robert Lewandowski ha lanciato un touchdown.""",no
"La seguente frase è plausibile? ""Philip Rivers ha lanciato un'Ave Maria"".",yes
"La seguente frase è plausibile? ""Drew Brees ci ha provato al quarto down.""",yes
"La seguente frase è plausibile? ""Kevin Durant ha colpito un homer walkoff.""",no
"La seguente frase è plausibile? ""Santi Cazorla si è guadagnato un cartellino rosso nella finale di Champions League"".",yes
"La seguente frase è plausibile? ""Ryan Tannehill ha segnato una tripla.""",no
"La seguente frase è plausibile? ""Gleyber Torres ha ottenuto un colpo di base.""",yes
"La seguente frase è plausibile? ""Kawhi Leonard ha fatto un salto mortale.""",yes
"La seguente frase è plausibile? ""Brandin Cooks ci ha provato al quarto down.""",yes
"La seguente frase è plausibile? ""Clint Capela è entrato nella endzone.""",no
"La seguente frase è plausibile? ""Javier Zanetti ha visto passare il campo nella National League Championship Series"".",no
"La seguente frase è plausibile? ""Wayne Rooney ha lanciato un touchdown nel Superbowl.""",no
"La seguente frase è plausibile? ""Tyler Boyd ha centrato il passaggio sullo schermo nel round divisionale NFC.""",yes
"La seguente frase è plausibile? ""Marouane Fellaini ha segnato ai supplementari"".",yes
"La seguente frase è plausibile? ""Joao Moutinho era terzo"".",no
"La seguente frase è plausibile? ""Vincent Kompany ha commesso una violazione di tre secondi.""",no
"La seguente frase è plausibile? ""Tuukka Rask ha ucciso il powerplay.""",yes
"La seguente frase è plausibile? ""Juan Soto ha sparato da oltre l'arco.""",no
"La seguente frase è plausibile? ""Jordan Binnington ha segnato nel terzo periodo"".",yes
"La seguente frase è plausibile? ""Malcolm Brogdon è entrato nell'area riservata nelle finali della Eastern Conference.""",yes
"La seguente frase è plausibile? ""Didier Drogba è entrato in endzone"".",no
"La seguente frase è plausibile? ""Mike Hoffman ha lanciato il tiro a metà campo nelle finali della Western Conference.""",no
"La seguente frase è plausibile? ""Pedro ha colpito il lato.""",no
"La seguente frase è plausibile? ""Fernando Tatis Jr. ha guadagnato un cartellino rosso.""",no
"La seguente frase è plausibile? ""Evander Kane ha effettuato il passaggio obliquo nel turno di divisione AFC"".",no
"La seguente frase è plausibile? ""Igor Shesterkin ha lanciato un'Ave Maria"".",no
"La seguente frase è plausibile? ""Gerrit Cole ha commesso un fallo di mano in Coppa dei Campioni"".",no
"La seguente frase è plausibile? ""Philip Rivers è entrato nell'area riservata.""",no
"La seguente frase è plausibile? ""Norman Powell ha commesso un fallo di blocco.""",yes
"La seguente frase è plausibile? ""Nazem Kadri era a casa.""",no
"La seguente frase è plausibile? ""Sterling Shepard ha convertito il primo down.""",yes
"La seguente frase è plausibile? ""Mario Gomez ha segnato un layup inverso"".",no
"La seguente frase è plausibile? ""Andres Iniesta ha eseguito un dare e andare.""",yes
"La seguente frase è plausibile? ""Drew Brees è stato segnalato durante lo spettacolo.""",yes
"La seguente frase è plausibile? ""Ramires ha segnato un gol di testa"".",yes
"La seguente frase è plausibile? ""Luis Robert è uscito al secondo posto.""",yes
"La seguente frase è plausibile? ""Matthew Stafford ha lanciato un'Ave Maria"".",yes
"La seguente frase è plausibile? ""TY Hilton ha disegnato una bandiera sul gioco.""",yes
"La seguente frase è plausibile? ""Courtland Sutton ha segnato una tripla.""",no
"La seguente frase è plausibile? ""Mark Stone ha trascorso del tempo in panca puniti nella Stanley Cup.""",yes
"La seguente frase è plausibile? ""Dejounte Murray ha fatto un passo laterale tre.""",yes
"La seguente frase è plausibile? ""Mike Trout è andato a canestro.""",no
"La seguente frase è plausibile? ""Josh Allen ha colpito il passaggio dello schermo.""",yes
"La seguente frase è plausibile? ""Yaya Touré ha segnato un calcio di punizione"".",yes
"La seguente frase è plausibile? ""Sean Couturier maradona ha fatto il difensore"".",no
"La seguente frase è plausibile? ""Mitchell Marner ha dato di matto al difensore.""",no
"La seguente frase è plausibile? ""Calvin Ridley ha pattinato dietro la rete.""",no
"La seguente frase è plausibile? ""Walker Buehler si è guadagnato una trasferta in panca puniti"".",no
"La seguente frase è plausibile? ""Carlos Tevez ha pattinato all'indietro.""",no
"La seguente frase è plausibile? ""Ben Simmons è stato chiamato per il gol"".",yes
"La seguente frase è plausibile? ""Marvin Jones ha perso il controllo del disco.""",no
"La seguente frase è plausibile? ""Brad Hand ha colpito il percorso della ruota.""",no
"La seguente frase è plausibile? ""Aleksander Barkov ha murato la tripla"".",no
"La seguente frase è plausibile? ""Josh Allen ha ottenuto il pass per lo schermo.""",yes
"La seguente frase è plausibile? ""Connor McDavid ha lanciato un touchdown nel round divisionale NFC.""",no
"La seguente frase è plausibile? ""Amari Cooper ha segnato un calcio di rigore.""",no
"La seguente frase è plausibile? ""Mario Balotelli ha tirato di sinistro nella finale di Champions League"".",yes
"La seguente frase è plausibile? ""Willian ha ucciso il powerplay.""",no
"La seguente frase è plausibile? ""Kendrick Nunn ha preso una carica.""",yes
"La seguente frase è plausibile? ""Cooper Kupp ha segnato nel terzo periodo della Stanley Cup"".",no
"La seguente frase è plausibile? ""Sean Couturier ha superato il disco nella Stanley Cup.""",yes
"La seguente frase è plausibile? ""Sterling Shepard ha colpito un homer walkoff.""",no
"La seguente frase è plausibile? ""Jesus Luzardo è stato chiamato per il taglio.""",no
"La seguente frase è plausibile? ""Keenan Allen ha disegnato una bandiera sul gioco nel campionato NFC.""",yes
"La seguente frase è plausibile? ""Jamal Murray ha camminato sulla palla quattro.""",no
"La seguente frase è plausibile? ""Toni Kroos ha eseguito un dare e andare.""",yes
"La seguente frase è plausibile? ""Mitchell Trubisky ha ottenuto il pass per lo schermo.""",yes
"La seguente frase è plausibile? ""Sergio Busquets è arrivato alla base.""",no
"La seguente frase è plausibile? ""Domantas Sabonis ha guadagnato cinque yard nel campionato AFC"".",no
"La seguente frase è plausibile? ""De'Aaron Fox ha segnato un calcio in bicicletta.""",no
"La seguente frase è plausibile? ""James Harden ha tirato da fuori i diciotto.""",no
"La seguente frase è plausibile? ""Patrick Kane ha battuto di rovescio un tiro nella Stanley Cup.""",yes
"La seguente frase è plausibile? ""Malcolm Brogdon è passato a canestro nel campionato NBA"".",yes
"La seguente frase è plausibile? ""James Karinchak ha attraversato la linea blu.""",no
"La seguente frase è plausibile? ""Joe Burrow ha guadagnato cinque yard.""",yes
"La seguente frase è plausibile? ""Steven Stamkos ha colpito il passaggio inclinato.""",no
"La seguente frase è plausibile? ""John Carlson è entrato in zona offensiva nella Stanley Cup"".",yes
"La seguente frase è plausibile? ""Patrice Bergeron ha convertito il primo down.""",no
"La seguente frase è plausibile? ""Luke Voit era fuori all'inizio.""",yes
"La seguente frase è plausibile? ""Timo Meier ha fatto impazzire il difensore in FA Cup"".",no
"La seguente frase è plausibile? ""Max Scherzer era al sicuro all'inizio.""",yes
"La seguente frase è plausibile? ""Eden Hazard ha colpito il cicalino.""",no
"La seguente frase è plausibile? ""Neal Pionk ha tirato dalla linea delle sei yard.""",no
"La seguente frase è plausibile? ""Nick Castellanos ha colpito il percorso della ruota.""",no
"La seguente frase è plausibile? ""Tom Brady era al sicuro all'inizio.""",no
"La seguente frase è plausibile? ""Sergio Ramos non ha fatto altro che rete"".",no
"La seguente frase è plausibile? ""Khyri Thomas ha cambiato direzione nel backfield nel campionato NFC"".",no
"La seguente frase è plausibile? ""Leon Draisaitl è arrivato in seconda base nella National League Championship Series.""",no
"La seguente frase è plausibile? ""Bastian Schweinsteiger ha segnato nei minuti di recupero"".",yes
"La seguente frase è plausibile? ""Aaron Nola ha convertito il primo down.""",no
"La seguente frase è plausibile? ""Ketel Marte è entrato nella endzone.""",no
"La seguente frase è plausibile? ""Travis Konecny ​​ha fatto un maradona sul difensore"".",no
"La seguente frase è plausibile? ""Pierre-Luc Dubois ha pattinato all'indietro.""",yes
"La seguente frase è plausibile? ""Ryan O'Reilly ha sparato al polso.""",yes
"La seguente frase è plausibile? ""Miro Heiskanen si è guadagnato una trasferta in area di rigore"".",yes
"La seguente frase è plausibile? ""Angel Di Maria ha segnato nei tempi supplementari"".",yes
"La seguente frase è plausibile? ""Sam Darnold ha segnato nel gioco di potere nella Stanley Cup.""",no
"La seguente frase è plausibile? ""Gleyber Torres ha segnato una rovesciata"".",no
"La seguente frase è plausibile? ""Tyler Glasnow ha segnato un calcio di rigore.""",no
"La seguente frase è plausibile? ""DeVante Parker è stato chiamato per la glassa.""",no
"La seguente frase è plausibile? ""Jayson Tatum è stato chiamato per il gol"".",yes
"La seguente frase è plausibile? ""Carson Wentz ha preso il pass per lo schermo.""",yes
"La seguente frase è plausibile? ""Bryce Harper ha armeggiato con la palla.""",no
"La seguente frase è plausibile? ""Keenan Allen ha battuto il cicalino nelle finali della Western Conference.""",no
"La seguente frase è plausibile? ""Marcell Ozuna ha segnato un touchdown.""",no
"La seguente frase è plausibile? ""Brandon Woodruff ha impostato lo schermo duro nelle finali della Eastern Conference.""",no
"La seguente frase è plausibile? ""Jonas Valanciunas ha battuto il campanello.""",yes
"La seguente frase è plausibile? ""Nerlens Noel era a casa.""",no
"La seguente frase è plausibile? ""Paulinho ha guadagnato un calcio indiretto in FA Cup"".",yes
"La seguente frase è plausibile? ""Klaas Jan Huntelaar ha sparato al disco.""",no
"La seguente frase è plausibile? ""David Pastrnak ha pattinato all'indietro.""",yes
"La seguente frase è plausibile? ""Joe Burrow ha catturato la dissolvenza della spalla posteriore nel Superbowl.""",yes
"La seguente frase è plausibile? ""Sergio Aguero maradona ha fatto il difensore"".",yes
"La seguente frase è plausibile? ""Gerrit Cole ha impostato lo schermo duro.""",no
"La seguente frase è plausibile? ""CJ McCollum ha tirato dalla linea delle sei yard.""",no
"La seguente frase è plausibile? ""Kyle Tucker ha preso un tiro di sinistro.""",no
"La seguente frase è plausibile? ""Jakub Vrana ha pattinato all'indietro.""",yes
"La seguente frase è plausibile? ""Deshaun Watson è stato segnalato sul gioco.""",yes
"La seguente frase è plausibile? ""Tyler Glasnow ha visto passare il campo.""",yes
"La seguente frase è plausibile? ""Juan Soto ha preso la palla quattro.""",yes
"La seguente frase è plausibile? ""Anthony Davis ha battuto il campanello.""",yes
"La seguente frase è plausibile? ""Caris LeVert ha segnato un layup inverso.""",yes
"La seguente frase è plausibile? ""Andrei Svechnikov ha preso la palla quattro.""",no
"La seguente frase è plausibile? ""Trae Young è entrato nella endzone.""",no
"La seguente frase è plausibile? ""Nathan MacKinnon ha battuto i tre punti nelle finali della Eastern Conference.""",no
"La seguente frase è plausibile? ""AJ Green ha segnato nel terzo periodo.""",no
"La seguente frase è plausibile? ""Elias Lindholm ha preso il colpo.""",no
"La seguente frase è plausibile? ""Fred VanVleet ha passato il disco.""",no
"La seguente frase è plausibile? ""Frederik Andersen ha convertito il primo down.""",no
"La seguente frase è plausibile? ""Javier Mascherano ha preso un tiro di sinistro"".",yes
"La seguente frase è plausibile? ""Mike Trout ha colpito un homer walkoff.""",yes
"La seguente frase è plausibile? ""Pete Alonso ha segnato una tripla nelle World Series"".",yes
"La seguente frase è plausibile? ""Anthony Rizzo ha pattinato all'indietro nella Stanley Cup.""",no
"La seguente frase è plausibile? ""Francisco Lindor ha camminato sulla palla quattro.""",yes
"La seguente frase è plausibile? ""Klaas Jan Huntelaar ha segnato il facile layup"".",no
"La seguente frase è plausibile? ""Stefon Diggs ha colpito il passaggio inclinato.""",yes
"La seguente frase è plausibile? ""Diego Forlan ha fatto un maradona sul difensore"".",yes
"La seguente frase è plausibile? ""George Springer ha commesso un fallo di blocco.""",no
"La seguente frase è plausibile? ""Arjen Robben ha superato la linea blu nella Stanley Cup.""",no
"La seguente frase è plausibile? ""Mitchell Robinson ha mandato in aria il tiro.""",yes
"La seguente frase è plausibile? ""Gabriel Landeskog ha lanciato l'ondata di disperazione.""",no
"La seguente frase è plausibile? ""Vincent Kompany ha segnato un calcio in bicicletta.""",yes
"La seguente frase è plausibile? ""Mathew Barzal ha chiamato per lo schermo.""",no
"La seguente frase è plausibile? ""Kailer Yamamoto ha colto la dissolvenza della spalla posteriore.""",no
"La seguente frase è plausibile? ""Patrice Bergeron ha tirato un rovescio"".",yes
"La seguente frase è plausibile? ""Collin Sexton ha colpito il cicalino.""",yes
"La seguente frase è plausibile? ""Stephan El Shaarawy ha tirato con il piede sinistro"".",yes
"La seguente frase è plausibile? ""Nick Foles ha perso il controllo del disco.""",no
"La seguente frase è plausibile? ""Ryan Nugent-Hopkins ha ucciso il powerplay.""",yes
"La seguente frase è plausibile? ""Kyle Connor è andato a canestro nelle finali della Western Conference.""",no
"La seguente frase è plausibile? ""Luka Modric è salito con i tacchetti in FA Cup"".",yes
"La seguente frase è plausibile? ""Dani Alves ha scattato la foto.""",no
"La seguente frase è plausibile? ""Russell Westbrook ha segnato sul gioco di potere.""",no
"La seguente frase è plausibile? ""Mark Stone ha segnato una tripla.""",no
"La seguente frase è plausibile? ""Teuvo Teravainen ha tirato il disco.""",yes
"La seguente frase è plausibile? ""John Brown è andato per questo al quarto posto nel campionato NFC.""",yes
"La seguente frase è plausibile? ""Kwadwo Asamoah ha battuto il cronometro dei 24 secondi nelle finali della Eastern Conference.""",no
"La seguente frase è plausibile? ""Kyle Tucker ha calpestato la prima base.""",yes
"La seguente frase è plausibile? ""Neymar ha fatto un maradona sul difensore nella semifinale di Champions League"".",yes
"La seguente frase è plausibile? ""Mookie Betts ha fatto un passo laterale tre.""",no
"La seguente frase è plausibile? ""Sonny Gray è uscito al secondo posto.""",yes
"La seguente frase è plausibile? ""Juan Soto ha fatto un doppio passo"".",no
"La seguente frase è plausibile? ""Juan Mata ha segnato una rovesciata nella finale di Champions League"".",yes
"La seguente frase è plausibile? ""Dylan Larkin ha camminato sulla palla quattro.""",no
"La seguente frase è plausibile? ""Brandon Lowe ha preso un tiro di sinistro.""",no
"La seguente frase è plausibile? ""Caris LeVert ha segnato una schiacciata inversa.""",yes
"La seguente frase è plausibile? ""Emmanuel Sanders ha ottenuto un successo di base.""",no
"La seguente frase è plausibile? ""Robert Woods ha ucciso il powerplay.""",no
"La seguente frase è plausibile? ""Jonathan Marchessault è andato a cinque buche.""",yes
"La seguente frase è plausibile? ""Tristan Jarry ha schiacciato la palla.""",no
"La seguente frase è plausibile? ""Wayne Rooney ha guardato passare il campo.""",no
"La seguente frase è plausibile? ""Michael Thomas ha preso il colpo.""",yes
"La seguente frase è plausibile? ""Deshaun Watson ha preso un calcio d'angolo.""",no
"La seguente frase è plausibile? ""Mookie Betts ha segnato sul gioco di potere.""",no
"La seguente frase è plausibile? ""Tuukka Rask ha fatto doppietta.""",no
"La seguente frase è plausibile? ""Toni Kroos ha fatto una rimessa laterale nella semifinale di Champions League"".",yes
"La seguente frase è plausibile? ""Mike Williams ha armeggiato con la palla nel Superbowl"".",yes
"La seguente frase è plausibile? ""Allen Robinson ha guadagnato cinque yard.""",yes
"La seguente frase è plausibile? ""Mario Gomez ha segnato un layup inverso"".",no
"La seguente frase è plausibile? ""Juan Mata ha preso il passaggio dello schermo.""",no
"La seguente frase è plausibile? ""Jamison Crowder ha disegnato una bandiera sul gioco.""",yes
"La seguente frase è plausibile? ""Mike Williams ha segnato una rovesciata in FA Cup"".",no
"La seguente frase è plausibile? ""Petr Cech era al sicuro all'inizio.""",no
"La seguente frase è plausibile? ""Jayson Tatum ha fatto un terzo passo laterale nel campionato NBA.""",yes
"La seguente frase è plausibile? ""Thomas Muller ha segnato una tripla.""",no
"La seguente frase è plausibile? ""James Karinchak ha fatto un conteggio completo.""",yes
"La seguente frase è plausibile? ""Jerry Jeudy ha ucciso il powerplay"".",no
"La seguente frase è plausibile? ""Stephen Curry ha segnato un layup inverso.""",yes
"La seguente frase è plausibile? ""Mikal Bridges ha segnato una schiacciata con il mulino a vento"".",yes
"La seguente frase è plausibile? ""Ryan Fitzpatrick ha segnato un touchdown.""",yes
"La seguente frase è plausibile? ""Jaylen Brown ha commesso una violazione di tre secondi.""",yes
"La seguente frase è plausibile? ""Kenta Maeda ha ottenuto il pass per lo schermo.""",no
"La seguente frase è plausibile? ""Chris Godwin ha superato la linea blu nella Stanley Cup.""",no
"La seguente frase è plausibile? ""Justin Herbert maradona ha fatto il difensore.""",no
"La seguente frase è plausibile? ""Blake Snell ha colpito un singolo.""",yes
"La seguente frase è plausibile? ""Darius Slayton è finito fuori limite nel campionato AFC.""",yes
"La seguente frase è plausibile? ""Nicklas Backstrom si è guadagnato una trasferta in panca puniti.""",yes
"La seguente frase è plausibile? ""Pepe ha convertito il primo down.""",no
"La seguente frase è plausibile? ""Kenta Maeda è arrivato in prima base nell'American League Championship Series.""",yes
"La seguente frase è plausibile? ""Ryan O'Reilly ha colpito il percorso della ruota.""",no
"La seguente frase è plausibile? ""Marcell Ozuna ha fatto un doppio gioco.""",yes
