输入,目标
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个红球，鲍勃有一个黑球，克莱尔有一个蓝球，戴夫有一个黄球，伊芙有一个棕色球。
随着比赛的进行，两对球员交换球。首先，克莱尔和伊芙交换球。然后，爱丽丝和鲍勃交换球。然后，伊芙和戴夫交换球。然后，克莱尔和戴夫交换球。最后，克莱尔和爱丽丝交换了球。游戏结束后，克莱尔获得了
选项：
（一）红球
(B) 黑球
(C) 蓝球
(D) 黄球
(E) 棕色球",(B)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个棕色的球，鲍勃有一个黑色的球，克莱尔有一个红色的球，戴夫有一个粉红色的球，伊芙有一个蓝色的球。
随着比赛的进行，两对球员交换球。首先，克莱尔和鲍勃交换球。然后，克莱尔和伊芙交换球。然后，鲍勃和克莱尔交换球。然后，戴夫和克莱尔交换球。最后，爱丽丝和戴夫交换了球。游戏结束后，克莱尔获得了
选项：
(A) 棕色球
(B) 黑球
(C) 红球
(D) 粉色球
(E) 蓝色球",(D)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是广场舞会上的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与卡尔跳舞，鲍勃与杰米跳舞，克莱尔与梅丽莎跳舞，戴夫与洛拉跳舞，伊芙与奥菲莉亚跳舞。
在整首歌中，舞者经常交换舞伴。首先，鲍勃和克莱尔交换伙伴。然后，爱丽丝和戴夫交换了伙伴。然后，鲍勃和爱丽丝交换了伙伴。然后，克莱尔和伊芙交换了伙伴。最后，伊芙和爱丽丝交换了伙伴。舞蹈结束时，克莱尔与
选项：
（一）卡尔
(B) 杰米
(C)梅丽莎
(D) 萝拉
(E) 奥菲莉亚",(E)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 担任右边锋，Bob 担任替补，Claire 担任右中场，Dave 担任守门员，Eve 担任啦啦队长。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，鲍勃和爱丽丝交易头寸。然后，戴夫和克莱尔交换立场。然后，爱丽丝和克莱尔交换头寸。然后，伊芙和爱丽丝交换头寸。最后，戴夫和鲍勃交换头寸。比赛结束时，克莱尔上场
选项：
(A) 右翼
(B) 替补队员
(C) 右中场
（四）守门员
(E)啦啦队长",(B)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是广场舞会上的舞者。在歌曲开始时，他们每个人都有一个舞伴：Alice 与 Ophelia 跳舞，Bob 与 Izzi 跳舞，Claire 与 Lola 跳舞，Dave 与 Sam 跳舞，Eve 与 Melissa 跳舞。
在整首歌中，舞者经常交换舞伴。首先，克莱尔和鲍勃交换了伙伴。然后，克莱尔和伊芙交换了伙伴。然后，鲍勃和戴夫交换了伙伴。然后，克莱尔和伊芙交换了伙伴。最后，爱丽丝和伊芙交换了伙伴。舞蹈结束时，戴夫与
选项：
(A) 奥菲莉亚
(B) 伊兹
(C) 萝拉
(D) 萨姆
（E）梅丽莎",(C)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个粉红色的球，鲍勃有一个棕色的球，克莱尔有一个黑色的球，戴夫有一个橙色的球，伊芙有一个黄色的球。
随着比赛的进行，两对球员交换球。首先，克莱尔和爱丽丝交换球。然后，戴夫和鲍勃交换球。然后，伊芙和鲍勃交换球。然后，鲍勃和爱丽丝交换球。最后，伊芙和克莱尔交换了球。游戏结束时，爱丽丝得到了
选项：
(A) 粉色球
(B) 棕色球
（三）黑球
(D) 橙色球
(E) 黄球",(E)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 踢左边锋，Bob 踢守门员，Claire 踢右边锋，Dave 踢后卫，Eve 踢右中场。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和爱丽丝交换头寸。然后，克莱尔和戴夫交换立场。然后，鲍勃和克莱尔交换头寸。然后，伊芙和爱丽丝交换头寸。最后，克莱尔和鲍勃交换头寸。比赛结束时，Eve 正在上场
选项：
(A) 左边锋
（二）守门员
(C) 右边锋
(D) 后卫
(E) 右中场",(C)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《了不起的盖茨比》，鲍勃买了《弗兰肯斯坦》，克莱尔买了《白鲸》，戴夫买了《指环王》，伊芙买了《第二十二条军规》。
随着学期的进行，他们开始围绕新书进行交易。首先，爱丽丝和鲍勃交换书籍。然后，戴夫和伊芙交换书籍。然后，伊芙和爱丽丝交换书籍。然后，戴夫和伊芙交换书籍。最后，克莱尔和戴夫交换了书籍。学期结束时，伊芙
选项：
（一）了不起的盖茨比
(B) 弗兰肯斯坦
(C)莫比迪克
(D) 魔戒远征队
(E) 第 22 条军规",(E)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 踢右边锋，Bob 踢守门员，Claire 踢替补，Dave 踢中前卫，Eve 踢左前卫。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和伊芙交换立场。然后，克莱尔和爱丽丝交换头寸。然后，爱丽丝和戴夫交换头寸。然后，鲍勃和伊芙交换头寸。最后，爱丽丝和克莱尔交换了立场。比赛结束时，克莱尔上场
选项：
(A) 右翼
（二）守门员
(C) 替补队员
(D) 中场
(E) 左中场",(D)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有棕色礼物，鲍勃有橙色球，克莱尔有紫色礼物，戴夫有黄色礼物，伊芙有白色礼物。
随着活动的进行，人们会交换礼物。首先，鲍勃和夏娃交换礼物。然后，鲍勃和克莱尔交换了礼物。然后，戴夫和爱丽丝交换了礼物。然后，鲍勃和夏娃交换礼物。最后，爱丽丝和鲍勃交换了礼物。活动结束时，鲍勃获得了
选项：
(A) 棕色礼物
(B) 橙色球
(C) 紫色礼物
(D) 黄色礼物
(E) 白色礼物",(D)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《尤利西斯》，鲍勃买了《白鲸》，克莱尔买了《珍珠》，戴夫买了《奥德赛》，伊芙买了《指环王》。
随着学期的进行，他们开始围绕新书进行交易。首先，爱丽丝和克莱尔交换书籍。然后，伊芙和克莱尔交换书籍。然后，克莱尔和鲍勃交换书籍。然后，戴夫和克莱尔交换书籍。最后，鲍勃和戴夫交换了书。学期结束时，戴夫
选项：
(A) 尤利西斯
(B)莫比迪克
(C) 珍珠
(D) 奥德赛
(E) 魔戒远征队",(E)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《白鲸》，鲍勃买了《洛丽塔》，克莱尔买了《了不起的盖茨比》，戴夫买了《第二十二条军规》，伊芙买了《尤利西斯》。
随着学期的进行，他们开始围绕新书进行交易。首先，克莱尔和戴夫交换书籍。然后，鲍勃和克莱尔交换书籍。然后，戴夫和爱丽丝交换书籍。然后，戴夫和克莱尔交换书籍。最后，克莱尔和伊芙交换了书籍。学期结束时，伊芙
选项：
(A)莫比迪克
(B) 洛丽塔
(C) 了不起的盖茨比
(D) 第 22 条军规
(E) 尤利西斯",(A)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《弗兰肯斯坦》，鲍勃买了《尤利西斯》，克莱尔买了《洛丽塔》，戴夫买了《奥德赛》，伊芙买了《指环王》。
随着学期的进行，他们开始围绕新书进行交易。首先，伊芙和戴夫交换书籍。然后，克莱尔和爱丽丝交换书籍。然后，戴夫和伊芙交换书籍。然后，鲍勃和克莱尔交换书籍。最后，爱丽丝和克莱尔交换了书籍。学期结束时，伊芙
选项：
(A) 弗兰肯斯坦
(B) 尤利西斯
(C) 洛丽塔
(D) 奥德赛
(E) 魔戒远征队",(E)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个棕色球，鲍勃有一个紫色球，克莱尔有一个黑球，戴夫有一个绿色球，伊芙有一个黄色球。
随着比赛的进行，两对球员交换球。首先，克莱尔和爱丽丝交换球。然后，鲍勃和爱丽丝交换球。然后，伊芙和戴夫交换球。然后，戴夫和克莱尔交换球。最后，爱丽丝和鲍勃交换球。游戏结束后，克莱尔获得了
选项：
(A) 棕色球
(B) 紫色球
（三）黑球
(D) 绿球
(E) 黄球",(E)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是广场舞会上的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与卡尔跳舞，鲍勃与洛拉跳舞，克莱尔与奥菲莉亚跳舞，戴夫与梅丽莎跳舞，伊芙与山姆跳舞。
在整首歌中，舞者经常交换舞伴。首先，爱丽丝和戴夫交换伙伴。然后，爱丽丝和克莱尔交换了伙伴。然后，爱丽丝和伊芙交换了伙伴。然后，鲍勃和戴夫交换了伙伴。最后，戴夫和克莱尔交换了伙伴。舞蹈结束时，伊芙与
选项：
（一）卡尔
(B) 萝拉
(C) 奥菲莉亚
(D) 梅丽莎
(E) 萨姆",(C)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 扮演守门员，Bob 扮演左边锋，Claire 扮演替补，Dave 扮演啦啦队长，Eve 扮演左中场。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，夏娃和爱丽丝交换头寸。然后，鲍勃和伊芙交换头寸。然后，爱丽丝和戴夫交换头寸。然后，鲍勃和伊芙交换头寸。最后，伊芙和克莱尔交换了立场。比赛结束时，鲍勃正在上场
选项：
（一）守门员
(B) 左边锋
(C) 替补队员
（四）啦啦队长
(E) 左中场",(B)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着不同颜色的礼物：爱丽丝有一个粉红色的球，鲍勃有一个红色的礼物，克莱尔有一个绿色的礼物，戴夫有一个橙色的球，伊芙有一个黑色的球。
随着活动的进行，人们会交换礼物。首先，爱丽丝和戴夫交换礼物。然后，戴夫和夏娃交换礼物。然后，戴夫和爱丽丝交换了礼物。然后，鲍勃和克莱尔交换了礼物。最后，鲍勃和夏娃交换了礼物。活动结束时，鲍勃获得了
选项：
(A) 粉色球
(B) 红色礼物
（三）绿色礼物
(D) 橙色球
(E) 黑球",(A)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 担任替补，Bob 担任右中场，Claire 担任啦啦队长，Dave 担任前锋，Eve 担任左翼。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，爱丽丝和夏娃交换头寸。然后，克莱尔和爱丽丝交换头寸。然后，伊芙和爱丽丝交换头寸。然后，鲍勃和戴夫交换头寸。最后，戴夫和伊芙交换了立场。比赛结束时，克莱尔上场
选项：
(A) 替补队员
(B) 右中场
（三）啦啦队长
（四）前锋
(E) 左边锋",(E)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个紫色的球，鲍勃有一个黑色的球，克莱尔有一个红色的球，戴夫有一个黄色的球，伊芙有一个棕色的球。
随着比赛的进行，两对球员交换球。首先，爱丽丝和戴夫交换球。然后，戴夫和伊芙交换球。然后，鲍勃和戴夫交换球。然后，戴夫和克莱尔交换球。最后，伊芙和克莱尔交换了球。游戏结束时，爱丽丝得到了
选项：
（一）紫色球
(B) 黑球
(C) 红球
(D) 黄球
(E) 棕色球",(D)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 踢右边锋，Bob 踢左中场，Claire 踢右中场，Dave 踢前锋，Eve 踢后卫。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，伊芙和克莱尔交换立场。然后，戴夫和鲍勃交换头寸。然后，伊芙和戴夫交换位置。然后，爱丽丝和克莱尔交换头寸。最后，鲍勃和夏娃交换头寸。比赛结束时，克莱尔上场
选项：
(A) 右翼
(B) 左中场
(C) 右中场
（四）前锋
(E) 后卫",(A)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是广场舞会上的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与杰米跳舞，鲍勃与帕特里克跳舞，克莱尔与卡尔跳舞，戴夫与赫尔加跳舞，伊芙与伊兹跳舞。
在整首歌中，舞者经常交换舞伴。首先，克莱尔和爱丽丝交换了伙伴。然后，爱丽丝和戴夫交换了伙伴。然后，爱丽丝和鲍勃交换了伙伴。然后，鲍勃和伊芙交换了伙伴。最后，戴夫和鲍勃交换了伙伴。舞蹈结束时，伊芙与
选项：
（一）杰米
(B) 帕特里克
(C)卡尔
(D) 赫尔加
(E) 伊兹",(D)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《第二十二条军规》，鲍勃买了《指环王》，克莱尔买了《洛丽塔》，戴夫买了《弗兰肯斯坦》，伊芙买了《奥德赛》。
随着学期的进行，他们开始围绕新书进行交易。首先，爱丽丝和鲍勃交换书籍。然后，爱丽丝和戴夫交换书籍。然后，爱丽丝和克莱尔交换书籍。然后，鲍勃和夏娃交换书籍。最后，爱丽丝和戴夫交换了书。学期结束时，克莱尔
选项：
(A) 第 22 条军规
(B) 魔戒远征队
(C) 洛丽塔
(D) 弗兰肯斯坦
(E) 奥德赛",(D)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有棕色礼物，鲍勃有黑色球，克莱尔有绿色礼物，戴夫有紫色礼物，伊芙有黄色礼物。
随着活动的进行，人们会交换礼物。首先，鲍勃和戴夫交换礼物。然后，鲍勃和夏娃交换礼物。然后，戴夫和克莱尔交换了礼物。然后，戴夫和鲍勃交换礼物。最后，爱丽丝和戴夫交换了礼物。活动结束时，鲍勃获得了
选项：
(A) 棕色礼物
(B) 黑球
（三）绿色礼物
(D) 紫色礼物
(E) 黄色礼物",(C)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是广场舞会上的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与洛拉跳舞，鲍勃与梅丽莎跳舞，克莱尔与山姆跳舞，戴夫与卡尔跳舞，伊芙与赫尔加跳舞。
在整首歌中，舞者经常交换舞伴。首先，戴夫和爱丽丝交换伙伴。然后，克莱尔和戴夫交换了伙伴。然后，爱丽丝和戴夫交换了伙伴。然后，鲍勃和伊芙交换了伙伴。最后，鲍勃和爱丽丝交换了伙伴。舞蹈结束时，鲍勃与
选项：
(A) 萝拉
(B) 梅丽莎
(C) 萨姆
(D)卡尔
(E)赫尔加",(C)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有蓝色礼物，鲍勃有黄色礼物，克莱尔有黑球，戴夫有紫色礼物，伊芙有红色礼物。
随着活动的进行，人们会交换礼物。首先，鲍勃和克莱尔交换礼物。然后，戴夫和夏娃交换礼物。然后，鲍勃和克莱尔交换了礼物。然后，克莱尔和爱丽丝交换了礼物。最后，伊芙和戴夫交换了礼物。活动结束时，鲍勃获得了
选项：
(A) 蓝色礼物
(B) 黄色礼物
（三）黑球
(D) 紫色礼物
(E) 红色礼物",(B)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《尤利西斯》，鲍勃买了《白鲸》，克莱尔买了《珍珠》，戴夫买了《奥德赛》，伊芙买了《指环王》。
随着学期的进行，他们开始围绕新书进行交易。首先，爱丽丝和克莱尔交换书籍。然后，伊芙和克莱尔交换书籍。然后，克莱尔和鲍勃交换书籍。然后，戴夫和克莱尔交换书籍。最后，鲍勃和戴夫交换了书。学期结束时，伊芙
选项：
(A) 尤利西斯
(B)莫比迪克
(C) 珍珠
(D) 奥德赛
(E) 魔戒远征队",(A)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个黑球，鲍勃有一个蓝色球，克莱尔有一个橙色球，戴夫有一个粉红色球，伊芙有一个白球。
随着比赛的进行，两对球员交换球。首先，伊芙和鲍勃交换球。然后，戴夫和鲍勃交换球。然后，戴夫和爱丽丝交换球。然后，伊芙和克莱尔交换球。最后，克莱尔和爱丽丝交换了球。游戏结束时，伊芙拥有
选项：
（一）黑球
(B) 蓝球
(C) 橙色球
(D) 粉色球
(E) 白球",(C)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《弗兰肯斯坦》，鲍勃买了《珍珠》，克莱尔买了《巴斯克维尔猎犬》，戴夫买了《尤利西斯》，伊芙买了《了不起的盖茨比》。
随着学期的进行，他们开始围绕新书进行交易。首先，戴夫和克莱尔交换书籍。然后，鲍勃和克莱尔交换书籍。然后，克莱尔和伊芙交换书籍。然后，鲍勃和克莱尔交换书籍。最后，爱丽丝和克莱尔交换了书籍。学期结束时，戴夫
选项：
(A) 弗兰肯斯坦
(B) 珍珠
(C) 巴斯克维尔猎犬
(D) 尤利西斯
(E) 了不起的盖茨比",(C)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着不同颜色的礼物：爱丽丝有绿色礼物，鲍勃有黄色礼物，克莱尔有橙色球，戴夫有白色礼物，伊芙有棕色礼物。
随着活动的进行，人们会交换礼物。首先，伊芙和戴夫交换礼物。然后，戴夫和爱丽丝交换了礼物。然后，鲍勃和戴夫交换了礼物。然后，伊芙和克莱尔交换了礼物。最后，伊芙和爱丽丝交换了礼物。活动结束时，戴夫得到了
选项：
（一）绿色礼物
(B) 黄色礼物
(C) 橙色球
(D) 白色礼物
(E) 棕色礼物",(B)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《了不起的盖茨比》，鲍勃买了《珍珠》，克莱尔买了《尤利西斯》，戴夫买了《巴斯克维尔猎犬》，伊芙买了《白鲸》。
随着学期的进行，他们开始围绕新书进行交易。首先，戴夫和克莱尔交换书籍。然后，克莱尔和伊芙交换书籍。然后，爱丽丝和克莱尔交换书籍。然后，克莱尔和鲍勃交换书籍。最后，戴夫和伊芙交换了书籍。学期结束时，克莱尔
选项：
（一）了不起的盖茨比
(B) 珍珠
(C) 尤利西斯
(D) 巴斯克维尔猎犬
(E)莫比迪克",(B)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个橙色的球，鲍勃有一个黑色的球，克莱尔有一个粉红色的球，戴夫有一个白色的球，而伊芙有一个红色的球。
随着比赛的进行，两对球员交换球。首先，爱丽丝和戴夫交换球。然后，鲍勃和克莱尔交换球。然后，克莱尔和戴夫交换球。然后，戴夫和鲍勃交换球。最后，爱丽丝和伊芙交换了球。游戏结束时，伊芙拥有
选项：
（一）橙色球
(B) 黑球
(C) 粉色球
(D) 白球
(E) 红球",(D)
"爱丽丝、鲍勃、克莱尔、戴夫和伊芙是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《白鲸》，鲍勃买了《尤利西斯》，克莱尔买了《指环王》，戴夫买了《洛丽塔》，伊芙买了《第二十二条军规》。
随着学期的进行，他们开始围绕新书进行交易。首先，克莱尔和鲍勃交换书籍。然后，克莱尔和戴夫交换书籍。然后，戴夫和爱丽丝交换书籍。然后，戴夫和鲍勃交换书籍。最后，伊芙和戴夫交换了书籍。学期结束时，戴夫
选项：
(A)莫比迪克
(B) 尤利西斯
(C) 魔戒远征队
(D) 洛丽塔
(E) 第 22 条军规",(E)
