输入,目标
"Jane 安排了明天与 5 个人的 3 个约会（1972 年 7 月 9 日星期二）。明天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1923 年 7 月 9 日
(B) 1972 年 8 月 5 日
(C) 1972 年 9 月 1 日
(D) 1972 年 7 月 9 日
(E) 07/09/2007
(F) 1972 年 9 月 4 日",(D)
"1992年5月6日对于简来说就像昨天一样，但那实际上已经是十年前的事了。今天的日期（MM/DD/YYYY）？
选项：
（一）2095 年 5 月 6 日
(B) 1935 年 5 月 6 日
(C) 1912 年 5 月 6 日
(D) 08/06/2002
(E) 05/06/2002
(F) 1964 年 5 月 6 日",(E)
"Jane于2020年3月20日辞去了工作。距此已经过去了176天。明天的日期（MM/DD/YYYY）是多少？
选项：
（一）2020年9月13日
(B) 2020年8月14日
(C) 09/13/2057
(D) 2020年7月26日
(E) 2020 年 10 月 4 日
(F) 09/13/2084",(A)
"今天是 1909 年 9 月 9 日。10 天前的日期是 MM/DD/YYYY？
选项：
(A) 1909 年 8 月 29 日
(B) 1967 年 8 月 30 日
(C) 1909 年 8 月 30 日
(D) 1977 年 8 月 30 日
(E) 1909 年 8 月 2 日
(F) 1909 年 8 月 16 日",(C)
"当前当地时间是 2004 年 5 月 4 日下午 3:02。从今天起一年前的日期（MM/DD/YYYY）是多少？
选项：
（一）2003年6月14日
(B) 05/03/2003
(C) 12/04/2002
(D) 06/02/2003
(E) 05/04/2003",(E)
"昨天，2011 年 1 月 21 日，Jane 吃了 2 个披萨和 5 个鸡翅。从今天开始一周前的日期（MM/DD/YYYY）是多少？
选项：
(一) 12/06/2010
(B) 2011 年 1 月 15 日
(C) 01/17/2011
(D) 03/15/2011
(E) 2010 年 12 月 24 日",(B)
"昨天，2011 年 1 月 21 日，Jane 吃了 2 个披萨和 5 个鸡翅。 10 天前的日期（MM/DD/YYYY）是多少？
选项：
（一）2011年1月18日
(B) 2011 年 1 月 12 日
(C) 01/12/2069
(D) 01/13/2011
(E) 05/12/2010
(F) 08/12/2010",(B)
"Jane 正在庆祝 2012 年 1 月的最后一天。昨天的日期（MM/DD/YYYY）是多少？
选项：
（一）2012年1月29日
(B) 2011 年 9 月 30 日
(C) 2012 年 2 月 6 日
(D) 01/30/2012
(E) 1925 年 1 月 30 日",(D)
"还有36小时，2015年就到了。从今天开始一周前的日期（MM/DD/YYYY）是多少？
选项：
(A) 2040 年 12 月 22 日
(B) 2014 年 12 月 23 日
(C) 2014 年 12 月 22 日
(D) 01/05/2015
(E) 2086 年 12 月 22 日
(F) 02/06/2015",(C)
"在英国，人们在格式化日期时通常将日期放在月份之前。因此，今天对他们来说是 02/01/1987。昨天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1987 年 1 月 1 日
(B) 1986 年 10 月 19 日
(C) 1987 年 1 月 8 日
(D) 01/01/2015
(E) 1934 年 1 月 1 日
（女）1986年12月29日",(A)
"Jane 预订了明天（2002 年 7 月 29 日）的航班。从今天开始一周的日期是 MM/DD/YYYY？
选项：
(A) 2002 年 8 月 3 日
(B) 2002 年 10 月 22 日
(C) 06/03/2002
(D) 08/04/2002
(E) 1930 年 8 月 4 日
(F) 07/04/2003",(D)
"截止日期是2021年6月1日，距离现在还有2天。从今天开始一周前的日期（MM/DD/YYYY）是多少？
选项：
（一）2020年5月23日
(B) 2021 年 4 月 13 日
(C) 2021 年 5 月 24 日
(D) 05/23/2054
(E) 1940 年 5 月 23 日
（六）2021 年 5 月 23 日",(F)
"Jane于2020年3月20日辞去了工作。距此已经过去了176天。从今天开始一周前的日期（MM/DD/YYYY）是多少？
选项：
(A) 2021 年 2 月 5 日
(B) 2020年9月5日
(C) 2020年8月15日
(D) 09/06/2020
(E) 09/04/2020",(B)
"昨天是 2021 年 4 月 30 日。从今天开始一周前的日期（MM/DD/YYYY）是多少？
选项：
(A) 2021 年 5 月 15 日
(B) 2021 年 4 月 23 日
(C) 2021 年 4 月 15 日
(D) 06/05/2021
(E) 2021 年 4 月 19 日
(F) 2021/04/24",(F)
"从2009年10月开始，简每个月16日都会去书店，今天已经是她第五次来书店了。今天的日期（MM/DD/YYYY）？
选项：
（一）2010年2月6日
(B) 2009 年 12 月 21 日
(C) 1933 年 2 月 16 日
(D) 2010/02/16
(E) 2009 年 11 月 30 日
(F) 2010/05/24",(D)
"2017 年 5 月 9 日，Jane 购买了 40 个鸡蛋。她每天吃一颗。今天她的鸡蛋用完了。从今天起一周后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1964 年 6 月 25 日
(B) 2018 年 5 月 25 日
(C) 2017 年 6 月 24 日
(D) 06/25/2063
(E) 06/25/2017
(F) 07/25/2017",(E)
"Jane 安排了明天与 5 个人的 3 个约会（1972 年 7 月 9 日星期二）。 10 天前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1972 年 7 月 3 日
(B) 1971 年 10 月 28 日
(C) 1972 年 6 月 28 日
(D) 1972 年 6 月 14 日
(E) 1972 年 9 月 28 日
(F) 1972 年 6 月 23 日",(C)
"在英国，人们在格式化日期时通常将日期放在月份之前。因此，今天对他们来说是 02/01/1987。明天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1986 年 6 月 12 日
(B) 1987 年 1 月 3 日
(C) 1987 年 1 月 4 日
(D) 1987 年 1 月 9 日
(E) 01/03/2035
(F) 1986 年 2 月 3 日",(B)
"今天是 1966 年第三个月的第二天。从今天算起一周前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1966 年 2 月 26 日
(B) 1966 年 1 月 13 日
(C) 1966 年 2 月 2 日
(D) 1966 年 10 月 23 日
(E) 1968 年 2 月 23 日
(F) 1966 年 2 月 23 日",(F)
"2019 年的第一天是星期二，今天是 2019 年的第一个星期一。24 小时后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1960 年 1 月 8 日
(B) 2019 年 1 月 1 日
(C) 2018年2月8日
(D) 01/08/2019
(E) 2018 年 10 月 22 日
(F) 01/08/2043",(D)
"这是 1899 年的最后一天。从今天起一周后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1900 年 2 月 7 日
(B) 1900 年 2 月 22 日
(C) 1900 年 1 月 13 日
(D) 1900 年 1 月 7 日
(E) 1900 年 7 月 10 日
(F) 1828 年 1 月 7 日",(D)
"Jane于2020年3月20日辞去了工作。距此已经过去了176天。 24 小时后的日期（MM/DD/YYYY）是多少？
选项：
（一）2020年9月19日
(B) 2020年9月13日
(C) 2021 年 6 月 13 日
(D) 10/05/2020
(E) 2020 年 12 月 13 日
(F) 1991 年 9 月 13 日",(B)
"在英国，人们在格式化日期时通常将日期放在月份之前。因此，今天对他们来说是 02/01/1987。从今天起一年前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1986 年 1 月 9 日
(B) 1986 年 1 月 2 日
(C) 1985 年 5 月 12 日
(D) 1985 年 10 月 11 日
(E) 1985 年 12 月 20 日
(F) 1985年10月22日",(B)
"昨天是 1929 年 12 月 31 日。今天不可能是 12/32/1929，因为 12 月只有 31 天。一个月前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1930 年 4 月 1 日
(B) 1929 年 1 月 12 日
(C) 1973 年 1 月 12 日
(D) 1929 年 2 月 12 日
(E) 1929 年 12 月 11 日
（女）1929 年 12 月 4 日",(B)
"今天是 1969 年 4 月 19 日。从今天起一周后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1969 年 4 月 26 日
(B) 1969 年 4 月 5 日
(C) 1969 年 5 月 11 日
(D) 1969 年 4 月 27 日
(E) 1969 年 5 月 14 日
(F) 1969 年 4 月 25 日",(A)
"简出生于2001年二月的最后一天，今天是她16岁的生日。明天的日期（MM/DD/YYYY）是多少？
选项：
（一）2017年3月25日
(B) 2017 年 3 月 1 日
(C) 2116 年 3 月 1 日
(D) 2017/02/20
(E) 2017/03/17
(F) 03/01/2076",(B)
"Jane 认为今天是 6/18/2019，但 John 认为今天是 6/19/2019。约翰是对的。从今天起一周后的日期（MM/DD/YYYY）是多少？
选项：
（一）2019年6月19日
(B) 2019 年 6 月 24 日
(C) 2019年8月26日
(D) 2019/06/25
(E) 2019/06/26
(F) 07/03/2019",(E)
"1992年5月6日对于简来说就像昨天一样，但那实际上已经是十年前的事了。明天的日期（MM/DD/YYYY）是多少？
选项：
(A) 2002 年 4 月 16 日
(B) 2003 年 4 月 7 日
(C) 05/07/2036
(D) 05/28/2002
(E) 05/07/2002",(E)
"Jane于2020年3月20日辞职，至今已过去176天。今天的日期（MM/DD/YYYY）？
选项：
（一）2020年9月12日
(B) 2020 年 11 月 12 日
(C) 2020 年 12 月 12 日
(D) 1961 年 9 月 12 日
(E) 09/17/2020",(A)
"今天，1997 年 8 月 3 日，是我们永远不会忘记的一天。从今天起一年前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1996年7月10日
(B) 08/03/2035
(C) 1997 年 5 月 3 日
(D) 1996 年 8 月 3 日
(E) 1996 年 8 月 4 日",(D)
"音乐会原定于 1943 年 6 月 1 日举行，但推迟了一天到今天。昨天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1943 年 5 月 27 日
(B) 1943 年 6 月 4 日
(C) 06/01/2005
(D) 1943 年 3 月 20 日
(E) 1943 年 5 月 24 日
(F) 1943 年 6 月 1 日",(F)
"简出生于2001年二月的最后一天，今天是她16岁的生日。 24 小时后的日期（MM/DD/YYYY）是多少？
选项：
(一)2017年5月4日
(B) 1919 年 3 月 1 日
(C) 2017 年 3 月 1 日
(D) 03/01/2005
(E) 2017/02/15
(F) 06/02/2017",(C)
"简和约翰于 1958 年 1 月 2 日结婚。今天是他们的金婚纪念日。 10 天前的日期（MM/DD/YYYY）是多少？
选项：
（一）2008年3月29日
(B) 2007 年 12 月 17 日
(C) 2007 年 8 月 23 日
(D) 2007 年 12 月 22 日
(E) 2007 年 12 月 23 日",(E)
"今天是 2020 年的回文日，因为日期的 MMDDYYYY 格式向后和向前相同。明天的日期（MM/DD/YYYY）是多少？
选项：
（一）2020年1月3日
(B) 2020 年 2 月 4 日
(C) 2020年4月3日
(D) 11/03/2020
(E) 1964 年 2 月 3 日
（六）2020年2月3日",(F)
"简和约翰于 1958 年 1 月 2 日结婚。今天是他们的金婚纪念日。昨天的日期（MM/DD/YYYY）是多少？
选项：
(A) 2007 年 12 月 31 日
(B) 2008 年 1 月 1 日
(C) 2008 年 2 月 3 日
(D) 01/02/2008
(E) 2007 年 12 月 27 日",(B)
"Jane 安排了明天与 5 个人的 3 个约会（1972 年 7 月 9 日星期二）。一个月前的日期（MM/DD/YYYY）是多少？
选项：
（一）2059年6月8日
(B) 1972 年 6 月 22 日
(C) 1971 年 8 月 12 日
(D) 06/08/2034
(E) 1972 年 6 月 8 日
(F) 1972 年 6 月 7 日",(E)
"今天是 9/7。 Jane 正在观看 NFL 2003。明天的日期是 MM/DD/YYYY？
选项：
(A) 1916 年 9 月 8 日
(B) 2003 年 9 月 13 日
(C) 2003 年 8 月 18 日
(D) 09/08/2003
(E) 09/15/2003
(F) 09/01/2003",(D)
"Jane 于 2016 年找到工作。今天是她工作 3 周年纪念日。她还记得12月2日，她上班的第二天，她把咖啡洒在了笔记本电脑上。明天的日期（MM/DD/YYYY）是多少？
选项：
（一）2020年8月2日
(B) 1950 年 2 月 12 日
(C) 2019 年 11 月 18 日
(D) 12/02/2019
(E) 01/02/2020
（六）2019 年 12 月 1 日",(D)
"昨天是 2021 年 4 月 30 日。从今天开始一年前的日期（MM/DD/YYYY）是多少？
选项：
（一）2020年5月15日
(B) 2020 年 5 月 1 日
(C) 2020年5月8日
(D) 2020年4月1日
(E) 1971 年 5 月 1 日",(B)
"今天是 1937 年的圣诞节前夕。今天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1937 年 12 月 24 日
(B) 1937 年 12 月 30 日
(C) 1937 年 12 月 27 日
(D) 1937 年 12 月 17 日
(E) 1937 年 12 月 31 日
(F) 1938 年 5 月 24 日",(A)
"2019 年的第一天是星期二，今天是 2019 年的第一个星期一。昨天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1960 年 1 月 6 日
(B) 2018 年 12 月 27 日
(C) 01/06/2019
(D) 01/07/2019
(E) 01/06/2058
（六）2019 年 10 月 6 日",(C)
"这是 1899 年的最后一天。明天的日期是 MM/DD/YYYY？
选项：
(A) 1900 年 1 月 1 日
(B) 1900 年 1 月 22 日
(C) 1899 年 1 月 1 日
(D) 1900 年 2 月 6 日
(E) 1900 年 1 月 8 日
(F) 1827 年 1 月 1 日",(A)
"简出生于2000年二月的最后一天，今天是她16岁的生日。从今天起一年前的日期（MM/DD/YYYY）是多少？
选项：
（一）2015年2月28日
(B) 2015 年 3 月 10 日
(C) 2015 年 3 月 8 日
(D) 04/28/2015
(E) 2015 年 2 月 21 日
（六）2015 年 3 月 28 日",(A)
"Jane 以为今天是 3/11/2002，但实际上今天是 3 月 12 日，也就是 1 天后。 10 天前的日期（MM/DD/YYYY）是多少？
选项：
（一）2002年3月16日
(B) 2002 年 2 月 23 日
(C) 03/02/2001
(D) 03/02/2003
(E) 2001 年 11 月 25 日
(F) 03/02/2002",(F)
"今天是 1937 年的圣诞节前夕。从今天算起一年前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1862 年 12 月 24 日
(B) 1937 年 1 月 10 日
(C) 1936 年 10 月 24 日
(D) 1936 年 12 月 24 日
(E) 1936 年 3 月 24 日
（女）1936 年 12 月 29 日",(D)
"今天是 1969 年 4 月 19 日。 24 小时后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1969 年 6 月 21 日
(B) 1969 年 1 月 18 日
(C) 1969 年 4 月 16 日
(D) 1969 年 5 月 18 日
(E) 1969 年 4 月 20 日
(F) 1969 年 5 月 11 日",(E)
"前天是 1933 年 11 月 23 日。 24 小时后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1933 年 11 月 25 日
(B) 1933 年 11 月 26 日
(C) 1934 年 7 月 26 日
(D) 1933 年 8 月 23 日
(E) 1976 年 11 月 26 日
(F) 1933 年 6 月 12 日",(B)
"前天是 1933 年 11 月 23 日。今天的日期（MM/DD/YYYY）？
选项：
(A) 1933 年 8 月 29 日
(B) 1934 年 1 月 4 日
(C) 1967 年 11 月 25 日
(D) 1933 年 11 月 25 日
(E) 1933 年 11 月 4 日
（女）1933 年 12 月 9 日",(D)
"Jane 预订了明天（2002 年 7 月 29 日）的航班。24 小时后的日期是 MM/DD/YYYY？
选项：
（一）2001年7月29日
(B) 2002 年 4 月 24 日
(C) 07/30/2002
(D) 07/28/2002
(E) 07/29/2002
(F) 1947 年 7 月 29 日",(E)
"简出生于2000年二月的最后一天，今天是她16岁的生日。明天的日期（MM/DD/YYYY）是多少？
选项：
（一）2016年3月2日
(B) 1968 年 3 月 1 日
(C) 2016 年 2 月 20 日
(D) 2016 年 3 月 1 日
(E) 2104 年 3 月 1 日
(F) 03/01/2048",(D)
"今天是 1969 年 4 月 19 日。从今天开始一周前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1969 年 3 月 28 日
(B) 1969 年 4 月 12 日
(C) 1969 年 4 月 2 日
(D) 1969 年 3 月 4 日
(E) 1970 年 2 月 12 日
(F) 1969 年 4 月 13 日",(B)
"今天3月5日，这是简在1973年里第二次看到流星雨。一个月前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1973 年 2 月 5 日
(B) 1983 年 3 月 8 日
(C) 1973 年 1 月 2 日
(D) 03/05/2007
(E) 1973 年 3 月 5 日
(F) 04/05/1973",(A)
"一周前是 2021 年 9 月 1 日。从今天开始一周前的日期（MM/DD/YYYY）是多少？
选项：
(A) 2021 年 9 月 2 日
(B) 2021 年 9 月 7 日
(C) 2021 年 9 月 1 日
(D) 09/01/2098
(E) 09/01/2020
（六）2021 年 12 月 6 日",(C)
"截止日期是2021年6月1日，距离现在还有2天。 10 天前的日期（MM/DD/YYYY）是多少？
选项：
(A) 2021 年 4 月 29 日
(B) 2021 年 5 月 21 日
(C) 2021 年 4 月 6 日
(D) 2021/06/24
(E) 05/20/2021",(E)
"简出生于2001年二月的最后一天，今天是她16岁的生日。今天的日期（MM/DD/YYYY）？
选项：
（一）2017年8月28日
(B) 2017 年 2 月 22 日
(C) 2017 年 3 月 1 日
(D) 01/28/2018
(E) 02/07/2017
（六）2017 年 2 月 28 日",(F)
"今天，1997 年 8 月 3 日，是我们永远不会忘记的一天。 24 小时后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1997 年 8 月 4 日
(B) 1978 年 8 月 4 日
(C) 08/04/2043
(D) 1997 年 8 月 7 日
(E) 1935 年 8 月 4 日
(F) 1997 年 5 月 1 日",(A)
"1992年5月6日对于简来说就像昨天一样，但那实际上已经是十年前的事了。昨天的日期（MM/DD/YYYY）是多少？
选项：
(A) 2002 年 5 月 26 日
(B) 05/05/2001
(C) 1902 年 5 月 5 日
(D) 05/05/2084
(E) 05/01/2002
(F) 05/05/2002",(F)
"在美国，感恩节是十一月的第四个星期四。今天是 2001 年美国感恩节。一个月前的日期（MM/DD/YYYY）是多少？
选项：
(A) 2001 年 11 月 22 日
(B) 2002 年 10 月 21 日
(C) 07/21/2002
(D) 1923 年 10 月 22 日
(E) 2002 年 10 月 15 日
(F) 2002 年 10 月 22 日",(F)
"Jane 正在庆祝 2012 年 1 月的最后一天。从今天起一周后的日期（MM/DD/YYYY）是多少？
选项：
（一）2012年3月16日
(B) 2012 年 2 月 1 日
(C) 2012 年 1 月 31 日
(D) 02/06/2012
(E) 02/07/2014
(F) 02/07/2012",(D)
"今天是 9/7。 Jane 正在观看 NFL 2003。一年前的日期是从今天起的 MM/DD/YYYY 日期？
选项：
(A) 12/07/2002
(B) 2002 年 8 月 24 日
(C) 09/07/2002
(D) 1918 年 9 月 7 日
(E) 09/08/2002
(F) 09/28/2002",(C)
"今天是 2008 年第一季度的最后一天。从今天开始一周的日期（MM/DD/YYYY）是多少？
选项：
（一）2008年4月15日
(B) 10/07/2008
(C) 09/07/2008
(D) 2008 年 3 月 24 日
(E) 04/07/2008
(F) 04/06/2008",(E)
"Jane 于 2016 年找到工作。今天是她工作 3 周年纪念日。她还记得12月2日，她上班的第二天，她把咖啡洒在了笔记本电脑上。一个月前的日期（MM/DD/YYYY）是多少？
选项：
（一）2019年11月1日
(B) 2019 年 11 月 2 日
(C) 09/06/2019
(D) 1933 年 1 月 1 日
(E) 11/01/2089
（六）2019年8月4日",(A)
"Jane 预订了明天（2002 年 7 月 29 日）的航班。一个月前的日期是 MM/DD/YYYY？
选项：
（一）2002年6月27日
(B) 2002 年 6 月 21 日
(C) 2001 年 10 月 28 日
(D) 2002 年 10 月 28 日
(E) 06/28/2002
(F) 08/25/2002",(E)
"Jane 正在庆祝 2012 年 1 月的最后一天。24 小时后的日期是 MM/DD/YYYY？
选项：
（一）2012年1月31日
(B) 2016 年 2 月 1 日
(C) 02/01/2079
(D) 11/10/2011
(E) 01/04/2012
(F) 02/01/2012",(F)
"Jane 预订了明天（2002 年 7 月 29 日）的航班。昨天的日期是 MM/DD/YYYY？
选项：
（一）2002年7月27日
(B) 2002 年 7 月 28 日
(C) 2001 年 12 月 27 日
(D) 1921 年 7 月 27 日
(E) 2002 年 12 月 27 日",(A)
"在美国，感恩节是十一月的第四个星期四。今天是 2001 年美国感恩节。24 小时后的 MM/DD/YYYY 日期是哪一天？
选项：
(A) 12/01/2002
(B) 2002 年 11 月 24 日
(C) 2003 年 6 月 23 日
(D) 05/23/2002
(E) 2002 年 11 月 23 日",(E)
"今天是 1909 年 9 月 9 日。昨天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1909 年 8 月 11 日
(B) 1909 年 7 月 24 日
(C) 1909 年 9 月 9 日
(D) 1962 年 9 月 8 日
(E) 1909 年 9 月 8 日
(F) 1909 年 9 月 15 日",(E)
"今天是 1909 年 9 月 9 日。一年前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1920 年 9 月 9 日
(B) 1908 年 9 月 9 日
(C) 1908 年 7 月 5 日
(D) 1870 年 9 月 9 日
(E) 1908 年 9 月 4 日
(F) 1908 年 9 月 13 日",(B)
"2017 年 5 月 9 日，Jane 购买了 40 个鸡蛋。她每天吃一颗。今天她的鸡蛋用完了。昨天的日期（MM/DD/YYYY）是多少？
选项：
（一）2017年7月18日
(B) 2017/06/17
(C) 06/17/2111
(D) 07/13/2017
(E) 06/26/2017
（六）2017 年 6 月 25 日",(B)
"Jane 认为今天是 6/18/2019，但 John 认为今天是 6/19/2019。约翰是对的。 24 小时后的日期（MM/DD/YYYY）是多少？
选项：
(一)2019年6月20日
(B) 2019 年 6 月 22 日
(C) 2019/06/29
(D) 2019/06/21
(E) 06/20/2028
(F) 1921 年 6 月 20 日",(A)
"昨天，2011 年 1 月 21 日，Jane 吃了 2 个披萨和 5 个鸡翅。从今天起一周后的日期（MM/DD/YYYY）是多少？
选项：
（一）2011年1月30日
(B) 2011 年 4 月 10 日
(C) 01/29/2011
(D) 01/28/2011
(E) 06/29/2010",(C)
"今天是 1985 年 4 月 10 日。Jane 的预约将在 3 天后进行。明天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1985 年 4 月 13 日
(B) 1985 年 4 月 10 日
(C) 01/02/2071
(D) 1985 年 4 月 7 日
(E) 1985 年 4 月 11 日
(F) 1986/03/10",(E)
"今天3月5日，这是简在1973年里第二次看到流星雨。 24 小时后的日期（MM/DD/YYYY）是多少？
选项：
(A) 1973 年 3 月 6 日
(B) 1973 年 3 月 2 日
(C) 1983 年 3 月 8 日
(D) 1973 年 4 月 5 日
(E) 1972 年 3 月 5 日
(F) 01/02/1973",(A)
"2017 年 5 月 9 日，Jane 购买了 40 个鸡蛋。她每天吃一颗。今天她的鸡蛋用完了。明天的日期（MM/DD/YYYY）是多少？
选项：
(一)2017年8月5日
(B) 2017 年 6 月 19 日
(C) 2017 年 6 月 25 日
(D) 2017/06/13
(E) 2017/06/21
（六）2017 年 6 月 18 日",(B)
"音乐会原定于 1943 年 6 月 1 日举行，但推迟了一天到今天。明天的日期（MM/DD/YYYY）是多少？
选项：
(A) 1943 年 6 月 3 日
(B) 1943 年 3 月 15 日
(C) 1942 年 8 月 3 日
(D) 1943 年 6 月 2 日
(E) 1943 年 7 月 4 日
(F) 1943 年 5 月 6 日",(A)
"今天是 9/7。 Jane 正在观看 NFL 2003。10 天前的日期是 MM/DD/YYYY？
选项：
(A) 1959 年 8 月 28 日
(B) 08/29/2003
(C) 08/28/2003
(D) 06/14/2003
(E) 03/28/2003
(F) 08/28/2043",(C)
"今天是 1985 年 4 月 10 日。Jane 的预约将在 3 天后进行。从今天起一年前的日期（MM/DD/YYYY）是多少？
选项：
(A) 1986 年 3 月 10 日
(B) 1985 年 4 月 7 日
(C) 1985 年 5 月 13 日
(D) 1984 年 4 月 10 日
(E) 1986 年 4 月 12 日
(F) 1985/04/10",(D)
