输入,目标
"找一部类似《辛德勒的名单》、《侏罗纪公园》、《沉默的羔羊》、《阿甘正传》的电影：
选项：
(一) 蝙蝠侠
(B) 外星人复活
(C) 两个城市的故事
(D) 安静的美国人",(A)
"找一部类似《低俗小说》、《肖申克的救赎》、《阿拉丁》、《狮子王》的电影：
选项：
(A) 终结者2 审判日
(B) 未来三天
(三) 支队
(D) 红宝石火花",(A)
"找一部类似于《阿拉丁》、《终结者 2 审判日》、《蝙蝠侠》、《面具》的电影：
选项：
(A) 战争游戏
(B) 金刚
(C) 驻外记者
(D) 漂亮女人",(D)
"找一部类似《勇敢的心》、《低俗小说》、《拯救大兵瑞恩》、《千钧一发》的电影：
选项：
（一）勇敢
(B) 特警判官
(C) 当世界碰撞时
(D) 去",(D)
"找一部类似于《终结者 2 审判日》、《死囚行走》、《勇敢的心》、《肖申克的救赎》的电影：
选项：
(A) 逃亡者
(B) 音乐和歌词
(C) Deuce Bigalow 男舞男
(D) 路易斯·CK 天哪",(A)
"找一部类似《与狼共舞》、《狮子王》、《逃亡者》、《肖申克的救赎》类似的电影：
选项：
(A) 辛德勒的名单
(B) 白天换夜晚
(C) 家里的男主人
(D) 霓虹恶魔",(A)
"找一部类似《非常嫌疑犯》、《吸血鬼访谈》、《吸血鬼编年史》、《肖申克的救赎》、《低俗小说》的电影：
选项：
(A) 玩具士兵
(B) 逃亡者
(C) 黄蜂女
(D) 巴克斯特",(B)
"找一部类似《星际之门》、《逃亡者》、《低俗小说》、《与狼共舞》的电影：
选项：
(A) 阿甘正传
(B) 凯文·史密斯 (Kevin Smith) 对于 40 岁来说太胖了
(C) 烧焦
(D) 站立并交付",(A)
"找一部类似《逃亡者》、《肖申克的救赎》、《美女与野兽》、《辛德勒的名单》的电影：
选项：
（一）《狮子王》
(B) 都市牛仔
(C) 太空卡车司机
(D) 世界军人清算日",(A)
"找一部类似《白雪公主与七个小矮人》、《秘密花园》、《美女与野兽》、《狮子王》的电影：
选项：
(A) 事情
(B) 匹诺曹
(C) 色情狂第一卷
(D) 黄昏的灯光",(B)
"找一部类似《夺宝奇兵》、《黑客帝国》、《千钧一发》、《角斗士》的电影：
选项：
（一个游泳池
(B) 玛吉的计划
(C) 第五元素
(D) 对于男孩",(C)
"找一部类似于《蝙蝠侠》、《面具》、《狮子王》、《风月俏佳人》的电影：
选项：
(A) 洛杉矶自演
(B) 银魂 最终章 - 永远的万事屋
(C) 去年圣诞节的《神秘博士》
(D) 逃亡者",(D)
"找一部类似《狮子王》、《与狼共舞》、《勇敢的心》、《辛德勒的名单》的电影：
选项：
(A) 南大街上车
(B) 恶作剧鬼 III
(C) 粉碎
(D) 肖申克的救赎",(D)
"查找与《美国丽人》、《王牌大贱谍》、《星球大战 5：帝国反击战》、《碟中谍》类似的电影：
选项：
(A) 龙珠 血之诅咒 红宝石
(B) 月光一英里
(C) 好莱坞凶杀案
(D) 星球大战第四集 - 新希望",(D)
"找一部类似于《洛奇》、《星球大战 IV：新希望》、《玩具总动员》、《终结者》的电影：
选项：
(A) 德古拉死了并且热爱它
(B) 独立日
(C) 阿黛尔·布兰科-塞克的非凡冒险
(D) 美国总统",(B)
"找一部类似《勇敢的心》、《非常嫌疑犯》、《赤潮》、《逃亡者》的电影：
选项：
(A) 矮个子
(B) 公司
(C) 枕边闲言
(D) 发胶",(A)
"找一部类似《星际穿越》、《怪兽电力公司》、《回到未来》、《盗梦空间》的电影：
选项：
(A) 我的美国同胞们
(B) 吸血鬼之影
(C) 星球大战第七集 - 原力觉醒
(D) 惊魂二号",(C)
"找一部类似于《蝙蝠侠》、《独立日》、《侏罗纪公园》、《阿甘正传》的电影：
选项：
(A) 普莱森维尔
(B) 面具
(C) 抓小偷
(D) 微波屠杀",(B)
"找一部类似于《终结者 2 审判日》、《低俗小说》、《阿拉丁》、《狮子王》的电影：
选项：
(A) 老鹰和麻雀
(B) 青木瓜的香味
(C) 辛德勒的名单
(D) 学院院长",(C)
"查找类似于《星球大战 5 - 帝国反击战》、《独立日》、《终结者 2 审判日》、《星球大战 6 - 绝地归来》的电影：
选项：
(A) 高中
(B) 推锡
（三）发生了什么
(D) 西蒙小姐
(E) 回到未来",(E)
"找一部类似于巨蟒与圣杯、沉默的羔羊、星球大战第五集 - 帝国反击战、星球大战第四集 - 新希望的电影：
选项：
(A) 儿戏 3
(B) 某种奇妙的事
(C) 好家伙
(D) 巧克力",(C)
"找一部类似于《阿甘正传》、《星球大战 6：绝地归来》、《回到未来》、《黑客帝国》的电影：
选项：
(A) 脱离过去
(B) 与敌人同眠
(C) 独立日
(D) 攻壳机动队崛起 - 边境 2 幽灵低语",(C)
"找一部类似《低俗小说》、《黑暗骑士》、《沉默的羔羊》、《阿甘正传》的电影：
选项：
(A) 达芬奇密码
(B) 成立
(C) 身份窃贼
(D) 猩球崛起之战",(B)
"找一部类似于《非常嫌疑犯》、《勇敢的心》、《低俗小说》、《辛德勒的名单》的电影：
选项：
(A) 卡里加里博士的内阁
(B) 肖申克的救赎
(C) 蜘蛛侠2
(四) 的士",(B)
"找一部类似《勇敢的心》、《非常嫌疑犯》、《肖申克的救赎》、《逃亡者》的电影：
选项：
（一个男孩
(B) 瑞士罗宾逊家族
(C) 然后就没有了
(D) 赤红之潮",(D)
"找一部类似《逃亡者》、《辛德勒的名单》、《勇敢的心》、《面具》的电影：
选项：
(A) 真正的麦考伊
(B) 蝙蝠侠
(C) 大师与指挥官 世界的另一边
(D) 超级警察",(B)
"找一部类似《风月俏佳人》、《阿拉丁》、《狮子王》、《蝙蝠侠》的电影：
选项：
(A) 终结者2 审判日
(B) 永恒的作品
(C) 和) 科洛弗档案
(E) 基督最后的诱惑",(A)
"找一部类似《绿野仙踪》、《大勒博夫斯基》、《成为约翰·马尔科维奇》、《罗拉快跑》的电影：
选项：
(A) 龙珠Z 死亡地带
(B) 瓶中闪电
(C) 欧米茄人
(D) 好家伙",(D)
"查找类似于《终结者》、《星球大战 6 - 绝地归来》、《阿甘正传》、《星球大战 IV - 新希望》类似的电影：
选项：
(A) 独立日
(B) 人类状况 III
(C) 救生员
(四) 秘书",(A)
"找一部类似于《低俗小说》、《阿甘正传》、《头脑特工队》、《明日边缘》的电影：
选项：
（一）1984年
(B) 晚安
(C) 祝你好运
(D) 龙之吻
(E) 第九区",(E)
"找一部类似《勇敢的心》、《风月俏佳人》、《阿波罗13号》、《与狼共舞》的电影：
选项：
(A) 蝙蝠侠突袭阿卡姆
(B) 肖申克的救赎
(C) 神奇宝贝英雄
(D) 火烈鸟小子",(B)
"找一部类似《低俗小说》、《阿甘正传》、《终结者 2 审判日》、《勇敢的心》的电影：
选项：
(A) 鲁比和昆汀
(B) 阴险第3章
(C) 里奇蒙特高中的快节奏时光
(D) 逃亡者",(D)
"找一部类似《低俗小说》、《阿甘正传》、《逃亡者》、《勇敢的心》的电影：
选项：
(A) 小妇人
(B) 与狼共舞
(C) 要么全有要么全无
(D) 死而复生",(B)
"查找与《美国丽人》、《星球大战 IV - 新希望》、《星球大战 V - 帝国反击战》、《阿甘正传》类似的电影：
选项：
(一) 货物
(B) 霓虹牛
(C)杰弗里
(D) 沉默的羔羊",(D)
"找一部类似于《星球大战 IV - 新希望》、《非常嫌疑犯》、《星球大战 V - 帝国反击战》、《低俗小说》的电影：
选项：
(A) 法戈
(B) 野蛮人柯南
（三）智慧
(D) 船员",(A)
"查找与《杀手莱昂》、《黑客帝国》、《阿甘正传》、《低俗小说》类似的电影：
选项：
(A) 连身裤践踏者
(二) 名誉
（杯子
(D) 勃朗宁版本",(C)
"找一部类似《美国 X 历史》、《梦之安魂曲》、《夺宝奇兵》、《灵异第六感》的电影：
选项：
(A) 梅多斯小姐
(B) 小人
(C) 好家伙
(D) 你不能带走它",(C)
"找一部类似《肖申克的救赎》、《阿甘正传》、《与狼共舞》、《逃亡者》类似的电影：
选项：
(A) 低俗小说
(B) 桥上的女孩
(C) 广播电台谋杀案
(D) 新娘的父亲",(A)
"找一部类似《低俗小说》、《与狼共舞》、《逃亡者》、《肖申克的救赎》类似的电影：
选项：
(A) 失落传奇的宝贝秘密
(B) 爱心小熊电影
（三）傅满洲博士的凶险阴谋
(D) 阿甘正传",(D)
"找一部类似《勇敢的心》、《风月俏佳人》、《辛德勒的名单》、《阿波罗13号》的电影：
选项：
(A) 品味不佳
(B) 我盛大的希腊婚礼 2
(C) 圣诞老人 2
(D) 与狼共舞",(D)
"找一部类似《指环王：双塔奇兵》、《夺宝奇兵》、《指环王：护戒使者》、《盗梦空间》的电影：
选项：
（一）瓢虫
(B) 美国超
(C) 拯救大兵瑞恩
(D) 暹罗日落",(C)
"找一部类似于《狮子王》、《玩具总动员》、《逃亡者》、《阿拉丁》的电影：
选项：
(一) 实验者
(B) 61 号公路
(C) 终结者 2 审判日
(D) 短路 2",(C)
"找一部类似于《终结者》、《韦恩的世界》、《星球大战 5：帝国反击战》、《夺宝奇兵：末日神殿》的电影：
选项：
（一）尼克松
(B) 粉红豹
(C) 当铺
(D) 夺宝方舟",(D)
"找一部类似于《美国丽人》、《好家伙》、《沉默的羔羊》、《星球大战 IV - 新希望》的电影：
选项：
(A) 康涅狄格州的圣诞节
(B) 公主新娘
(C) 比尔和泰德的虚假旅程
(D) 梅尔文和霍华德",(B)
"找一部类似于《石中剑》、《幻想曲》、《奇幻森林》、《威利旺卡和巧克力工厂》的电影：
选项：
(A) 绿野仙踪
(B) 科雷利船长的曼陀林
(C) 时间犯罪
(D) 阿灵顿路",(A)
"找一部类似《勇敢的心》、《与狼共舞》、《肖申克的救赎》、《非常嫌疑犯》的电影：
选项：
(A) 3000 英里至 Graceland
(B) 赤红之潮
(C) 最佳男士
(D) 非常 Harold & Kumar 3D 圣诞节",(B)
"找一部类似《夜访吸血鬼》、《吸血鬼编年史》、《肖申克的救赎》、《低俗小说》、《非常嫌疑犯》的电影：
选项：
(A)卡利古拉
(B) 愤怒管理
(C) 逃亡者
(D) 妈妈",(C)
"找一部类似《低俗小说》、《肖申克的救赎》、《与狼共舞》、《星际之门》的电影：
选项：
(A) 逃亡者
(B) 一切的老大
(C) 倒刺铁丝
(D) 基本本能 2",(A)
"找一部类似于《肖申克的救赎》、《唐璜·德马科》、《霍兰德先生的作品》、《矮个子》的电影：
选项：
(A) 霍华德庄园
(B) 漫漫长夜进入白昼
(C)薄伽丘'70
(D) 什么在吃吉尔伯特葡萄",(D)
"找一部类似《低俗小说》、《沉默的羔羊》、《阿甘正传》、《天空之城》的电影：
选项：
(A) 骨战斧
(B) 布莱斯人
(C) 村庄
(D) 肖申克的救赎",(D)
"找一部类似《独立日》、《沉默的羔羊》、《蝙蝠侠》、《侏罗纪公园》的电影：
选项：
(A) 阿甘正传
(B) 美国传单
(C) 阴影和雾
(D) 雷鸟",(A)
"找一部类似于《非常嫌疑犯》、《肖申克的救赎》、《矮个子》、《低俗小说》的电影：
选项：
(A) 辛德勒的名单
(B) 使女
(C)戴维·克罗克特
(D) 荒野边疆之王
(E) 李连杰的霍元甲",(A)
"找一部类似于《星球大战 IV - 新希望》、《夺宝奇兵》、《碟中谍》、《星球大战 V - 帝国反击战》的电影：
选项：
(A) 印第安纳琼斯和最后的十字军东征
(B) 站立者
(C) 为时已晚
(D) 塔楼抢劫",(A)
"找一部类似于《阿甘正传》、《逃亡者》、《独立日》、《冰血暴》的电影：
选项：
(A) 动漫展第四集 粉丝的希望
(B) 哈雷戴维森和万宝路人
（欺骗
(D) 刮擦",(C)
"找一部类似逃亡者、勇敢的心、肖申克的救赎、终结者2审判日的电影：
选项：
(A) 死人行走
(B) 世界上最伟大的爸爸
(C) 坏与美
(D) 恐怖兜帽",(A)
"查找与《美国丽人》、《第六感》、《星球大战 5 - 帝国反击战》、《星球大战 IV - 新希望》类似的电影：
选项：
(A) 斯莫奇之死
(B) 艺术家
(C) 洛城机密
(D) 纽约
(E) 我爱你",(C)
"找一部类似《勇敢的心》、《阿波罗13号》、《辛德勒的名单》、《低俗小说》的电影：
选项：
(A) 红宝石火花
(B) 最后的克莱兹默 利奥波德·科兹洛夫斯基
(C) 他的生活和音乐
(D) 马戏团
(E) 与狼共舞",(E)
"找一部类似《肖申克的救赎》、《阿波罗 13 号》、《终结者 2 审判日》、《死囚行走》的电影：
选项：
(A) 不受束缚的弗兰肯斯坦
(B) 乔恩·斯图尔特已离开大楼
(C) 明显且现实的危险
(D) 小巨人",(C)
"找一部类似《侏罗纪公园》、《沉默的羔羊》、《蝙蝠侠》、《美国丽人》的电影：
选项：
(A) 活死人之夜
(B) 阿甘正传
(C) 幽灵船
(D) 为乔利报仇！",(B)
"找一部类似于《蝙蝠侠》、《非常嫌疑犯》、《沉默的羔羊》、《侏罗纪公园》的电影：
选项：
(A) 行程结束
(B) 阿甘正传
(C) 欲望
(四) 注意事项
(E) 避难所",(B)
"找一部类似《低俗小说》、《阿甘正传》、《与狼共舞》、《非常嫌疑犯》类似的电影：
选项：
(A) 割草人
(二)病毒
(C) 大白鲨的复仇
(D) 矮个子",(D)
"找一部类似《与狼共舞》、《星际之门》、《低俗小说》、《肖申克的救赎》的电影：
选项：
(A) 高耸的地狱
(B) 收藏家
(C) 恶魔
(D) 逃亡者",(D)
"找一部类似《蝙蝠侠》、《夜访吸血鬼》、《吸血鬼编年史》、《面具》、《风月俏佳人》的电影：
选项：
（光明
(B) 贝贝
(C) 独角兽城
(D) 变焦",(B)
"找一部类似《狮子王》、《逃亡者》、《终结者 2 审判日》、《玩具总动员》的电影：
选项：
(A) 黑镜
(B) 阿拉丁
(C) 超级马里奥兄弟
(D) 特技演员",(B)
"找一部类似《夺宝奇兵》、《黑客帝国》、《低俗小说》、《阿甘正传》的电影：
选项：
(A) 粉红豹的踪迹
(B) 成立
(C) 点火器
(D) 乔的公寓",(B)
"找一部类似《面具》、《蝙蝠侠》、《风月俏佳人》、《逃亡者》的电影：
选项：
(A) 贝贝
(B) 我们在阴影中所做的事情
(C) 死亡游戏
(D) 东方的承诺",(A)
"找一部类似《辛德勒的名单》、《指环王》、《双塔奇兵》、《盗梦空间》、《黑暗骑士》的电影：
选项：
(A) 情侣静修
(B) 那些驾驶飞行器的伟大人物
(C) 星球大战第四集 - 新希望
(D) 下周五之后",(C)
"找一部类似于《X战警》、《猩球崛起》、《阿甘正传》、《独立日》的电影：
选项：
(A) 终结者
(B) 记住我
(C) 前往釜山的火车
(D) 速度与激情",(A)
"找一部类似于《盗梦空间》、《头脑特工队》、《明日边缘》、《星球大战 VII - 原力觉醒》的电影：
选项：
(A) 低俗小说
(B) 荷兰语
(C) 最初的谋杀
（四）神秘
(E) 阿拉斯加",(A)
"找一部类似《逃亡者》、《夜访吸血鬼》、《吸血鬼编年史》、《变相》、《狮子王》的电影：
选项：
(A) 贝贝
(B) 房子
(C) 拯救圣诞老人
(D) 实验者",(A)
"找一部类似《肖申克的救赎》、《逃亡者》、《阿甘正传》、《低俗小说》的电影：
选项：
(A) 我知道谁杀了我
(B) 海洋
（三）与狼共舞
(D) 这不可能！",(C)
"找一部类似阿波罗13号、蝙蝠侠、与狼共舞、勇敢的心的电影：
选项：
(A) 辛德勒的名单
(B) 犯罪和轻罪
(C) 金刚
(D) 雾中的大猩猩",(A)
"找一部类似《低俗小说》、《职业杀手莱昂》、《杀死比尔 2》、《梦之安魂曲》的电影：
选项：
（一）推手
(B) 真人快打之旅开始
(C) 罪名
(D) 教父",(D)
"找一部类似《逃亡者》、《辛德勒的名单》、《冰血暴》、《勇敢的心》的电影：
选项：
（一）与狼共舞
(B) 蜘蛛恐惧症
(C) 好儿子
(D) 利亚姆",(A)
"找一部类似《与狼共舞》、《霍兰德先生的作品》、《星际之门》、《矮个子》类似的电影：
选项：
(A) 与魔鬼同行
(B) 家族传承
(C) 一般嫌疑犯
(D) 异常",(C)
"找一部类似《勇敢的心》、《阿甘正传》、《沉默的羔羊》、《逃亡者》的电影：
选项：
(A) 食人者大屠杀
(二) 七
(C) 新娘与偏见
(D) 博物馆之夜 古墓的秘密",(B)
"找一部类似于《美国丽人》、《回到未来》、《星球大战 IV - 新希望》、《星球大战 V - 帝国反击战》类似的电影：
选项：
(A) 乔恩·斯图尔特已离开大楼
(B) 平视显示器
(C) 龙皇木乃伊墓
(D) 终结者",(D)
"找一部类似《飞越疯人院》、《星球大战 5：帝国反击战》、《职业杀手莱昂》、《落水狗》的电影：
选项：
(A) 拇指姑娘
（二）此后
(C) 稀疏化
(D) 夺宝方舟",(D)
"找一部类似于《唐·胡安·德马科》、《霍兰德先生的作品》、《What's Eating Gilbert Grape》、《低俗小说》的电影：
选项：
(A) 矮个子
(B) 科利亚
(C) 死亡之愿 2
(D) 1933 年的淘金者",(A)
"找一部类似《矮个子》、《什么在吃吉尔伯特葡萄》、《逃亡者》、《肖申克的救赎》类似的电影：
选项：
(A) 未上阵的英雄
(B) 布鲁克林的吸血鬼
(C) 勇敢的心
(D) 美国波拉特文化学习造福哈萨克斯坦光荣民族",(C)
"找一部类似《辛德勒的名单》、《肖申克的救赎》、《终结者 2 审判日》、《阿拉丁》的电影：
选项：
(A) 维罗妮克的双重生活
(B) 布里奇特·琼斯的日记
(C) 狮子王
(D) 库乔",(C)
"找一部类似《勇敢的心》、《非常嫌疑犯》、《与狼共舞》、《低俗小说》的电影：
选项：
(A) 大都市
(B) 娜嘉
（三）马蒂
(D) 玩具总动员",(D)
"找一部类似于《阿拉丁》、《玩具总动员》、《狮子王》、《低俗小说》的电影：
选项：
(A) 成为艾莫的木偶师之旅
(B) 远离家乡黄狗历险记
(C) 终结者 2 审判日
(D) 机器人艺伎",(C)
"找一部类似《逃亡者》、《冰血暴》、《土拨鼠之日》、《公主新娘》的电影：
选项：
(A) 约翰·Q
(B) 夺宝方舟
(C) 无人区
(D) 第二天早上",(B)
"查找类似于《终结者》、《玩具总动员》、《第六感》、《星球大战 6 - 绝地归来》的电影：
选项：
(A) 不雅求婚
(B) 星球大战第五集 - 帝国反击战
(C) 格雷解剖学
(D) 邻家女孩",(B)
"找一部类似《与狼共舞》、《肖申克的救赎》、《星际之门》、《墓碑》类似的电影：
选项：
(A) 逃亡者
(B) 不受束缚的弗兰肯斯坦
(C) 复活节游行
(D) 一个疯狂的夏天",(A)
"找一部类似《终结者2：审判日》、《狮子王》、《蝙蝠侠》、《阿拉丁》的电影：
选项：
(A) 温柔地杀了我
(B) 纽约的国王
(C) 提案
(D) 漂亮女人",(D)
"找一部类似于《星球大战 5 - 帝国反击战》、《非常嫌疑犯》、《星球大战 IV - 新希望》、《指环王：王者归来》的电影：
选项：
(A) 洛城机密
(B) PS 我爱你
(C) 胡德男孩
(D) 让它行驶",(A)
"找一部类似《星际之门》、《肖申克的救赎》、《与狼共舞》、《逃亡者》的电影：
选项：
(A) 我桌上的天使
(B) 安
(C) 今日之美
(D) 低俗小说
(E) 欧米茄人",(D)
"查找类似于《黑客帝国》、《星球大战 5 - 帝国反击战》、《星球大战 IV - 新希望》、《阿甘正传》的电影：
选项：
(A) 低俗小说
(B) Da geht noch 是！
(C) 哈德逊霍克
(D) 格林兄弟",(A)
"找一部类似《肖申克的救赎》、《辛德勒的名单》、《终结者 2 审判日》、《阿拉丁》的电影：
选项：
(A) 尼娜的天堂之乐
(B) 美国派呈现爱情之书
(C) 新兵
(D) 狮子王",(D)
"找一部类似《好家伙》、《大勒保斯基》、《夺宝奇兵》、《沉默的羔羊》的电影：
选项：
(A) 杜立德医生
(B) 圆周率
(C) 家庭聚会 3
(D) 星球大战第四集 - 新希望",(D)
"找一部类似《绿里奇迹》、《黑客帝国》、《拯救大兵瑞恩》、《角斗士》的电影：
选项：
(A) 49 向上
(B) 千钧一发
(C) 亚历克斯和艾玛
(D) 恐怖分子",(B)
"找一部类似于《第五元素》、《角斗士》、《千钧一发》、《黑客帝国》的电影：
选项：
(A) 恶魔岛鸟人
(B) 夺宝方舟
(C) 武士
(D) 想象一下",(B)
"找一部类似于《星球大战 IV - 新希望》、《星球大战 V - 帝国反击战》、《沉默的羔羊》、《公主新娘》的电影：
选项：
(A) 代客泊车
(B) 爱情药水 #9
(C) 暮光武士
(D) 法戈",(D)
