输入,目标
问题：弗莱彻撒谎了。菲比说弗莱彻说的是实话。维娜说菲比说的是实话。安德烈说维娜说的是实话。威廉说安德烈说的是实话。威廉说的是实话吗？,No
问题：瑞安撒谎了。克里斯蒂安说瑞安撒谎。特蕾莎说克里斯蒂安说的是实话。安伯莉说特蕾莎说的是实话。杰米说安伯莉说的是实话。杰米说的是实话吗？,Yes
问题：莎朗达撒谎了。杰米说莎朗达说的是实话。雷蒙德说杰米撒谎。奥德里说雷蒙德撒谎。雪莉说奥黛丽撒谎。雪莉说的是实话吗？,Yes
问：康迪说的是实话。米凯拉说坎迪撒谎。维尔内尔说米凯拉撒谎。安特万说维内尔说的是实话。萨尔说安万撒谎。萨尔说的是实话吗？,No
问题：奥黛丽撒谎了。雪莉说奥黛丽撒谎。威廉说雪莉说的是实话。 Conception说威廉说的是实话。格温说受孕是谎言。格温说的是实话吗？,No
问：德尔菲娜说的是实话。威廉说德尔菲娜说的是实话。克里斯塔说威廉撒谎。莎朗达说克里斯塔撒谎。申娜说莎隆达说的是实话。沉娜说的是实话吗？,Yes
问题：杰瑞撒谎了。海伦说杰瑞撒谎。亚历克西斯说海伦说的是实话。雪莉说亚历克西斯说的是实话。迈克尔说雪莉说的是实话。迈克尔说的是实话吗？,Yes
问：菲德尔说的是实话。塔米卡说菲德尔撒谎。申娜说塔米卡撒谎。奥德里说申娜撒谎。吉姆说奥黛丽说的是实话。吉姆说的是实话吗？,No
问：安德烈说的是实话。奥德里说安德烈说的是实话。杰瑞说奥黛丽撒谎。海伦说杰瑞撒谎。伯尼塔说海伦说的是实话。伯尼塔说的是实话吗？,Yes
问：菲德尔撒谎了。弗莱彻说菲德尔说的是实话。约兰德说弗莱彻撒谎。雷蒙德说约兰撒谎。勒达说雷蒙德撒谎。勒达说的是实话吗？,Yes
问：塔米卡说的是实话。卡说塔米卡说的是实话。菲德尔说卡说的是实话。埃拉诺说菲德尔说的是实话。安伯莉说埃兰诺说的是实话。安伯莉说的是实话吗？,Yes
问题：梅贝尔撒谎了。杰米说梅贝尔说的是实话。菲比说杰米撒谎。威廉说菲比撒谎。莎隆达说威廉撒谎。莎朗达说的是实话吗？,Yes
问题：杰米撒谎了。弗内尔说杰米说的是实话。米利森特说维尔内尔撒谎。拉什达说米利森特说的是实话。维娜说拉什达说的是实话。维娜说的是实话吗？,Yes
问题：亚历杭德罗撒谎了。安伯莉说亚历杭德罗说的是实话。奥斯瓦尔多说安伯莉撒谎。韦尔内尔说奥斯瓦尔多撒谎。申娜说维尔内尔撒谎。沉娜说的是实话吗？,Yes
问：菲德尔说的是实话。坎迪说菲德尔撒谎。克里斯蒂说坎迪说的是实话。丽达说克里斯蒂撒谎。司马说勒达撒谎。司马说的是实话吗？,No
问：杰米说的是实话。米利森特说杰米撒谎了。米莉说米莉森特说的是实话。维娜说米莉撒谎。勒达说维娜说的是实话。勒达说的是实话吗？,Yes
问：弗莱彻说的是实话。海伦说弗莱彻撒谎。埃拉诺说海伦说的是实话。约兰说埃拉诺说的是实话。奥德里说约兰撒谎。奥黛丽说的是实话吗？,Yes
问题：弥足珍贵的谎言。亚历克西斯说米利森特撒谎。英加说亚历克西斯说的是实话。克里斯蒂说英加撒谎。格温说克里斯蒂撒谎。格温说的是实话吗？,Yes
问：司马说的是实话。约兰说司马撒谎。安伯莉说约兰德说的是实话。英加说安伯莉撒谎。亚历克西斯说英加说的是实话。亚历克西斯说的是实话吗？,Yes
问：米莉说的是实话。米莉森特说米莉说的是实话。雷蒙德说米利森特说的是实话。克里斯塔说雷蒙德撒谎。卡说克里斯塔说的是实话。卡说的是实话吗？,No
问题：米凯拉撒谎了。米利森特说米凯拉撒谎。德尔伯特说米利森特撒谎了。伯尼塔说德尔伯特撒谎。特蕾莎说伯尼塔说的是实话。特蕾莎说的是实话吗？,Yes
问：奥黛丽说的是实话。约兰德说奥黛丽撒谎。尚达说约兰德说的是实话。雷蒙德说尚达撒谎。梅贝尔说雷蒙德撒谎。梅贝尔说的是实话吗？,No
问题：弗莱彻撒谎了。特蕾莎说弗莱彻撒谎。维尔内尔说特蕾莎撒谎。达拉斯说维尔内尔撒谎。米利森特说达拉斯说的是实话。米利森特说的是实话吗？,Yes
问：拉什达说的是实话。威廉说拉希达撒谎。克里斯蒂说威廉撒谎。瑞安说克里斯蒂撒谎。尚达说瑞安撒谎。尚达说的是实话吗？,Yes
问题：埃拉诺说的是实话。卡说埃拉诺撒谎。德尔伯特说卡说的是实话。米凯拉说德尔伯特撒谎。雪莉说米凯拉撒谎。雪莉说的是实话吗？,No
问题：安德烈撒谎了。安伯莉说安德烈说的是实话。格温说安伯莉说的是实话。威廉说格温撒谎。亚历克西斯说威廉说的是实话。亚历克西斯说的是实话吗？,Yes
问：伯尼塔说的是实话。迈克尔说伯尼塔说的是实话。菲德尔说迈克尔撒谎。达拉斯说菲德尔说的是实话。米利森特说达拉斯撒谎。米利森特说的是实话吗？,Yes
问：弗莱彻说的是实话。卡说弗莱彻说的是实话。埃拉诺说卡撒谎了。弗内尔说埃兰诺撒谎。德尔菲娜说维尔内尔说的是实话。德尔菲娜说的是实话吗？,Yes
问：康迪说的是实话。亚历杭德罗说坎迪说的是实话。米利森特说亚历杭德罗撒谎。莎朗达说米利森特撒谎。康塞申说莎隆达撒谎了。 《构想》说的是真的吗？,No
问：米利森特说的是实话。米莉说米莉森特说的是实话。迈克尔说米莉说的是实话。安特万说迈克尔撒谎。亚历克西斯说安特万说的是实话。亚历克西斯说的是实话吗？,No
问题：杰瑞撒谎了。海伦说杰瑞撒谎。坎迪说海伦说的是实话。杰米说坎迪撒谎。莎朗达说杰米撒谎。莎朗达说的是实话吗？,Yes
问：塔米卡说的是实话。司马说塔米卡说的是实话。拉什达说司马撒谎。德尔菲娜说拉希达撒谎。杰瑞说德尔菲娜撒谎。杰瑞说的是实话吗？,No
问：卡说的是实话。弗莱彻说卡说的是实话。梅贝尔说弗莱彻撒谎。洛琳说梅贝尔撒谎了。克里斯塔说洛琳说的是实话。克里斯塔说的是实话吗？,Yes
问：德尔伯特说的是实话。德尔菲娜说德尔伯特撒谎。安特万说德尔菲娜说的是实话。海伦说安特万撒谎。司马说海伦撒谎。司马说的是实话吗？,No
问题：梅贝尔说的是实话。伯尼塔说梅贝尔说的是实话。英加说伯尼塔说的是实话。塔米卡说英加撒谎。海伦说塔米卡说的是实话。海伦说的是实话吗？,No
问题：德尔菲娜撒谎了。丽达说德尔菲娜撒谎。菲德尔说勒达撒谎。萨尔说菲德尔说的是实话。安德烈说萨尔撒谎。安德烈说的是实话吗？,Yes
问题：杰瑞说的是实话。埃兰诺说杰瑞说的是实话。格温说埃兰诺说的是实话。坎迪说格温说的是实话。达拉斯说坎迪说的是实话。达拉斯说的是真的吗？,Yes
问题：克里斯塔撒谎了。迈克尔说克里斯塔说的是实话。奥德里说迈克尔撒谎。雪莉说奥黛丽撒谎。米凯拉说雪莉说的是实话。米凯拉说的是实话吗？,No
问题：吉姆撒谎了。卡说吉姆撒谎了。杰瑞说卡说的是实话。弗莱彻说杰瑞说的是实话。坎迪说弗莱彻撒谎。康迪说的是实话吗？,No
问：司马说的是实话。米凯拉说西玛撒谎。勒达说米凯拉说的是实话。弗莱彻说丽达撒谎。维娜说弗莱彻说的是实话。维娜说的是实话吗？,Yes
问题：维尔内尔撒谎了。格温说维尔内尔撒谎。特蕾莎说格温撒谎。伯尼塔说特蕾莎说的是实话。克里斯蒂说伯尼塔撒谎。克里斯蒂说的是实话吗？,Yes
问：菲德尔撒谎了。迈克尔说菲德尔撒谎。弗莱彻说迈克尔撒谎。英加说弗莱彻说的是实话。安德烈说英加撒谎。安德烈说的是实话吗？,Yes
问：菲比说的是实话。杰米说菲比撒谎。奥德里说杰米说的是实话。米凯拉说奥黛丽撒谎。维娜说米凯拉撒谎。维娜说的是实话吗？,No
问题：康迪撒谎了。菲比说坎迪说的是实话。约兰说菲比说的是实话。弗莱彻说约兰撒谎。洛琳说弗莱彻说的是实话。洛琳说的是实话吗？,Yes
问：康迪说的是实话。克里斯塔说坎迪撒谎。瑞安说克里斯塔说的是实话。格温说瑞安说的是实话。德尔菲娜说格温说的是实话。德尔菲娜说的是实话吗？,No
问题：弥足珍贵的谎言。申娜说米利森特撒谎。威廉说申娜说的是实话。坎迪说威廉撒谎。维尔内尔说坎迪撒谎。维尔内尔说的是实话吗？,Yes
问：杰米说的是实话。雷蒙德说杰米撒谎。奥德里说雷蒙德撒谎。米凯拉说奥黛丽撒谎。拉什达说米凯拉撒谎。拉什达说的是实话吗？,Yes
问：奥斯瓦尔多说的是实话。安德烈说奥斯瓦尔多说的是实话。威廉说安德烈撒谎。维娜说威廉说的是实话。杰米说维娜说的是实话。杰米说的是实话吗？,No
问：勒达说的是实话。莎朗达说丽达撒谎。申娜说莎隆达说的是实话。克里斯蒂说申娜撒谎。克里斯塔说克里斯蒂说的是实话。克里斯塔说的是实话吗？,Yes
问： 构想说的是实话。特蕾莎说受孕是谎言。萨尔说特蕾莎说的是实话。菲德尔说萨尔说的是实话。申娜说菲德尔撒谎。沉娜说的是实话吗？,Yes
问：Ryan说的是实话。海伦说瑞安说的是实话。坎迪说海伦说的是实话。英加说坎迪说的是实话。德尔伯特说英加撒谎。德尔伯特说的是实话吗？,No
问题：瑞安撒谎了。克里斯蒂说瑞安撒谎。安伯莉说克里斯蒂说的是实话。申娜说安伯莉说的是实话。杰米说申娜撒谎。杰米说的是实话吗？,No
问：克里斯蒂安说的是实话。达拉斯说克里斯蒂安说的是实话。奥斯瓦尔多说达拉斯撒谎。米莉说奥斯瓦尔多说的是实话。维娜说米莉说的是实话。维娜说的是实话吗？,No
问：克里斯蒂说的是实话。杰米说克里斯蒂说的是实话。迈克尔说杰米撒谎。拉希达说迈克尔说的是实话。特蕾莎说拉希达说的是实话。特蕾莎说的是实话吗？,No
问题：拉什达撒谎了。瑞安说拉什达说的是实话。弗内尔说瑞安说的是实话。尚达说维尔内尔撒谎。安伯莉说尚达撒谎。安伯莉说的是实话吗？,No
问题：埃拉诺撒谎了。塔米卡说埃拉诺撒谎。卡说塔米卡说的是实话。尚达说卡撒谎。康塞申说尚达撒谎。 《构想》说的是真的吗？,Yes
问题：特蕾莎撒谎了。威廉说特蕾莎撒谎。杰米说威廉撒谎。瑞安说杰米撒谎。坎迪说瑞安撒谎。康迪说的是实话吗？,No
问题：奥黛丽撒谎了。杰米说奥黛丽说的是实话。菲比说杰米撒谎。 Conception说菲比说的是实话。迈克尔说《受孕》是谎言。迈克尔说的是实话吗？,No
问：伯尼塔说的是实话。奥德里说伯尼塔撒谎。德尔菲娜说奥黛丽说的是实话。维娜说德尔菲娜撒谎。萨尔说维娜说的是实话。萨尔说的是实话吗？,Yes
问题：杰米撒谎了。雷蒙德说杰米撒谎。卡说雷蒙德撒谎。伯尼塔说卡说的是实话。特蕾莎说伯尼塔撒谎。特蕾莎说的是实话吗？,Yes
问题：特蕾莎撒谎了。克里斯蒂安说特蕾莎撒谎。萨尔说克里斯蒂安说的是实话。奥德里说萨尔撒谎。勒达说奥黛丽撒谎。勒达说的是实话吗？,Yes
问：海伦说的是实话。洛琳说海伦撒谎。雷蒙德说洛琳说的是实话。卡说雷蒙德说的是实话。克里斯蒂说卡说的是实话。克里斯蒂说的是实话吗？,No
问题：瑞安撒谎了。坎迪说瑞安撒谎。洛琳说坎迪撒谎。克里斯蒂说洛琳说的是实话。弗莱彻说克里斯蒂撒谎。弗莱彻说的是实话吗？,Yes
问题：杰米撒谎了。格温说杰米说的是实话。约兰说格温说的是实话。坎迪说约兰说的是实话。奥斯瓦尔多说坎迪说的是实话。奥斯瓦尔多说的是实话吗？,No
问：安万说的是实话。海伦说安特万说的是实话。格温说海伦说的是实话。萨尔说格温说的是实话。珊达说萨尔撒谎。尚达说的是实话吗？,No
问题：吉姆说的是实话。塔米卡说吉姆说的是实话。海伦说塔米卡说的是实话。杰米说海伦说的是实话。 Conception说Jaymie说的是实话。 《构想》说的是真的吗？,Yes
问：司马说的是实话。吉姆说司马撒谎。格温说吉姆说的是实话。菲比说格温说的是实话。拉什达说菲比撒谎。拉什达说的是实话吗？,Yes
问：杰米说的是实话。德尔菲娜说杰米撒谎。维娜说德尔菲娜说的是实话。特蕾莎说维娜说的是实话。构想说特蕾莎撒谎了。 《构想》说的是真的吗？,Yes
问：菲比说的是实话。海伦说菲比撒谎。司马说海伦撒谎。亚历杭德罗说西玛说的是实话。米凯拉说亚历杭德罗撒谎。米凯拉说的是实话吗？,No
问：司马说的是实话。特蕾莎说西玛说的是实话。维娜说特蕾莎撒谎。克里斯塔说维娜撒谎。菲比说克里斯塔说的是实话。菲比说的是实话吗？,Yes
问题：杰米撒谎了。米凯拉说杰米说的是实话。米利森特说米凯拉撒谎。埃拉诺说米利森特说的是实话。拉希达说埃拉诺撒谎。拉什达说的是实话吗？,No
问：米利森特说的是实话。亚历克西斯说米利森特撒谎。杰米说亚历克西斯撒谎。威廉说杰米说的是实话。勒达说威廉撒谎。勒达说的是实话吗？,No
问题：杰米撒谎了。克里斯蒂说杰米说的是实话。亚历杭德罗说克里斯蒂撒谎。格温说亚历杭德罗说的是实话。萨尔说格温撒谎。萨尔说的是实话吗？,No
问题：迈克尔撒谎了。勒达说迈克尔撒谎。德尔伯特说丽达说的是实话。塔米卡说德尔伯特说的是实话。菲德尔说塔米卡撒谎。菲德尔说的是实话吗？,No
问：勒达说的是实话。维娜说勒达撒谎。德尔菲娜说维娜说的是实话。亚历杭德罗说德尔菲娜撒谎。尚达说亚历杭德罗说的是实话。尚达说的是实话吗？,Yes
问题：安德烈撒谎了。德尔菲娜说安德烈撒谎。吉姆说德尔菲娜说的是实话。格温说吉姆撒谎。德尔伯特说格温撒谎。德尔伯特说的是实话吗？,Yes
问题：安德烈撒谎了。杰米说安德烈撒谎。尚达说杰米撒谎。德尔菲娜说尚达撒谎。克里斯蒂说德尔菲娜撒谎。克里斯蒂说的是实话吗？,No
问：克里斯塔说的是实话。莎朗达说克里斯塔撒谎。米利森特说莎隆达撒谎。维尔内尔说米利森特撒谎。英加说维尔内尔说的是实话。英加说的是实话吗？,No
问： 构想说的是实话。埃拉诺说《受孕》说的是实话。亚历克西斯说埃兰诺说的是实话。菲德尔说亚历克西斯说的是实话。德尔伯特说菲德尔撒谎。德尔伯特说的是实话吗？,No
问题：埃拉诺说的是实话。勒达说埃拉诺撒谎。奥斯瓦尔多说勒达说的是实话。吉姆说奥斯瓦尔多撒谎。格温说吉姆撒谎。格温说的是实话吗？,No
问：Ryan说的是实话。尚达说瑞安说的是实话。勒达说尚达撒谎。特蕾莎说丽达撒谎。克里斯蒂说特蕾莎说的是实话。克里斯蒂说的是实话吗？,Yes
问题：尚达撒谎了。瑞安说尚达说的是实话。莎朗达说瑞安撒谎。伯尼塔说莎隆达撒谎。米凯拉说伯尼塔说的是实话。米凯拉说的是实话吗？,No
问题：亚历克西斯说的是实话。申娜说亚历克西斯说的是实话。约兰说申娜说的是实话。卡说约兰德说的是实话。英加说卡说的是实话。英加说的是实话吗？,Yes
问题：德尔菲娜撒谎了。杰瑞说德尔菲娜说的是实话。梅贝尔说杰瑞说的是实话。达拉斯说梅贝尔撒谎。克里斯蒂安说达拉斯说的是实话。克里斯蒂安说的是实话吗？,Yes
问题：格温说的是实话。安德烈说格温说的是实话。约兰德说安德烈撒谎。萨尔说约兰撒谎。克里斯塔说萨尔撒谎。克里斯塔说的是实话吗？,No
问：克里斯塔说的是实话。吉姆说克里斯塔撒谎了。德尔菲娜说吉姆撒谎。菲比说德尔菲娜撒谎。伯尼塔说菲比说的是实话。伯尼塔说的是实话吗？,No
问题：吉姆说的是实话。亚历杭德罗说吉姆撒谎。菲比说亚历杭德罗撒谎。尚达说菲比说的是实话。坎迪说尚达撒谎。康迪说的是实话吗？,No
问题：奥斯瓦尔多撒谎了。瑞安说奥斯瓦尔多撒谎。安德烈说瑞安说的是实话。拉什达说安德烈说的是实话。米莉说拉什达说的是实话。米莉说的是实话吗？,Yes
问：约兰说的是实话。米凯拉说约兰德说的是实话。西玛说米凯拉说的是实话。尚达说西玛说的是实话。奥斯瓦尔多说尚达撒谎。奥斯瓦尔多说的是实话吗？,No
问： 受孕是谎言。拉什达说《受孕》说的是实话。亚历杭德罗说拉什达说的是实话。雪莉说亚历杭德罗撒谎。安伯莉说雪莉说的是实话。安伯莉说的是实话吗？,Yes
问：特蕾莎说的是实话。维尔内尔说特蕾莎撒谎。雪莉说维内尔说的是实话。塔米卡说雪莉撒谎。米利森特说塔米卡说的是实话。米利森特说的是实话吗？,Yes
问题：维尔内尔撒谎了。迈克尔说维尔内尔撒谎。达拉斯说迈克尔撒谎。莎朗达说达拉斯说的是实话。杰米说莎朗达撒谎。杰米说的是实话吗？,Yes
问题：吉姆说的是实话。瑞安说吉姆说的是实话。米利森特说瑞安说的是实话。奥德里说米利森特说的是实话。埃拉诺说奥黛丽说的是实话。埃拉诺说的是实话吗？,Yes
问题：埃拉诺撒谎了。达拉斯说埃拉诺说的是实话。弗莱彻说达拉斯撒谎。杰米说弗莱彻说的是实话。德尔菲娜说杰米撒谎。德尔菲娜说的是实话吗？,No
问：亚历杭德罗说的是实话。申娜说亚历杭德罗说的是实话。克里斯蒂说申娜说的是实话。莎朗达说克里斯蒂撒谎。杰瑞说莎朗达撒谎。杰瑞说的是实话吗？,Yes
问题：奥斯瓦尔多撒谎了。菲比说奥斯瓦尔多撒谎。坎迪说菲比说的是实话。克里斯塔说坎迪说的是实话。德尔伯特说克里斯塔撒谎了。德尔伯特说的是实话吗？,No
问题：伯尼塔撒谎了。杰瑞说伯尼塔说的是实话。德尔伯特说杰瑞撒谎。杰米说德尔伯特说的是实话。申娜说杰米撒谎。沉娜说的是实话吗？,No
问：威廉说的是实话。菲比说威廉撒谎。亚历杭德罗说菲比撒谎。洛琳说亚历杭德罗说的是实话。克里斯蒂说洛琳说的是实话。克里斯蒂说的是实话吗？,Yes
问：米利森特说的是实话。维尔内尔说米利森特撒谎。塔米卡说维尔内尔说的是实话。奥斯瓦尔多说塔米卡说的是实话。申娜说奥斯瓦尔多撒谎。沉娜说的是实话吗？,Yes
问题：安伯莉撒谎。莎朗达说安伯莉说的是实话。海伦说莎朗达说的是实话。西玛说海伦说的是实话。克里斯蒂说司马说的是实话。克里斯蒂说的是实话吗？,No
问题：克里斯蒂撒谎了。杰米说克里斯蒂撒谎。洛琳说杰米说的是实话。伯尼塔说洛琳说的是实话。德尔菲娜说伯尼塔撒谎。德尔菲娜说的是实话吗？,No
问：海伦说的是实话。特蕾莎说海伦说的是实话。杰米说特蕾莎撒谎。亚历克西斯说杰米撒谎。奥斯瓦尔多说亚历克西斯说的是实话。奥斯瓦尔多说的是实话吗？,Yes
问：威廉说的是实话。米凯拉说威廉撒谎。康塞申说米凯拉撒谎了。英加说《受孕》说的是实话。萨尔说英加撒谎。萨尔说的是实话吗？,No
问题：洛琳撒谎了。奥斯瓦尔多说洛琳撒谎。亚历杭德罗说奥斯瓦尔多撒谎。格温说亚历杭德罗说的是实话。达拉斯说格温撒谎。达拉斯说的是真的吗？,Yes
问：克里斯蒂说的是实话。埃拉诺说克里斯蒂撒谎。杰米说埃拉诺说的是实话。杰米说杰米撒谎。亚历克西斯说杰米说的是实话。亚历克西斯说的是实话吗？,Yes
问题：梅贝尔说的是实话。奥斯瓦尔多说梅贝尔撒谎了。坎迪说奥斯瓦尔多撒谎。杰瑞说坎迪撒谎。亚历杭德罗说杰瑞撒谎。亚历杭德罗说的是实话吗？,Yes
问题：亚历杭德罗撒谎了。维娜说亚历杭德罗撒谎。维内尔说维娜说的是实话。菲德尔说维尔内尔撒谎。英加说菲德尔说的是实话。英加说的是实话吗？,No
问：米利森特说的是实话。威廉说米利森特撒谎。克里斯塔说威廉撒谎。特蕾莎说克里斯塔说的是实话。拉希达说特蕾莎说的是实话。拉什达说的是实话吗？,Yes
问题：奥斯瓦尔多撒谎了。格温说奥斯瓦尔多撒谎。迈克尔说格温撒谎。埃拉诺说迈克尔撒谎。萨尔说埃拉诺说的是实话。萨尔说的是实话吗？,Yes
问题：Ka撒谎。洛琳说卡说的是实话。萨尔说洛琳撒谎。安伯莉说萨尔撒谎。康塞申说安伯莉撒谎了。 《构想》说的是真的吗？,Yes
问题：杰瑞说的是实话。雷蒙德说杰瑞说的是实话。约兰说雷蒙德说的是实话。埃拉诺说约兰说的是实话。杰米说埃兰诺撒谎。杰米说的是实话吗？,No
问：海伦说的是实话。雷蒙德说海伦撒谎。安德烈说雷蒙德说的是实话。迈克尔说安德烈说的是实话。安伯莉说迈克尔说的是实话。安伯莉说的是实话吗？,No
问：威廉说的是实话。克里斯塔说威廉说的是实话。维娜说克里斯塔撒谎。菲德尔说维娜撒谎。弗莱彻说菲德尔撒谎。弗莱彻说的是实话吗？,No
问：洛琳说的是实话。米凯拉说洛琳撒谎。米利森特说米凯拉说的是实话。弗莱彻说米利森特说的是实话。尚达说弗莱彻说的是实话。尚达说的是实话吗？,No
问题：杰瑞撒谎了。格温说杰瑞撒谎。菲德尔说格温撒谎。米利森特说菲德尔说的是实话。洛琳说米利森特说的是实话。洛琳说的是实话吗？,No
问题：米莉撒谎了。杰米说米莉说的是实话。杰米说杰米说的是实话。萨尔说杰米撒谎。克里斯蒂说萨尔撒谎。克里斯蒂说的是实话吗？,No
问题：莎朗达撒谎了。克里斯塔说莎朗达说的是实话。约兰说克里斯塔说的是实话。卡说约兰德说的是实话。米凯拉说卡撒谎。米凯拉说的是实话吗？,Yes
问题：梅贝尔说的是实话。安特万说梅贝尔说的是实话。奥德里说安特万说的是实话。瑞安说奥黛丽撒谎。德尔菲娜说瑞安撒谎。德尔菲娜说的是实话吗？,Yes
问：伯尼塔说的是实话。卡说伯尼塔撒谎。约兰德说卡撒谎。格温说约兰撒谎。菲德尔说格温撒谎。菲德尔说的是实话吗？,Yes
问：奥黛丽说的是实话。瑞安说奥黛丽撒谎。拉什达说瑞安撒谎。弗莱彻说拉什达说的是实话。尚达说弗莱彻说的是实话。尚达说的是实话吗？,Yes
问题：德尔菲娜撒谎了。特蕾莎说德尔菲娜撒谎。安伯莉说特蕾莎说的是实话。瑞安说安伯莉撒谎。米莉说瑞安撒谎。米莉说的是实话吗？,Yes
问：威廉说的是实话。米凯拉说威廉说的是实话。西玛说米凯拉撒谎。英加说西玛说的是实话。奥德里说英加撒谎。奥黛丽说的是实话吗？,Yes
问：特蕾莎说的是实话。洛琳说特蕾莎撒谎。安特万说洛琳说的是实话。菲德尔说安特万说的是实话。菲比说菲德尔撒谎。菲比说的是实话吗？,Yes
