aporte,objetivo
"Jane pensó que hoy era el 11/03/2002, pero en realidad hoy es 12 de marzo, es decir, 1 día después. ¿Cuál es la fecha de hace 10 días en MM/DD/AAAA?
Opciones:
(A) 16/03/2002
(B) 23/02/2002
(C) 02/03/2001
(D) 02/03/2003
(E) 25/11/2001
(F) 02/03/2002",(F)
"Hoy es la víspera de Navidad de 1937. ¿Cuál es la fecha de hace un año a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 24/12/1862
(B) 10/01/1937
(C) 24/10/1936
(D) 24/12/1936
(E) 24/03/1936
(F) 29/12/1936",(D)
"Hoy es 19/04/1969. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 21/06/1969
(B) 18/01/1969
(C) 16/04/1969
(D) 18/05/1969
(E) 20/04/1969
(F) 11/05/1969",(Y)
"Anteayer fue el 23/11/1933. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 25/11/1933
(B) 26/11/1933
(C) 26/07/1934
(D) 23/08/1933
(E) 26/11/1976
(F) 06/12/1933",(B)
"Anteayer fue el 23/11/1933. ¿Cuál es la fecha de hoy en MM/DD/AAAA?
Opciones:
(A) 29/08/1933
(B) 04/01/1934
(C) 25/11/1967
(D) 25/11/1933
(E) 04/11/1933
(F) 09/12/1933",(D)
"Jane reservó un vuelo para mañana, 29 de julio de 2002. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 29/07/2001
(B) 24/04/2002
(C) 30/07/2002
(D) 28/07/2002
(E) 29/07/2002
(F) 29/07/1947",(Y)
"Jane nació el último día de febrero de 2000. Hoy es su cumpleaños de 16 años. ¿Cuál es la fecha de mañana en MM/DD/AAAA?
Opciones:
(A) 02/03/2016
(B) 01/03/1968
(C) 20/02/2016
(D) 01/03/2016
(E) 01/03/2104
(F) 01/03/2048",(D)
"Hoy es 19/04/1969. ¿Cuál es la fecha de hace una semana a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 28/03/1969
(B) 12/04/1969
(C) 02/04/1969
(D) 04/03/1969
(E) 12/02/1970
(F) 13/04/1969",(B)
"Hoy es 3/5 y es la segunda vez en el año 1973 que Jane ve una lluvia de meteoritos. ¿Cuál es la fecha de hace un mes en MM/DD/AAAA?
Opciones:
(A) 05/02/1973
(B) 08/03/1983
(C) 02/01/1973
(D) 05/03/2007
(E) 05/03/1973
(F) 05/04/1973",(A)
"Fue el 1 de septiembre de 2021 hace una semana. ¿Cuál es la fecha de hace una semana a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 02/09/2021
(B) 07/09/2021
(C) 01/09/2021
(D) 01/09/2098
(E) 01/09/2020
(F) 06/12/2021",(C)
"La fecha límite es el 1 de junio de 2021, que es dentro de 2 días. ¿Cuál es la fecha de hace 10 días en MM/DD/AAAA?
Opciones:
(A) 29/04/2021
(B) 21/05/2021
(C) 06/04/2021
(D) 24/06/2021
(E) 20/05/2021",(Y)
"Jane nació el último día de febrero de 2001. Hoy es su cumpleaños de 16 años. ¿Cuál es la fecha de hoy en MM/DD/AAAA?
Opciones:
(A) 28/08/2017
(B) 22/02/2017
(C) 01/03/2017
(D) 28/01/2018
(E) 07/02/2017
(F) 28/02/2017",(F)
"Hoy, 3/8/1997, es un día que nunca olvidaremos. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 04/08/1997
(B) 04/08/1978
(C) 04/08/2043
(D) 07/08/1997
(E) 04/08/1935
(F) 01/05/1997",(A)
"El 6 de mayo de 1992 es como ayer para Jane, pero en realidad fue hace diez años. ¿Cuál es la fecha de ayer en MM/DD/AAAA?
Opciones:
(A) 26/05/2002
(B) 05/05/2001
(C) 05/05/1902
(D) 05/05/2084
(E) 01/05/2002
(F) 05/05/2002",(F)
"En Estados Unidos, el Día de Acción de Gracias es el cuarto jueves de noviembre. Hoy es el Día de Acción de Gracias de 2001 en Estados Unidos. ¿Cuál es la fecha de hace un mes en MM/DD/AAAA?
Opciones:
(A) 22/11/2001
(B) 21/10/2002
(C) 21/07/2002
(D) 22/10/1923
(E) 15/10/2002
(F) 22/10/2002",(F)
"Jane está celebrando el último día de enero de 2012. ¿Cuál es la fecha dentro de una semana en MM/DD/AAAA?
Opciones:
(A) 16/03/2012
(B) 01/02/2012
(C) 31/01/2012
(D) 06/02/2012
(E) 07/02/2014
(F) 07/02/2012",(D)
"Hoy es 7/9. Jane está viendo NFL 2003. ¿Cuál es la fecha de hace un año a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 07/12/2002
(B) 24/08/2002
(C) 07/09/2002
(D) 07/09/1918
(E) 08/09/2002
(F) 28/09/2002",(C)
"Hoy es el último día del primer trimestre de 2008. ¿Cuál es la fecha dentro de una semana en MM/DD/AAAA?
Opciones:
(A) 15/04/2008
(B) 07/10/2008
(C) 07/09/2008
(D) 24/03/2008
(E) 07/04/2008
(M) 06/04/2008",(Y)
"Jane consiguió su trabajo en 2016. Hoy es su tercer aniversario laboral. Todavía recuerda que el 2 de diciembre, su segundo día de trabajo, derramó café en su computadora portátil. ¿Cuál es la fecha de hace un mes en MM/DD/AAAA?
Opciones:
(A) 01/11/2019
(B) 02/11/2019
(C) 06/09/2019
(D) 01/11/1933
(E) 01/11/2089
(F) 04/08/2019",(A)
"Jane reservó un vuelo para mañana, 29 de julio de 2002. ¿Cuál es la fecha de hace un mes en MM/DD/AAAA?
Opciones:
(A) 27/06/2002
(B) 21/06/2002
(C) 28/10/2001
(D) 28/10/2002
(E) 28/06/2002
(F) 25/08/2002",(Y)
"Jane está celebrando el último día de enero de 2012. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 31/01/2012
(B) 01/02/2016
(C) 01/02/2079
(D) 10/11/2011
(E) 04/01/2012
(F) 01/02/2012",(F)
"Jane reservó un vuelo para mañana, 29 de julio de 2002. ¿Cuál es la fecha de ayer en MM/DD/AAAA?
Opciones:
(A) 27/07/2002
(B) 28/07/2002
(C) 27/12/2001
(D) 27/07/1921
(E) 27/12/2002",(A)
"En Estados Unidos, el Día de Acción de Gracias es el cuarto jueves de noviembre. Hoy es el Día de Acción de Gracias de 2001 en Estados Unidos. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 01/12/2002
(B) 24/11/2002
(C) 23/06/2003
(D) 23/05/2002
(E) 23/11/2002",(Y)
"Hoy es 9 de septiembre de 1909. ¿Cuál es la fecha de ayer en MM/DD/AAAA?
Opciones:
(A) 11/08/1909
(B) 24/07/1909
(C) 09/09/1909
(D) 08/09/1962
(E) 08/09/1909
(F) 15/09/1909",(Y)
"Hoy es 9 de septiembre de 1909. ¿Cuál es la fecha de hace un año a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 09/09/1920
(B) 09/09/1908
(C) 05/07/1908
(D) 09/09/1870
(E) 04/09/1908
(F) 13/09/1908",(B)
"El 9 de mayo de 2017, Jane compró 40 huevos. Ella comía uno por día. Hoy se le acabaron los óvulos. ¿Cuál es la fecha de ayer en MM/DD/AAAA?
Opciones:
(A) 18/07/2017
(B) 17/06/2017
(C) 17/06/2111
(D) 13/07/2017
(E) 26/06/2017
(F) 25/06/2017",(B)
"Jane cree que hoy es el 18/06/2019, pero John cree que hoy es el 19/06/2019. Juan tiene razón. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 20/06/2019
(B) 22/06/2019
(C) 29/06/2019
(D) 21/06/2019
(E) 20/06/2028
(F) 20/06/1921",(A)
"Ayer, 21 de enero de 2011, Jane comió 2 pizzas y 5 alitas. ¿Cuál es la fecha dentro de una semana en MM/DD/AAAA?
Opciones:
(A) 30/01/2011
(B) 10/04/2011
(C) 29/01/2011
(D) 28/01/2011
(E) 29/06/2010",(C)
"Hoy es 10 de abril de 1985. La cita de Jane será 3 días después. ¿Cuál es la fecha de mañana en MM/DD/AAAA?
Opciones:
(A) 13/04/1985
(B) 10/04/1985
(C) 02/01/2071
(D) 07/04/1985
(E) 11/04/1985
(F) 10/03/1986",(Y)
"Hoy es 3/5 y es la segunda vez en el año 1973 que Jane ve una lluvia de meteoritos. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 06/03/1973
(B) 02/03/1973
(C) 08/03/1983
(D) 05/04/1973
(E) 05/03/1972
(F) 02/01/1973",(A)
"El 9 de mayo de 2017, Jane compró 40 huevos. Ella comía uno por día. Hoy se le acabaron los óvulos. ¿Cuál es la fecha de mañana en MM/DD/AAAA?
Opciones:
(A) 05/08/2017
(B) 19/06/2017
(C) 25/06/2017
(D) 13/06/2017
(E) 21/06/2017
(F) 18/06/2017",(B)
"El concierto estaba previsto para el 01/06/1943, pero se retrasó un día hasta hoy. ¿Cuál es la fecha de mañana en MM/DD/AAAA?
Opciones:
(A) 03/06/1943
(B) 15/03/1943
(C) 03/08/1942
(D) 02/06/1943
(E) 04/07/1943
(F) 06/05/1943",(A)
"Hoy es 7/9. Jane está viendo NFL 2003. ¿Cuál es la fecha de hace 10 días en MM/DD/AAAA?
Opciones:
(A) 28/08/1959
(B) 29/08/2003
(C) 28/08/2003
(D) 14/06/2003
(E) 28/03/2003
(F) 28/08/2043",(C)
"Hoy es 10 de abril de 1985. La cita de Jane será 3 días después. ¿Cuál es la fecha de hace un año a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 10/03/1986
(B) 07/04/1985
(C) 13/05/1985
(D) 10/04/1984
(E) 12/04/1986
(F) 10/04/1985",(D)
"Hoy es 9 de septiembre de 1909. ¿Cuál es la fecha hace una semana a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 02/09/1832
(B) 02/05/1909
(C) 02/09/1864
(D) 02/09/1906
(E) 02/09/1909
(F) 19/08/1909",(Y)
"Hoy, 3/8/1997, es un día que nunca olvidaremos. ¿Cuál es la fecha de hace una semana a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 27/03/1998
(B) 02/09/1997
(C) 27/07/1997
(D) 29/06/1997
(E) 27/07/1973
(F) 27/12/1997",(C)
"Hoy es el segundo día del tercer mes de 1966. ¿Cuál es la fecha 24 horas después en MM/DD/AAAA?
Opciones:
(A) 04/03/1966
(B) 03/04/1966
(C) 03/03/1965
(D) 03/03/2021
(E) 02/03/1966
(F) 03/03/1966",(F)
"Hoy es 3/5 y es la segunda vez en el año 1973 que Jane ve una lluvia de meteoritos. ¿Cuál es la fecha de hace una semana a partir de hoy en MM/DD/AAAA?
Opciones:
(A) 05/03/1972
(B) 02/01/1973
(C) 05/04/1973
(D) 08/03/1983
(E) 26/02/1973
(F) 02/03/1973",(Y)
"El 9 de mayo de 2017, Jane compró 40 huevos. Ella comía uno por día. Hoy se le acabaron los óvulos. ¿Cuál es la fecha de hace 10 días en MM/DD/AAAA?
Opciones:
(A) 08/06/1933
(B) 06/06/2017
(C) 15/05/2017
(D) 14/06/2017
(E) 08/06/2017
(M) 22/06/2017",(Y)
"Mañana es 12/11/2019. ¿Cuál es la fecha de hoy en MM/DD/AAAA?
Opciones:
(A) 12/11/2019
(B) 11/11/2042
(C) 11/11/2020
(D) 01/11/2019
(E) 11/11/2019
(F) 25/11/2019",(Y)
