aporte,objetivo
no es Verdadero o Verdadero y Falso y Falso es,FALSO
Cierto y no no no no no Cierto es,FALSO
no es Verdadero y (Falso) y Falso es,FALSO
Falso y Falso o no Verdadero y Falso es,FALSO
Verdadero o Falso y no Verdadero y Falso es,Verdadero
no (Falso o Falso o Verdadero) es,FALSO
no es falso o verdadero o verdadero y falso es,Verdadero
no Falso y Falso o Falso o Falso es,FALSO
(no es verdadero) y (falso) es,FALSO
Verdadero y no no Falso y no Falso es,FALSO
no (no no falso) y verdadero es,Verdadero
no (no falso) y no falso es,FALSO
Falso o Verdadero y no Falso o Verdadero es,Verdadero
( no no no es Verdadero y Verdadero ) es,FALSO
Falso y no (Verdadero) o Verdadero es,Verdadero
(no Verdadero y Falso o Verdadero) es,Verdadero
no (no no es Verdadero) o Falso es,FALSO
(no falso) o (falso) es,Verdadero
no no no Falso y Verdadero y Falso es,FALSO
Cierto o no Cierto o no no Cierto es,Verdadero
no falso o no no falso y falso es,Verdadero
no es falso y (falso o falso) es,FALSO
Falso y Verdadero o (no Falso) es,Verdadero
Falso y no Falso y (Falso) es,FALSO
no ((falso y verdadero)) es,Verdadero
Falso o (no Falso) y Falso es,FALSO
Falso y no Falso o Falso y Verdadero es,FALSO
no es falso y no es verdadero y es verdadero,Verdadero
Verdadero y Verdadero o Falso y no Verdadero es,Verdadero
no es Verdadero o Falso y Verdadero o Falso es,FALSO
Verdadero o Falso o no Verdadero y Verdadero es,Verdadero
Falso o Falso o no Verdadero o Falso es,FALSO
Falso o Falso o Verdadero y no Falso es,Verdadero
(no (Verdadero o Falso)) es,FALSO
no es Falso y Falso o Verdadero y Verdadero,Verdadero
Verdadero y Falso o (no Falso) es,Verdadero
no es falso o no no no no es cierto,Verdadero
Verdadero y (no (verdadero)) es,FALSO
Verdadero y Falso y no Verdadero o Falso es,FALSO
((no Falso)) y Verdadero es,Verdadero
no (Verdadero) y (Falso) es,FALSO
Verdadero o no Falso y Falso y Falso es,Verdadero
Verdadero y no (Falso o Falso) es,Verdadero
no es Verdadero y Falso o Falso y Verdadero,FALSO
no es Verdadero o no es Falso y no es Verdadero,FALSO
no es Verdadero o Falso o Verdadero y Verdadero es,Verdadero
no es Verdadero y Verdadero y Falso y Verdadero,FALSO
Falso y Falso o no Verdadero y Verdadero es,FALSO
(no Falso o Falso y Verdadero) es,Verdadero
(Verdadero o Falso) o no Verdadero es,Verdadero
no no no (falso) y falso es,FALSO
no falso y falso y falso y verdadero es,FALSO
Falso y no Verdadero y Verdadero o Falso es,FALSO
(Falso o no Falso y Falso) es,FALSO
Falso o (falso o no falso) es,Verdadero
no es falso o verdadero o falso y falso es,Verdadero
Verdadero o (no falso) o Verdadero es,Verdadero
no Falso y Falso o Verdadero o Falso es,Verdadero
Falso y no (no no falso) es,FALSO
no no (no es Verdadero) o Falso es,FALSO
Falso y no Verdadero y Verdadero y Falso es,FALSO
Verdadero o Falso y no (Verdadero) es,Verdadero
no (Falso) y (Verdadero) es,Verdadero
Falso y no ((Verdadero)) es,FALSO
no falso o ( no no falso ) es,Verdadero
( (no falso) y falso) es,FALSO
Verdadero o Falso y no Falso y Verdadero es,Verdadero
((no Verdadero y Verdadero)) es,FALSO
no (falso) o no no falso es,Verdadero
no (Falso o Falso y Falso) es,Verdadero
Falso y no (no no verdadero) es,FALSO
Falso y Falso y no (Verdadero) es,FALSO
Falso o (no Falso y Falso) es,FALSO
Falso o (no no no verdadero) es,FALSO
(no falso) o no no falso es,Verdadero
no falso y falso y verdadero o falso es,FALSO
Verdadero o no Falso y (Falso) es,Verdadero
(no (falso)) o falso es,Verdadero
Verdadero y no Verdadero o Falso y Verdadero es,FALSO
no (no no no no falso) es,Verdadero
Verdadero y (no Verdadero o Falso) es,FALSO
(no no no es falso o verdadero) es,Verdadero
