aporte,objetivo
"Tengo un ñame, una coliflor, una cama, dos coles, un ajo, un horno, una zanahoria, una cabeza de brócoli, una papa, un tallo de apio, una cabeza de lechuga y una tostadora. ¿Cuántas verduras tengo?",10
"Tengo una papa, un ñame, dos cabezas de brócoli y una coliflor. ¿Cuántas verduras tengo?",5
"Tengo dos cabezas de brócoli, una manzana, una lechuga y dos cebollas. ¿Cuántas verduras tengo?",5
"Tengo un tambor, un acordeón y un violín. ¿Cuántos instrumentos musicales tengo?",3
"Tengo una cabeza de brócoli, una col, una lechuga, una cebolla, una zanahoria, un ajo y un ñame. ¿Cuántas verduras tengo?",7
"Tengo una coliflor, un tallo de apio, una col y un ajo. ¿Cuántas verduras tengo?",4
"Tengo un piano, un acordeón, tres trombones, cinco clarinetes, un violín, un tambor, una trompeta y tres flautas. ¿Cuántos instrumentos musicales tengo?",16
"Tengo una naranja, tres fresas, una manzana, tres plátanos, tres frambuesas, un melocotón, una mora, una uva, una ciruela y dos nectarinas. ¿Cuántas frutas tengo?",17
"Tengo un microondas, una lámpara, cuatro autos, una estufa, una tostadora y una cama. ¿Cuantos objetos tengo?",9
"Tengo dos sofás, una tostadora, dos sillas, cuatro microondas, una mesa y una lámpara. ¿Cuantos objetos tengo?",11
"Tengo una naranja, una manzana y una mora. ¿Cuántas frutas tengo?",3
Tengo una flauta y un acordeón. ¿Cuántos instrumentos musicales tengo?,2
"Tengo un ratón, un conejo, un perro, un pato y dos cabras. ¿Cuantos animales tengo?",6
"Tengo una cama, una nevera, una lámpara, una tostadora, cuatro sillas y una mesa. ¿Cuantos objetos tengo?",9
"Tengo una trompeta, un acordeón, tres clarinetes y un violín. ¿Cuántos instrumentos musicales tengo?",6
"Tengo una frambuesa, una uva y una naranja. ¿Cuántas frutas tengo?",3
"Tengo tres naranjas, un cerdo, una rana, una vaca, tres plátanos, una nectarina y un caracol. ¿Cuantos animales tengo?",4
"Tengo un plátano, cuatro fresas, una manzana, dos melocotones, una ciruela, una mora y dos frambuesas. ¿Cuántas frutas tengo?",12
Tengo un piano y un trombón. ¿Cuántos instrumentos musicales tengo?,2
"Tengo trombón, violín, clarinete, acordeón, cuatro flautas, trompeta, dos tambores y un piano. ¿Cuántos instrumentos musicales tengo?",12
"Tengo un oso, un perro, una vaca, un gato, dos cerdos, un burro, un pez, una rana y dos cabras. ¿Cuantos animales tengo?",11
"Tengo nevera, horno, coche, tostadora, microondas, mesa y cama. ¿Cuantos objetos tengo?",7
"Tengo un burro, una gallina, un cerdo y un caracol. ¿Cuantos animales tengo?",4
"Tengo una trompeta, cuatro trombones, un acordeón, un clarinete, un violín y un tambor. ¿Cuántos instrumentos musicales tengo?",9
"Tengo una zanahoria, una cebolla, un tallo de apio, tres ñames, un ajo, una cabeza de brócoli y una patata. ¿Cuántas verduras tengo?",9
"Tengo una flauta, una trompeta, tres acordeones, tres violines, un tambor, tres clarinetes y un trombón. ¿Cuántos instrumentos musicales tengo?",13
"Tengo una mora, una frambuesa, un melocotón, una cabeza de brócoli, una ciruela, una naranja, dos plátanos, una uva, dos ajos, una nectarina, una cabeza de lechuga y una manzana. ¿Cuántas frutas tengo?",10
"Tengo dos tallos de apio, dos ajos, una patata, tres cabezas de brócoli, una zanahoria y un ñame. ¿Cuántas verduras tengo?",10
"Tengo cuatro zanahorias, un repollo, una cebolla, una cabeza de brócoli, un ñame, un tallo de apio, una lechuga, una papa y tres coliflores. ¿Cuántas verduras tengo?",14
"Tengo un tallo de apio, dos tambores, dos cebollas, una zanahoria, un acordeón, un ñame, un repollo, una lechuga, una papa y una cabeza de brócoli. ¿Cuántas verduras tengo?",9
Tengo una rana y un ratón. ¿Cuantos animales tengo?,2
"Tengo un auto, tres sofás, una tostadora, un microondas, una estufa, una lámpara, dos sillas y un horno. ¿Cuantos objetos tengo?",11
"Tengo trompeta, estufa, trombón, dos flautas y tres clarinetes. ¿Cuántos instrumentos musicales tengo?",7
"Tengo un ratón, un cerdo, cuatro peces, un burro, un conejo, un perro, tres cabras, un pato y tres gallinas. ¿Cuantos animales tengo?",16
"Tengo cuatro nectarinas, tres plátanos, un melocotón, una fresa, una frambuesa, una ciruela, una manzana y una naranja. ¿Cuántas frutas tengo?",13
"Tengo un conejo, un perro, dos serpientes, una rana, un cerdo, una vaca, un ratón, un gato, un pato y una cabra. ¿Cuantos animales tengo?",11
"Tengo dos camas, estufa, microondas, mesa, nevera, lámpara y tostadora. ¿Cuantos objetos tengo?",8
"Tengo tres coliflores, una lechuga, un repollo, una zanahoria, tres ajos, tres cebollas, tres cabezas de brócoli, un tallo de apio, un ñame y una patata. ¿Cuántas verduras tengo?",18
"Tengo un conejo, una rana y un caracol. ¿Cuantos animales tengo?",3
"Tengo una nectarina, dos tostadoras, una naranja, cuatro melocotones, una manzana, una fresa y una ciruela. ¿Cuántas frutas tengo?",9
"Tengo una cabra, una rana, cinco cerdos y un oso. ¿Cuantos animales tengo?",8
"Tengo tres nectarinas, un melocotón, una manzana, una fresa, tres frambuesas, un plátano y una ciruela. ¿Cuántas frutas tengo?",11
"Tengo una vaca, tres ratones, un perro, un pato y dos serpientes. ¿Cuantos animales tengo?",8
Tengo una uva y una ciruela. ¿Cuántas frutas tengo?,2
"Tengo cuatro lámparas, una nevera, una cama, un auto, una tostadora y una estufa. ¿Cuantos objetos tengo?",9
Tengo un clarinete y un trombón. ¿Cuántos instrumentos musicales tengo?,2
"Tengo una trompeta, una flauta, un acordeón y un trombón. ¿Cuántos instrumentos musicales tengo?",4
"Tengo cuatro naranjas, un melocotón, una ciruela, tres manzanas, tres uvas, dos frambuesas, una nectarina, una fresa, una mora y un plátano. ¿Cuántas frutas tengo?",18
"Tengo un perro, un cerdo y un caracol. ¿Cuantos animales tengo?",3
"Tengo dos tostadoras, una cama, un ñame, dos cebollas y una silla. ¿Cuántas verduras tengo?",3
"Tengo dos microondas, una nevera, una silla, un auto, dos sofás, una tostadora, una estufa, una lámpara y una cama. ¿Cuantos objetos tengo?",11
"Tengo un cerdo, una vaca, tres ranas, un burro, una serpiente, una gallina, un gato, un caracol, cuatro ratones y tres osos. ¿Cuantos animales tengo?",17
"Tengo una lechuga, un repollo, cinco cebollas, una papa, tres tallos de apio, una coliflor, un ajo, un ñame y cuatro cabezas de brócoli. ¿Cuántas verduras tengo?",18
"Tengo un ajo, un repollo, una cebolla, una cabeza de brócoli, un ñame y dos patatas. ¿Cuántas verduras tengo?",7
"Tengo cuatro sofás, una cama, una mesa y una lámpara. ¿Cuantos objetos tengo?",7
"Tengo tres nectarinas, una manzana, una ciruela, una fresa, una uva, tres naranjas, una frambuesa y una mora. ¿Cuántas frutas tengo?",12
"Tengo un horno, una silla, dos tostadoras, una mesa, dos microondas, una lámpara, un sofá, dos camas y una nevera. ¿Cuantos objetos tengo?",12
"Tengo un plátano, dos frambuesas, tres moras, una manzana y una naranja. ¿Cuántas frutas tengo?",8
"Tengo un trombón, un acordeón, cuatro clarinetes y una trompeta. ¿Cuántos instrumentos musicales tengo?",7
"Tengo una lechuga, una coliflor, un ñame, dos coles, cuatro cabezas de brócoli, una patata, un ajo, una zanahoria, un tallo de apio y una cebolla. ¿Cuántas verduras tengo?",14
"Tengo una cabeza de brócoli, una zanahoria, dos tallos de apio, un repollo, dos cebollas, dos ajos, una coliflor, un ñame y una cabeza de lechuga. ¿Cuántas verduras tengo?",12
"Tengo trombón, flauta, violín, acordeón, piano y trompeta. ¿Cuántos instrumentos musicales tengo?",6
"Tengo dos ajos, un repollo, un tallo de apio, cinco zanahorias, una lechuga, cuatro cabezas de brócoli, una papa, una cebolla y un ñame. ¿Cuántas verduras tengo?",17
"Tengo una trompeta, dos violines, un clarinete, un acordeón, un piano, un caracol, un pez, un trombón, un tambor y una flauta. ¿Cuántos instrumentos musicales tengo?",9
"Tengo dos moras, una manzana, una uva, una fresa, un durazno, dos naranjas, dos ciruelas y dos plátanos. ¿Cuántas frutas tengo?",12
"Tengo una lámpara, un horno, cuatro sofás, una silla, una nevera, una tostadora, un microondas, una cama, un auto y una mesa. ¿Cuantos objetos tengo?",13
"Tengo una coliflor, un repollo, un ajo, una lechuga, una cebolla, una cabeza de brócoli, una papa y una zanahoria. ¿Cuántas verduras tengo?",8
"Tengo un melocotón, un acordeón, dos clarinetes, un tambor, una frambuesa, dos uvas y una nectarina. ¿Cuántas frutas tengo?",5
"Tengo una ciruela, una manzana, dos uvas, una naranja, cuatro frambuesas, una fresa, una nectarina, una mora y un plátano. ¿Cuántas frutas tengo?",13
"Tengo un ratón, cuatro caracoles, una gallina, un gato, tres cerdos, una serpiente, un pez, una cabra, un oso y un perro. ¿Cuantos animales tengo?",15
"Tengo trombón, trompeta, clarinete, tambor, violín, piano, acordeón y flauta. ¿Cuántos instrumentos musicales tengo?",8
"Tengo un repollo, un tallo de apio, una cabeza de brócoli, una papa, una cebolla, una coliflor, dos ajos, un ñame y dos zanahorias. ¿Cuántas verduras tengo?",11
"Tengo una uva, una manzana, una fresa, una nectarina, un plátano, dos frambuesas y una ciruela. ¿Cuántas frutas tengo?",8
"Tengo dos zanahorias, un ajo, una cebolla y una cabeza de brócoli. ¿Cuántas verduras tengo?",5
"Tengo dos refrigeradores, una mesa, una tostadora, una silla, una cama, un horno, un sofá, un auto, cuatro microondas y una estufa. ¿Cuantos objetos tengo?",14
"Tengo un melocotón, tres gatos y una frambuesa. ¿Cuántas frutas tengo?",2
"Tengo una cebolla, una rana, una coliflor, un pato y un ajo. ¿Cuántas verduras tengo?",3
"Tengo tres cabezas de brócoli, dos ajos, una zanahoria, una col, una coliflor, una patata, una lechuga y un tallo de apio. ¿Cuántas verduras tengo?",11
"Tengo nevera, silla, tres camas, cuatro microondas, horno y mesa. ¿Cuantos objetos tengo?",11
"Tengo tres repollos, una zanahoria, dos tallos de apio y una cebolla. ¿Cuántas verduras tengo?",7
Tengo una mesa y tres autos. ¿Cuantos objetos tengo?,4
"Tengo un oso, dos serpientes, un conejo, un microondas, una cabra y tres gatos. ¿Cuantos animales tengo?",8
"Tengo un microondas, una cama y un sofá. ¿Cuantos objetos tengo?",3
"Tengo una silla, una tostadora y un microondas. ¿Cuantos objetos tengo?",3
"Tengo una naranja, una zanahoria, una cabeza de brócoli, tres coles, un tallo de apio, una coliflor, una lechuga y un ñame. ¿Cuántas verduras tengo?",9
"Tengo un acordeón, tres cabras, dos vacas, un cerdo, un conejo, una serpiente y una trompeta. ¿Cuantos animales tengo?",8
"Tengo tres tallos de apio, un pato, un ñame, una cabeza de brócoli, cuatro cerdos y un ajo. ¿Cuántas verduras tengo?",6
"Tengo un acordeón, un clarinete y tres tambores. ¿Cuántos instrumentos musicales tengo?",5
"Tengo un melocotón, una frambuesa y una nectarina. ¿Cuántas frutas tengo?",3
"Tengo una patata, cinco tallos de apio, un ñame, un ajo, dos cabezas de lechuga, una col y una cabeza de brócoli. ¿Cuántas verduras tengo?",12
"Tengo un clarinete, dos trombones, cinco trompetas y un piano. ¿Cuántos instrumentos musicales tengo?",9
"Tengo un burro, una cabra y una vaca. ¿Cuantos animales tengo?",3
Tengo una flauta y un trombón. ¿Cuántos instrumentos musicales tengo?,2
"Tengo una ciruela, un plátano, una manzana, tres uvas, una naranja, un melocotón, una mora y dos fresas. ¿Cuántas frutas tengo?",11
"Tengo dos vacas, un pez, una gallina, una serpiente y dos ratones. ¿Cuantos animales tengo?",7
"Tengo trombón, violín, acordeón, tambor, trompeta, cinco pianos, flauta y clarinete. ¿Cuántos instrumentos musicales tengo?",12
"Tengo un clarinete, un acordeón, una col, dos flautas, un piano, un tambor, un trombón, una cabeza de lechuga y dos violines. ¿Cuántos instrumentos musicales tengo?",9
"Tengo un horno, una cama, tres sofás, un auto, una lámpara, un microondas, cuatro mesas, una tostadora, una estufa y una silla. ¿Cuantos objetos tengo?",15
"Tengo una cabeza de brócoli, una zanahoria, una papa, un ñame y una coliflor. ¿Cuántas verduras tengo?",5
"Tengo una patata, dos zanahorias, una coliflor, una cebolla, tres ajos y dos cabezas de brócoli. ¿Cuántas verduras tengo?",10
"Tengo una cabra, un pez, un piano, un violín, un trombón, una gallina, cuatro clarinetes, un tambor y un acordeón. ¿Cuántos instrumentos musicales tengo?",9
"Tengo una estufa, una cama, cinco autos, un sofá, una tostadora, dos refrigeradores, una silla y una lámpara. ¿Cuantos objetos tengo?",13
"Tengo una gallina, un caracol, tres perros, una serpiente y una cabra. ¿Cuantos animales tengo?",7
"Tengo una tostadora, una cama, una estufa, un auto, un microondas, una lámpara y una mesa. ¿Cuantos objetos tengo?",7
"Tengo una lámpara, dos sofás, dos frigoríficos, dos hornos y una cama. ¿Cuantos objetos tengo?",8
"Tengo un tambor, tres flautas, una trompeta, un piano y un trombón. ¿Cuántos instrumentos musicales tengo?",7
Tengo dos uvas y una ciruela. ¿Cuántas frutas tengo?,3
"Tengo un trombón, un clarinete y un tambor. ¿Cuántos instrumentos musicales tengo?",3
Tengo un cerdo y un burro. ¿Cuantos animales tengo?,2
"Tengo un sofá, un horno, cuatro tostadoras, un auto, una lámpara, cinco mesas, una silla, una estufa y una cama. ¿Cuantos objetos tengo?",16
Tengo un microondas y una cama. ¿Cuantos objetos tengo?,2
"Tengo un oso, un ratón, un plátano y una serpiente. ¿Cuantos animales tengo?",3
"Tengo tres trombones, un tambor, una trompeta, un clarinete, una flauta, un piano y dos violines. ¿Cuántos instrumentos musicales tengo?",10
"Tengo un durazno, una naranja, una manzana, una frambuesa, una uva, una mora, una ciruela y una fresa. ¿Cuántas frutas tengo?",8
"Tengo un piano, dos acordeones, un violín, una flauta y un tambor. ¿Cuántos instrumentos musicales tengo?",6
"Tengo una frambuesa, una uva, una fresa, una ciruela y un plátano. ¿Cuántas frutas tengo?",5
"Tengo un ñame, una zanahoria, una lechuga, una patata, cuatro ajos y una cabeza de brócoli. ¿Cuántas verduras tengo?",9
Tengo una silla y dos microondas. ¿Cuantos objetos tengo?,3
"Tengo un auto, una silla, tres tostadoras, cuatro estufas, dos refrigeradores, una cama y cuatro hornos. ¿Cuantos objetos tengo?",16
"Tengo una naranja, una ciruela, dos nectarinas, una uva y un plátano. ¿Cuántas frutas tengo?",6
"Tengo un ajo, una cebolla, dos ñames, una coliflor, una col, una cabeza de brócoli, dos patatas y una cabeza de lechuga. ¿Cuántas verduras tengo?",10
"Tengo un coche, dos manzanas, un plátano, tres nectarinas, una mesa, una naranja, una nevera y una frambuesa. ¿Cuántas frutas tengo?",8
"Tengo una uva, una fresa, una naranja, dos moras, cuatro manzanas, una ciruela y una nectarina. ¿Cuántas frutas tengo?",11
"Tengo un tambor, un violín, tres trombones, dos flautas, un piano y un acordeón. ¿Cuántos instrumentos musicales tengo?",9
Tengo un gato y un pez. ¿Cuantos animales tengo?,2
Tengo una cabeza de brócoli y un ñame. ¿Cuántas verduras tengo?,2
"Tengo auto, estufa, dos sillas, microondas, lámpara, tostadora y cama. ¿Cuantos objetos tengo?",8
"Tengo un sofá, una cama, un auto, una heladera, dos mesas, un horno, una tostadora y una silla. ¿Cuantos objetos tengo?",9
Tengo una cabeza de brócoli y una col. ¿Cuántas verduras tengo?,2
Tengo cuatro caracoles y una vaca. ¿Cuantos animales tengo?,5
"Tengo una ciruela, un plátano, una nectarina, una fresa, una mora, dos naranjas, una frambuesa y un melocotón. ¿Cuántas frutas tengo?",9
"Tengo un plátano, una nectarina, una frambuesa, una manzana y un melocotón. ¿Cuántas frutas tengo?",5
"Tengo una manzana, una ciruela, una mora, una frambuesa, tres fresas y un plátano. ¿Cuántas frutas tengo?",8
"Tengo una trompeta, un piano, una flauta, una serpiente, tres acordeones, un violín, un tambor, un clarinete y un trombón. ¿Cuántos instrumentos musicales tengo?",10
"Tengo una mesa, una fresa y tres nectarinas. ¿Cuántas frutas tengo?",4
"Tengo una cebolla, una zanahoria, una papa, un ñame, tres lechugas, dos coliflores, un ajo y un repollo. ¿Cuántas verduras tengo?",11
"Tengo tres patatas, una zanahoria, una serpiente, un ñame, una coliflor, un tallo de apio y un ajo. ¿Cuántas verduras tengo?",8
"Tengo un plátano, una frambuesa, una fresa, una ciruela, una mora y una uva. ¿Cuántas frutas tengo?",6
"Tengo un trombón, una flauta, dos nectarinas, un violín, una fresa, un melocotón y una uva. ¿Cuántas frutas tengo?",5
"Tengo tres cabezas de brócoli, dos coliflores, un ñame y una lechuga. ¿Cuántas verduras tengo?",7
"Tengo una lechuga, dos ñames, un repollo, un tallo de apio, tres cabezas de brócoli, un ajo, una cebolla, una zanahoria, una coliflor y una patata. ¿Cuántas verduras tengo?",13
"Tengo una naranja, una frambuesa, una fresa, una manzana, una mora, una nectarina, un melocotón, un plátano y una ciruela. ¿Cuántas frutas tengo?",9
"Tengo un repollo, cuatro tallos de apio, dos ajos, tres zanahorias, un ñame, una coliflor, una lechuga, dos cabezas de brócoli, un microondas y una cebolla. ¿Cuántas verduras tengo?",16
"Tengo un horno, una manzana, tres plátanos, una mesa y dos uvas. ¿Cuántas frutas tengo?",6
"Tengo una lechuga, un tallo de apio, dos ñames, una coliflor, una zanahoria, dos cebollas, dos patatas y tres coles. ¿Cuántas verduras tengo?",13
"Tengo una tostadora, una mesa y una nevera. ¿Cuantos objetos tengo?",3
"Tengo dos sillas, una tostadora, un horno, una mesa y un sofá. ¿Cuantos objetos tengo?",6
"Tengo un trombón, tres clarinetes, un acordeón, dos violines, una flauta, un tambor, una trompeta y un piano. ¿Cuántos instrumentos musicales tengo?",11
Tengo un ajo y una cebolla. ¿Cuántas verduras tengo?,2
"Tengo una uva, un plátano y una mora. ¿Cuántas frutas tengo?",3
"Tengo tres serpientes, un gato, un oso, dos cabras, una gallina, un burro, un coche y un pez. ¿Cuantos animales tengo?",10
"Tengo un pez, una serpiente, una lechuga, un ratón, cuatro osos, un conejo, un cerdo, tres cabras, una vaca y dos caracoles. ¿Cuantos animales tengo?",15
"Tengo una papa, una zanahoria, dos cebollas, una coliflor, una ciruela, una lechuga, cinco tallos de apio y un ñame. ¿Cuántas verduras tengo?",12
"Tengo horno, cama, lámpara, silla, nevera, microondas y tostadora. ¿Cuantos objetos tengo?",7
"Tengo dos peces, cuatro gatos, dos gallinas, un ratón y una cabra. ¿Cuantos animales tengo?",10
"Tengo una tostadora, una cama, un coche y una nevera. ¿Cuantos objetos tengo?",4
"Tengo un ratón, una rana, dos caracoles, una lechuga, una cebolla, una cabra, un gato, un pez, una vaca, un cerdo, cuatro patos y un conejo. ¿Cuantos animales tengo?",14
"Tengo un burro, un caracol, un cerdo, una gallina, un pez, un ratón y un gato. ¿Cuantos animales tengo?",7
"Tengo ajo, repollo, ñame, zanahoria y un tallo de apio. ¿Cuántas verduras tengo?",5
Tengo un microondas y una silla. ¿Cuantos objetos tengo?,2
"Tengo tres caracoles, una serpiente, un burro y un conejo. ¿Cuantos animales tengo?",6
"Tengo dos violines, un tambor, una flauta, una trompeta y un clarinete. ¿Cuántos instrumentos musicales tengo?",6
"Tengo un sofá, un auto, una estufa, una silla, un horno, una tostadora, una cama, dos lámparas y una heladera. ¿Cuantos objetos tengo?",10
"Tengo cuatro sofás, un microondas, una mesa, una silla, un refrigerador, cuatro estufas, una lámpara, un auto, un horno y una tostadora. ¿Cuantos objetos tengo?",16
"Tengo una uva, una manzana y un plátano. ¿Cuántas frutas tengo?",3
Tengo dos moras y una uva. ¿Cuántas frutas tengo?,3
"Tengo dos vacas, un caracol, un pez, un ratón, una serpiente y una rana. ¿Cuantos animales tengo?",7
"Tengo dos tallos de apio, una zanahoria, una lechuga y una cebolla. ¿Cuántas verduras tengo?",5
"Tengo una cebolla, un ñame, un repollo, una silla, un tallo de apio, una cabeza de brócoli, una coliflor, un auto, una papa y un refrigerador. ¿Cuántas verduras tengo?",7
Tengo una zanahoria y una cabeza de brócoli. ¿Cuántas verduras tengo?,2
"Tengo un perro, una gallina y cuatro caracoles. ¿Cuantos animales tengo?",6
"Tengo una vaca, dos perros, un ratón, un burro, un caracol, una serpiente, un gato, un cerdo, un oso y tres conejos. ¿Cuantos animales tengo?",13
"Tengo un tambor, cuatro pianos, dos acordeones, una zanahoria, un tallo de apio, tres flautas, una coliflor, un violín, un clarinete, un trombón y dos trompetas. ¿Cuántos instrumentos musicales tengo?",15
"Tengo clarinete, trompeta, tambor, piano y acordeón. ¿Cuántos instrumentos musicales tengo?",5
"Tengo una estufa, dos mesas, tres tostadoras, una nevera, una lámpara, un microondas, tres sillas, una cama, un auto y un sofá. ¿Cuantos objetos tengo?",15
"Tengo cuatro coliflores, un ajo, un repollo, una papa, una cabeza de brócoli, tres ñames, una cabeza de lechuga, una cebolla y una zanahoria. ¿Cuántas verduras tengo?",14
"Tengo un caracol, una silla, un pato, un gato, una tostadora, un pescado, una gallina, dos hornos, una vaca, dos ratones y un conejo. ¿Cuantos animales tengo?",9
"Tengo una frambuesa, una ciruela, una fresa, una uva, un plátano, una mora y una manzana. ¿Cuántas frutas tengo?",7
Tengo una manzana y dos moras. ¿Cuántas frutas tengo?,3
"Tengo una lechuga, tres brócoli y una zanahoria. ¿Cuántas verduras tengo?",5
"Tengo dos violines, un piano, un tambor, dos flautas, un trombón, un acordeón, una trompeta, una cabra y un clarinete. ¿Cuántos instrumentos musicales tengo?",10
Tengo dos lámparas y dos microondas. ¿Cuantos objetos tengo?,4
"Tengo una uva, una ciruela, dos moras, una frambuesa y un plátano. ¿Cuántas frutas tengo?",6
"Tengo un ñame, un tallo de apio, una papa, un repollo, dos coliflores, una cebolla, una lechuga, una cabeza de brócoli, una zanahoria y un ajo. ¿Cuántas verduras tengo?",11
"Tengo una tostadora, una estufa, una lámpara y una mesa. ¿Cuantos objetos tengo?",4
"Tengo estufa, microondas, sofá, lámpara, silla, horno, nevera y tres camas. ¿Cuantos objetos tengo?",10
"Tengo dos cabezas de brócoli, una col, una lechuga, un ñame, una cebolla, un tallo de apio, una patata, cuatro ajos y una coliflor. ¿Cuántas verduras tengo?",13
"Tengo un perro, un ratón, una tostadora y una mesa. ¿Cuantos animales tengo?",2
"Tengo un caracol, un perro, tres gatos, un pez, dos gallinas, un burro, cuatro conejos, una vaca, dos serpientes y un pato. ¿Cuantos animales tengo?",17
"Tengo tres clarinetes, un trombón, dos pianos, un acordeón y una trompeta. ¿Cuántos instrumentos musicales tengo?",8
"Tengo trombón, trompeta, piano, clarinete, flauta, violín, acordeón y tambor. ¿Cuántos instrumentos musicales tengo?",8
"Tengo una mesa, un ñame, una coliflor, dos coles, una cabeza de brócoli, dos patatas, una cebolla y dos ajos. ¿Cuántas verduras tengo?",10
"Tengo un horno, una mesa, una lámpara, tres sofás, una tostadora, un microondas y una cama. ¿Cuantos objetos tengo?",9
"Tengo una nevera, una cama, una tostadora, un auto, un microondas, una silla, una lámpara, una mesa, un sofá y dos estufas. ¿Cuantos objetos tengo?",11
"Tengo una tostadora, un auto y una mesa. ¿Cuantos objetos tengo?",3
"Tengo una papa, un repollo, una coliflor, un pato, una cebolla, una lechuga, un ajo, un oso, una cabeza de brócoli, una zanahoria, un pollo y tres ñames. ¿Cuántas verduras tengo?",11
"Tengo estufa, dos microondas, mesa, horno, tostadora, cuatro sillas, auto y heladera. ¿Cuantos objetos tengo?",12
"Tengo un burro, un conejo, un pez y cinco gatos. ¿Cuantos animales tengo?",8
"Tengo un melocotón, una nectarina, un plátano, una frambuesa y un pato. ¿Cuántas frutas tengo?",4
"Tengo un ñame, dos cabezas de lechuga y una cabeza de brócoli. ¿Cuántas verduras tengo?",4
"Tengo un horno, una cama y una tostadora. ¿Cuantos objetos tengo?",3
"Tengo una manzana, una cabeza de brócoli, una nectarina, una uva, un plátano, una cebolla, una frambuesa, una fresa, dos melocotones, dos ciruelas, una naranja y tres moras. ¿Cuántas frutas tengo?",14
"Tengo un melocotón, una ciruela, una mora y una manzana. ¿Cuántas frutas tengo?",4
"Tengo tres tambores, una flauta, un clarinete, dos violines y una trompeta. ¿Cuántos instrumentos musicales tengo?",8
"Tengo tres violines, tres trombones, una flauta y cuatro trompetas. ¿Cuántos instrumentos musicales tengo?",11
"Tengo una lechuga, un repollo, una papa, una coliflor, un ñame, una cebolla y dos cabezas de brócoli. ¿Cuántas verduras tengo?",8
Tengo dos autos y un horno. ¿Cuantos objetos tengo?,3
"Tengo un pato, un gato, una rana, un ratón, un cerdo, un conejo, dos serpientes, un oso y tres cabras. ¿Cuantos animales tengo?",12
"Tengo un clarinete, un sofá, una flauta, cuatro sillas, cinco trombones, un tambor, una trompeta, un violín y un acordeón. ¿Cuántos instrumentos musicales tengo?",11
"Tengo una naranja, una uva, una fresa, tres manzanas, una ciruela, un plátano, una frambuesa, una mora, una nectarina y tres melocotones. ¿Cuántas frutas tengo?",14
"Tengo un auto, una heladera, un horno, una tostadora, un sofá, tres lámparas, cinco sillas, una estufa y un microondas. ¿Cuantos objetos tengo?",15
"Tengo una trompeta, un tambor, un acordeón y un piano. ¿Cuántos instrumentos musicales tengo?",4
"Tengo cuatro pianos, cuatro caracoles, tres gallinas, un cerdo, un perro y dos vacas. ¿Cuantos animales tengo?",11
